osm_id,code,fclass,population,name,geometry,geometry_wkt
41626831,1002,town,5000,Ella,POINT (81.0489927 6.8736058),POINT (81.048993 6.873606)
44240758,1001,city,27500,Nuwara Eliya,POINT (80.7669855 6.9739741),POINT (80.766986 6.973974)
49374844,1001,city,17900,Kegalle,POINT (80.3454132 7.2532006),POINT (80.345413 7.253201)
50414847,1003,village,5000,Talpe,POINT (80.2811795 5.9971428),POINT (80.28118 5.997143)
50416229,1010,suburb,10000,Mahamodara,POINT (80.2013241 6.0417067),POINT (80.201324 6.041707)
50416271,1010,suburb,10000,Kaluwella,POINT (80.2122467 6.0346306),POINT (80.212247 6.034631)
50416277,1010,suburb,0,Magalle,POINT (80.23748 6.0342456),POINT (80.23748 6.034246)
50416399,1003,village,5000,Koggala,POINT (80.3226304 5.9903676),POINT (80.32263 5.990368)
50769618,1002,town,15000,Mirissa,POINT (80.4558128 5.9493634),POINT (80.455813 5.949363)
50794342,1001,city,753000,Colombo,POINT (79.8542005 6.9388614),POINT (79.8542 6.938861)
51216347,1002,town,11200,Tangalle,POINT (80.7949279 6.0250847),POINT (80.794928 6.025085)
51226428,1002,town,7000,Pussellawa,POINT (80.6337679 7.110145),POINT (80.633768 7.110145)
51226438,1003,village,1500,Hakgala,POINT (80.8262591 6.92375),POINT (80.826259 6.92375)
51226446,1004,hamlet,500,Boragas,POINT (80.8407873 6.9078759),POINT (80.840787 6.907876)
51226450,1003,village,500,Keppetipola,POINT (80.8694619 6.8948998),POINT (80.869462 6.8949)
51232363,1002,town,10000,Tanamalwila,POINT (81.1302757 6.4362434),POINT (81.130276 6.436243)
51232367,1002,town,5000,Lunugamvehera,POINT (81.1961423 6.3470414),POINT (81.196142 6.347041)
51232378,1002,town,10000,Weerawila,POINT (81.2281152 6.2574968),POINT (81.228115 6.257497)
51232381,1002,town,15000,Ambalantota,POINT (81.0238588 6.1224627),POINT (81.023859 6.122463)
51232382,1003,village,5000,Nonagama,POINT (80.9921128 6.1126485),POINT (80.992113 6.112648)
51232384,1002,town,15000,Hungama,POINT (80.9320164 6.1099095),POINT (80.932016 6.10991)
51232436,1002,town,5000,Ranna,POINT (80.8751364 6.0970103),POINT (80.875136 6.09701)
51237546,1002,town,10000,Pasyala,POINT (80.1242004 7.1684426),POINT (80.1242 7.168443)
51237600,1002,town,15000,Mawanella,POINT (80.4469352 7.2523524),POINT (80.446935 7.252352)
51237603,1002,town,15000,Kadawatha,POINT (79.9512274 7.002137),POINT (79.951227 7.002137)
51245124,1010,suburb,10000,Weliwatta,POINT (80.2207475 6.0399173),POINT (80.220748 6.039917)
61522016,1003,village,1000,Monrovia,POINT (80.1580397 6.1180647),POINT (80.15804 6.118065)
61522032,1003,village,1000,Kattupol Watta,POINT (80.1667793 6.1209159),POINT (80.166779 6.120916)
61557398,1001,city,207000,Moratuwa,POINT (79.8826095 6.7746821),POINT (79.88261 6.774682)
61602698,1003,village,1000,Rajgama,POINT (80.1416237 6.0915285),POINT (80.141624 6.091528)
77369078,1002,town,15000,Dondra,POINT (80.5893555 5.9281039),POINT (80.589356 5.928104)
98593218,1002,town,15000,Akuressa,POINT (80.4764879 6.1011778),POINT (80.476488 6.101178)
102764947,1003,village,0,Kahaduwawatta,POINT (80.2145368 6.0648309),POINT (80.214537 6.064831)
129616015,1002,town,5000,Bandaragama,POINT (79.9889673 6.7145129),POINT (79.988967 6.714513)
129616333,1010,suburb,1000,Kalubowila,POINT (79.8772942 6.8664575),POINT (79.877294 6.866458)
130460965,1003,village,1000,Thalgasgoda,POINT (80.0747682 6.2473323),POINT (80.074768 6.247332)
130461056,1003,village,1000,Thalgaskanda,POINT (80.0812289 6.2487572),POINT (80.081229 6.248757)
134253719,1002,town,15000,Dehiwala,POINT (79.8659769 6.8512785),POINT (79.865977 6.851278)
198828296,1003,village,10000,Pannipitiya,POINT (79.9486254 6.8464397),POINT (79.948625 6.84644)
198828328,1002,town,15000,Nugegoda,POINT (79.8882835 6.8699688),POINT (79.888284 6.869969)
245519771,1002,town,5000,Padukka,POINT (80.0916472 6.8415384),POINT (80.091647 6.841538)
247205705,1002,town,16200,Hatton,POINT (80.5984591 6.8916333),POINT (80.598459 6.891633)
247206090,1002,town,15000,Ginigathhena,POINT (80.4941848 6.9890908),POINT (80.494185 6.989091)
247211381,1002,town,5000,Talawakele,POINT (80.661471 6.9380776),POINT (80.661471 6.938078)
247220841,1001,city,120000,Hambantota,POINT (81.1242563 6.1249126),POINT (81.124256 6.124913)
248049206,1003,village,1000,Nalagasdeniya,POINT (80.1094221 6.1403764),POINT (80.109422 6.140376)
248049211,1003,village,1000,Poddala,POINT (80.2172265 6.1157677),POINT (80.217226 6.115768)
250131587,1003,village,5000,Yayawatta,POINT (80.7354624 6.005693),POINT (80.735462 6.005693)
250131633,1003,village,5000,Yayawatta Palotha,POINT (80.748394 6.015619),POINT (80.748394 6.015619)
250132081,1003,village,1000,Akurala,POINT (80.0629238 6.192196),POINT (80.062924 6.192196)
250132087,1003,village,1000,Madampagama,POINT (80.0591135 6.214748),POINT (80.059114 6.214748)
250132108,1050,locality,1000,Polwatta Junction,POINT (80.0628985 6.2456678),POINT (80.062898 6.245668)
250132238,1003,village,1000,Urawatte,POINT (80.055321 6.2249305),POINT (80.055321 6.22493)
250132319,1003,village,1000,Peraliya,POINT (80.0899137 6.1666809),POINT (80.089914 6.166681)
250132419,1003,village,1000,Owakanda,POINT (80.1526817 6.0801537),POINT (80.152682 6.080154)
250132431,1010,suburb,1000,Dadalla,POINT (80.1922445 6.0467062),POINT (80.192244 6.046706)
250132438,1003,village,5000,Thalaramba,POINT (80.4753806 5.9398427),POINT (80.475381 5.939843)
250132444,1002,town,15000,Walgama,POINT (80.5149276 5.9424672),POINT (80.514928 5.942467)
250132486,1003,village,5000,Pamburana,POINT (80.5285454 5.9451958),POINT (80.528545 5.945196)
250132536,1003,village,5000,Kamburugamuwa,POINT (80.4942905 5.9411497),POINT (80.49429 5.94115)
250135758,1003,village,5000,Polhena,POINT (80.524231 5.9394504),POINT (80.524231 5.93945)
250730974,1002,town,15000,Pelawatte,POINT (79.9289573 6.891596),POINT (79.928957 6.891596)
250781785,1010,suburb,10000,Nawala,POINT (79.8871921 6.8869823),POINT (79.887192 6.886982)
251366138,1003,village,5000,Gandara,POINT (80.613406 5.9377157),POINT (80.613406 5.937716)
251366149,1003,village,1000,Kottagoda,POINT (80.6370242 5.9494342),POINT (80.637024 5.949434)
251844762,1003,village,5000,Pokunuwita,POINT (80.0339642 6.7260305),POINT (80.033964 6.72603)
251844978,1002,town,15000,Boralesgamuwa,POINT (79.9017028 6.8410598),POINT (79.901703 6.84106)
251845035,1010,suburb,5000,Raththanapitiya,POINT (79.8977298 6.8483963),POINT (79.89773 6.848396)
251845067,1010,suburb,1000,Kohuwala,POINT (79.8847353 6.8670544),POINT (79.884735 6.867054)
252537454,1004,hamlet,500,Asiri Uyana,POINT (79.975734 6.8075228),POINT (79.975734 6.807523)
252537457,1003,village,5000,Kahathuduwa,POINT (79.9839654 6.7831285),POINT (79.983965 6.783128)
252542243,1010,suburb,1000,Katugoda,POINT (80.2410351 6.0333514),POINT (80.241035 6.033351)
252542985,1002,town,32300,Ja-ela,POINT (79.8907632 7.0793775),POINT (79.890763 7.079378)
256824209,1004,hamlet,200,Thalagala Junction,POINT (80.042029 6.797989),POINT (80.042029 6.797989)
256824244,1002,town,20000,Battaramulla,POINT (79.9195776 6.9021809),POINT (79.919578 6.902181)
258031093,1002,town,68800,Dambulla,POINT (80.6510917 7.8742031),POINT (80.651092 7.874203)
258034509,1002,town,15000,Katugastota,POINT (80.6249552 7.3220837),POINT (80.624955 7.322084)
258047343,1002,town,15000,Habarana,POINT (80.7564622 8.0423226),POINT (80.756462 8.042323)
258049423,1001,city,40800,Matale,POINT (80.6234307 7.4720453),POINT (80.623431 7.472045)
258523517,1001,city,15000,Polonnaruwa,POINT (81.0003387 7.9395357),POINT (81.000339 7.939536)
258615787,1002,town,5000,Naula,POINT (80.6530833 7.7070389),POINT (80.653083 7.707039)
258615791,1003,village,1000,Hunganwela,POINT (80.6413048 7.6775782),POINT (80.641305 7.677578)
258615793,1003,village,2000,Palapathwela,POINT (80.6275032 7.5369467),POINT (80.627503 7.536947)
258615799,1004,hamlet,1500,Kudugala,POINT (80.6175631 7.3582677),POINT (80.617563 7.358268)
258615800,1003,village,5000,Ambatenna,POINT (80.6142184 7.3508935),POINT (80.614218 7.350894)
263179685,1004,hamlet,10000,Mulgampola,POINT (80.6179819 7.2778352),POINT (80.617982 7.277835)
263798278,1003,village,3000,Atabage,POINT (80.5978714 7.1350219),POINT (80.597871 7.135022)
264605806,1010,suburb,10000,Peradeniya,POINT (80.5930652 7.2642107),POINT (80.593065 7.264211)
265874918,1003,village,5000,Yala Junction,POINT (80.07151 6.6634307),POINT (80.07151 6.663431)
265874956,1003,village,5000,Anguruwathota,POINT (80.0762915 6.645179),POINT (80.076292 6.645179)
265875005,1003,village,5000,Galpatha,POINT (80.0249444 6.6293988),POINT (80.024944 6.629399)
266478441,1003,village,1000,Kadewatta,POINT (80.4358122 5.9834746),POINT (80.435812 5.983475)
267304700,1003,village,5000,Malagala,POINT (80.109788 6.7919138),POINT (80.109788 6.791914)
267304734,1003,village,1700,Dambara,POINT (80.1026629 6.7628853),POINT (80.102663 6.762885)
267304789,1003,village,5000,Kahawala,POINT (80.1115905 6.7753792),POINT (80.11159 6.775379)
267304812,1003,village,1400,Ihala Millawa North,POINT (80.0726646 6.7871354),POINT (80.072665 6.787135)
267304862,1003,village,2850,Pahala Millawa North,POINT (80.0827337 6.7989253),POINT (80.082734 6.798925)
267305055,1003,village,5000,Gurugoda,POINT (80.0994374 6.7264407),POINT (80.099437 6.726441)
267305145,1003,village,5000,Kananwila,POINT (80.0518337 6.7500925),POINT (80.051834 6.750092)
267305352,1003,village,5000,Gelanigama,POINT (80.0013608 6.7187694),POINT (80.001361 6.718769)
267305391,1003,village,5000,Raigama,POINT (80.0108447 6.7186391),POINT (80.010845 6.718639)
267305559,1003,village,5000,Gonapola,POINT (80.0130531 6.7638594),POINT (80.013053 6.763859)
267305868,1003,village,5000,Kumbuka,POINT (80.0286247 6.7356237),POINT (80.028625 6.735624)
267305985,1003,village,5000,Pinhena,POINT (79.9646627 6.8330326),POINT (79.964663 6.833033)
292785668,1002,town,15000,Seeduwa,POINT (79.8782394 7.1306288),POINT (79.878239 7.130629)
309607443,1002,town,10000,Labuduwa,POINT (80.2318917 6.0727684),POINT (80.231892 6.072768)
309897025,1010,suburb,10000,Karapitiya,POINT (80.2257615 6.0670789),POINT (80.225762 6.067079)
309898394,1003,village,1000,Godakanda,POINT (80.2228397 6.0780775),POINT (80.22284 6.078078)
309898644,1003,village,1000,Galketiya,POINT (80.22329 6.0757899),POINT (80.22329 6.07579)
310166096,1003,village,5000,Hapugala,POINT (80.1975697 6.0757917),POINT (80.19757 6.075792)
310166135,1003,village,5000,Wakwella,POINT (80.1848753 6.1011226),POINT (80.184875 6.101123)
310166136,1003,village,0,Kithulampitiya,POINT (80.2053202 6.0648926),POINT (80.20532 6.064893)
313390093,1004,hamlet,500,Periyamulla,POINT (79.8453599 7.2194111),POINT (79.84536 7.219411)
313407388,1002,town,15000,Kochchikade,POINT (79.8590371 7.2649211),POINT (79.859037 7.264921)
313808390,1003,village,1000,Mihira,POINT (80.148476 6.0847625),POINT (80.148476 6.084762)
313808479,1003,village,1000,Gamaddegoda,POINT (80.1458152 6.0881337),POINT (80.145815 6.088134)
313809466,1003,village,1000,Wewala,POINT (80.1034626 6.1298515),POINT (80.103463 6.129852)
313809710,1003,village,1000,Seenigama,POINT (80.0930219 6.1572576),POINT (80.093022 6.157258)
313809891,1003,village,1000,Thelwatta,POINT (80.0862058 6.1734308),POINT (80.086206 6.173431)
313809951,1003,village,1000,Godagama,POINT (80.0796827 6.1794041),POINT (80.079683 6.179404)
313809996,1003,village,1000,Kahawa,POINT (80.0723657 6.1839907),POINT (80.072366 6.183991)
313810388,1003,village,1000,Kuleegoda,POINT (80.0704568 6.2139499),POINT (80.070457 6.21395)
313811388,1003,village,1000,Randombe,POINT (80.0442346 6.2525285),POINT (80.044235 6.252528)
313811721,1003,village,0,,POINT (80.0394281 6.2689097),POINT (80.039428 6.26891)
313811771,1003,village,1000,Wathuregama,POINT (80.0399008 6.2955924),POINT (80.039901 6.295592)
324707446,1002,town,15000,Kankesanturai,POINT (80.0374464 9.8118663),POINT (80.037446 9.811866)
324707634,1002,town,15000,Chunnakam,POINT (80.028827 9.7430313),POINT (80.028827 9.743031)
330173100,1001,city,45400,Puttalam,POINT (79.8300293 8.031599),POINT (79.830029 8.031599)
335253618,1001,city,99100,Trincomalee,POINT (81.2344952 8.576425),POINT (81.234495 8.576425)
339885285,1002,town,5000,Talaimannar,POINT (79.7307431 9.1055245),POINT (79.730743 9.105524)
340000603,1004,hamlet,500,Maveliturai,POINT (79.7110517 9.5238698),POINT (79.711052 9.52387)
340001017,1003,village,5000,Malaiyadi,POINT (79.772919 9.5939073),POINT (79.772919 9.593907)
340001153,1004,hamlet,500,Sothithelvu,POINT (79.8498658 9.5744642),POINT (79.849866 9.574464)
388241712,1002,town,5000,Thihagoda,POINT (80.565877 6.0127562),POINT (80.565877 6.012756)
388245026,1002,town,10000,Yatiyana,POINT (80.6012659 6.024698),POINT (80.601266 6.024698)
388253832,1010,suburb,5000,Welegoda,POINT (80.5316289 5.9525185),POINT (80.531629 5.952518)
388261676,1003,village,5000,Wewurukannala,POINT (80.6982869 5.9772933),POINT (80.698287 5.977293)
388262220,1003,village,5000,Walasgala,POINT (80.699933 5.9854942),POINT (80.699933 5.985494)
540529437,1002,town,15000,Matugama,POINT (80.1142603 6.5229542),POINT (80.11426 6.522954)
558931492,1002,town,15000,Athurugiriya,POINT (79.9899292 6.8772464),POINT (79.989929 6.877246)
566568740,1003,village,5000,Ihalagama,POINT (80.5528316 8.0584255),POINT (80.552832 8.058426)
566568747,1003,village,5000,Andiyagala,POINT (80.5237321 7.9030308),POINT (80.523732 7.903031)
566574609,1003,village,5000,Talawa,POINT (80.3506415 8.2366956),POINT (80.350642 8.236696)
566574942,1001,city,63200,Anuradhapura,POINT (80.4106096 8.334985),POINT (80.41061 8.334985)
590036103,1010,suburb,10000,Koswatte,POINT (79.9293673 6.9079478),POINT (79.929367 6.907948)
598167631,1002,town,5000,Haputale,POINT (80.9602296 6.7681528),POINT (80.96023 6.768153)
599776563,1003,village,5000,Nambuluwa,POINT (79.9760958 6.826351),POINT (79.976096 6.826351)
599776565,1003,village,5000,Brahmanagama,POINT (79.9818137 6.8215139),POINT (79.981814 6.821514)
599815327,1003,village,5000,Kirigampamunuwa,POINT (79.9785599 6.8053875),POINT (79.97856 6.805388)
603240329,1003,village,5000,Beragala,POINT (80.9130843 6.7637697),POINT (80.913084 6.76377)
610929933,1002,town,5000,Weeraketiya,POINT (80.7632359 6.1484324),POINT (80.763236 6.148432)
610930009,1003,village,5000,Meegasara,POINT (80.7688185 6.2007131),POINT (80.768818 6.200713)
617242457,1002,town,15000,Dankotuwa,POINT (79.8821873 7.2974892),POINT (79.882187 7.297489)
617248525,1002,town,15000,Kotugoda,POINT (79.9247807 7.1234948),POINT (79.924781 7.123495)
617248527,1002,town,10000,Ekala,POINT (79.91027 7.1013158),POINT (79.91027 7.101316)
617248529,1003,village,5000,Industrial Zone,POINT (79.899506 7.1007133),POINT (79.899506 7.100713)
617262856,1003,village,5000,Vidyala Junction,POINT (79.9595731 6.8664947),POINT (79.959573 6.866495)
618529243,1010,suburb,15000,Rajagiriya,POINT (79.8962176 6.9095041),POINT (79.896218 6.909504)
618688780,1002,town,5000,Hingurakgoda,POINT (80.9531701 8.0415145),POINT (80.95317 8.041514)
619133452,1010,suburb,10000,Pitakotte,POINT (79.9020482 6.8840744),POINT (79.902048 6.884074)
619133455,1002,town,10000,Talawatugoda,POINT (79.9353613 6.8763201),POINT (79.935361 6.87632)
619742373,1003,village,5000,Hokandara North,POINT (79.9809292 6.8816229),POINT (79.980929 6.881623)
619742374,1004,hamlet,0,Millenium City,POINT (79.9945033 6.8894108),POINT (79.994503 6.889411)
619880001,1003,village,5000,Habarakada,POINT (80.0134781 6.8656803),POINT (80.013478 6.86568)
619905117,1001,city,252000,Kaduwela,POINT (79.9843311 6.9357027),POINT (79.984331 6.935703)
619905135,1002,town,10000,Miriswatte,POINT (80.0160646 7.0738514),POINT (80.016065 7.073851)
620529015,1003,village,5000,Bopitiya,POINT (79.8593207 7.0795314),POINT (79.859321 7.079531)
620529016,1003,village,5000,Pulluhena,POINT (79.8572178 7.074474),POINT (79.857218 7.074474)
621150152,1002,town,15000,Kiribathgoda,POINT (79.9269935 6.978151),POINT (79.926994 6.978151)
621201131,1003,village,5000,Hekitta,POINT (79.8763752 6.9839168),POINT (79.876375 6.983917)
621940712,1003,village,1000,Karagampitiya,POINT (79.8720051 6.8502681),POINT (79.872005 6.850268)
633759246,1001,city,100000,Mullaitivu,POINT (80.8145347 9.2698532),POINT (80.814535 9.269853)
633777927,1004,hamlet,500,Kadaiparichchan,POINT (81.2967443 8.464251),POINT (81.296744 8.464251)
633777931,1004,hamlet,500,Sanamvali,POINT (81.3801717 8.3720432),POINT (81.380172 8.372043)
633777938,1004,hamlet,500,Killiveddy,POINT (81.2857527 8.3491046),POINT (81.285753 8.349105)
633777951,1003,village,5000,Mutur,POINT (81.2667036 8.4579687),POINT (81.266704 8.457969)
633777955,1004,hamlet,500,Sampur,POINT (81.2919393 8.4846285),POINT (81.291939 8.484628)
634160532,1003,village,15000,Attanagalla,POINT (80.1367665 7.1138383),POINT (80.136766 7.113838)
634172978,1002,town,15000,Mulliyawalai,POINT (80.7783112 9.2255073),POINT (80.778311 9.225507)
634173386,1002,town,15000,Mankulam,POINT (80.4460374 9.1283525),POINT (80.446037 9.128352)
634174328,1002,town,15000,Kanakarayankulam,POINT (80.518048 9.0470052),POINT (80.518048 9.047005)
634174641,1002,town,5000,Nedunkerny,POINT (80.6608048 9.0621351),POINT (80.660805 9.062135)
634179060,1003,village,5000,Nainamadu,POINT (80.5990969 9.0283929),POINT (80.599097 9.028393)
634179061,1002,town,15000,Puliyankulam,POINT (80.5249678 8.965263),POINT (80.524968 8.965263)
634181330,1003,village,5000,Kokavil,POINT (80.4125439 9.2730832),POINT (80.412544 9.273083)
634181331,1003,village,5000,Iranamadu,POINT (80.4092187 9.3342699),POINT (80.409219 9.33427)
634182147,1001,city,99600,Vavuniya,POINT (80.5000778 8.7593517),POINT (80.500078 8.759352)
634187544,1003,village,5000,Inamaluwa,POINT (80.6877296 7.9296392),POINT (80.68773 7.929639)
634201943,1002,town,84260,Rambukkana,POINT (80.3957479 7.3239273),POINT (80.395748 7.323927)
634207826,1002,town,15000,Galagedara,POINT (80.5246925 7.3729671),POINT (80.524692 7.372967)
634222744,1002,town,5000,Puthukkudiyirippu,POINT (80.696277 9.3137049),POINT (80.696277 9.313705)
634224451,1004,hamlet,500,Ampalavanpokkanai,POINT (80.7378355 9.3481981),POINT (80.737836 9.348198)
634224455,1003,village,500,Chalai,POINT (80.6657994 9.4209203),POINT (80.665799 9.42092)
634225682,1003,village,500,Puthumattalan,POINT (80.728495 9.3582439),POINT (80.728495 9.358244)
634225685,1003,village,500,Palamattalan,POINT (80.7173633 9.3710324),POINT (80.717363 9.371032)
634253347,1001,city,100000,Kilinochchi,POINT (80.4087224 9.3840068),POINT (80.408722 9.384007)
634261389,1002,town,15000,Oddusudan,POINT (80.6513268 9.1554375),POINT (80.651327 9.155438)
634262363,1002,town,10000,Paranthan,POINT (80.4078621 9.4372313),POINT (80.407862 9.437231)
634470650,1003,village,5000,Galigamuwa,POINT (80.3102645 7.2357407),POINT (80.310264 7.235741)
634848847,1002,town,5000,Kirindiwela,POINT (80.1317271 7.0431455),POINT (80.131727 7.043146)
636834739,1003,village,5000,Karaitivu,POINT (79.8080276 8.2228084),POINT (79.808028 8.222808)
636859120,1003,village,5000,Moragaswewa,POINT (80.7727954 8.0322026),POINT (80.772795 8.032203)
636866396,1003,village,5000,Kibissa,POINT (80.7267997 7.9392594),POINT (80.7268 7.939259)
636866398,1003,village,5000,Tamaraivillu,POINT (81.1916684 8.4915048),POINT (81.191668 8.491505)
636867709,1002,town,5000,Kantale,POINT (81.0028383 8.3670029),POINT (81.002838 8.367003)
636867711,1003,village,5000,Agbopura,POINT (80.9818789 8.3417817),POINT (80.981879 8.341782)
636901988,1003,village,5000,Kirinde,POINT (81.3350166 6.2174118),POINT (81.335017 6.217412)
636920538,1003,village,5000,Paddippalai,POINT (81.7048515 7.5987902),POINT (81.704852 7.59879)
636923903,1003,village,5000,Urukamam,POINT (81.4950366 7.6505381),POINT (81.495037 7.650538)
636923904,1003,village,5000,Unnichchai,POINT (81.5470947 7.6148695),POINT (81.547095 7.61487)
636931698,1003,village,5000,Cheddipalaiyam,POINT (81.7848212 7.5719716),POINT (81.784821 7.571972)
637029092,1002,town,15000,Narammala,POINT (80.2143272 7.4306604),POINT (80.214327 7.43066)
637330801,1004,hamlet,500,Nawinna,POINT (79.9134314 6.8550625),POINT (79.913431 6.855062)
637652815,1002,town,15000,Ragama,POINT (79.9236484 7.0263493),POINT (79.923648 7.026349)
637706199,1002,town,5000,Ganemulla,POINT (79.9613944 7.0682842),POINT (79.961394 7.068284)
637895939,1002,town,15000,Pelmadulla,POINT (80.5431464 6.6234343),POINT (80.543146 6.623434)
637897018,1001,city,52100,Ratnapura,POINT (80.4022975 6.6803691),POINT (80.402298 6.680369)
638941854,1003,village,1000,Udugampola,POINT (79.9812272 7.126079),POINT (79.981227 7.126079)
638948677,1002,town,5000,Divulapitiya,POINT (80.0193654 7.2245446),POINT (80.019365 7.224545)
638948678,1002,town,15000,Mirigama,POINT (80.1299215 7.2475144),POINT (80.129922 7.247514)
638951280,1002,town,5000,Giriulla,POINT (80.1225131 7.3299461),POINT (80.122513 7.329946)
638957830,1002,town,15000,Veyangoda,POINT (80.0602466 7.1534492),POINT (80.060247 7.153449)
638957839,1003,village,5000,Nalapaya,POINT (80.0413713 7.1854322),POINT (80.041371 7.185432)
638957844,1003,village,5000,Dunagaha,POINT (79.9736318 7.2312809),POINT (79.973632 7.231281)
639153516,1002,town,76800,Katunayake,POINT (79.8716676 7.156773),POINT (79.871668 7.156773)
639175794,1002,town,15000,Katana,POINT (79.9051957 7.2505527),POINT (79.905196 7.250553)
639252024,1003,village,5000,Kimbulapitiya,POINT (79.8957069 7.2056808),POINT (79.895707 7.205681)
639252030,1003,village,5000,Andiambalama,POINT (79.9078158 7.1844926),POINT (79.907816 7.184493)
639263035,1002,town,15000,Pannala,POINT (80.0241058 7.328358),POINT (80.024106 7.328358)
639263038,1003,village,5000,Makandura,POINT (79.9774078 7.3220162),POINT (79.977408 7.322016)
639263039,1003,village,5000,Sandalankawa,POINT (79.9403539 7.3005219),POINT (79.940354 7.300522)
639267408,1003,village,5000,Bolawatta,POINT (79.8578383 7.2964862),POINT (79.857838 7.296486)
639267409,1003,village,5000,Nainamadama,POINT (79.8474814 7.3122968),POINT (79.847481 7.312297)
639283195,1004,hamlet,500,Kalahugahawila,POINT (80.0975638 7.1281146),POINT (80.097564 7.128115)
639303995,1003,village,5000,Radawana,POINT (80.092349 7.0338683),POINT (80.092349 7.033868)
639304543,1003,village,5000,Dompe,POINT (80.058322 6.9496578),POINT (80.058322 6.949658)
639306500,1003,village,5000,Godigomuwa,POINT (79.9625824 7.279985),POINT (79.962582 7.279985)
650331671,1003,village,5000,Ambalanwatta,POINT (80.2333371 6.0575573),POINT (80.233337 6.057557)
652394756,1010,suburb,10000,Soysapura,POINT (79.885037 6.8059708),POINT (79.885037 6.805971)
652646582,1003,village,5000,Thihariya,POINT (80.0724256 7.1252272),POINT (80.072426 7.125227)
665006571,1003,village,1000,Arewwala,POINT (79.9423268 6.8339578),POINT (79.942327 6.833958)
665686382,1002,town,5000,Kotikawatte,POINT (79.9159756 6.9361356),POINT (79.915976 6.936136)
665687033,1003,village,5000,Ambatale,POINT (79.9448314 6.9374104),POINT (79.944831 6.93741)
666021104,1002,town,15000,Angoda,POINT (79.9257199 6.9360192),POINT (79.92572 6.936019)
666021113,1002,town,15000,Mulleriyawa,POINT (79.9405074 6.9272771),POINT (79.940507 6.927277)
666072119,1003,village,5000,Malapalla,POINT (79.9713029 6.8446676),POINT (79.971303 6.844668)
667362617,1003,village,5000,Kahanthota,POINT (79.971732 6.8995902),POINT (79.971732 6.89959)
667505795,1003,village,1000,Wathurugama,POINT (80.1066802 7.0534629),POINT (80.10668 7.053463)
668030147,1010,suburb,10000,Mirihana,POINT (79.9010614 6.875335),POINT (79.901061 6.875335)
668032680,1010,suburb,10000,Madiwela,POINT (79.9218458 6.8790077),POINT (79.921846 6.879008)
668032681,1003,village,5000,Thalapathpitiya,POINT (79.9158906 6.8674092),POINT (79.915891 6.867409)
668032949,1010,suburb,10000,Ethul Kotte,POINT (79.906669 6.903882),POINT (79.906669 6.903882)
668962092,1010,suburb,31300,Peliyagoda,POINT (79.8818947 6.9633651),POINT (79.881895 6.963365)
670836047,1003,village,5000,Pamunuwa,POINT (79.9288897 6.8491934),POINT (79.92889 6.849193)
672187152,1003,village,5000,Thalangama,POINT (79.9263326 6.9060361),POINT (79.926333 6.906036)
696486183,1003,village,5000,Sedawatta,POINT (79.8788038 6.9531713),POINT (79.878804 6.953171)
696497075,1003,village,5000,Grandpass,POINT (79.8866482 6.9479501),POINT (79.886648 6.94795)
696519958,1002,town,10000,Wellampitiya,POINT (79.8962142 6.9372438),POINT (79.896214 6.937244)
803792646,1002,town,20000,Point Pedro,POINT (80.2361837 9.8241007),POINT (80.236184 9.824101)
904968167,1003,village,5000,Makumbura,POINT (79.9726949 6.8392272),POINT (79.972695 6.839227)
917948834,1002,town,20000,Kataragama,POINT (81.3324423 6.4135586),POINT (81.332442 6.413559)
969659938,1002,town,15000,Agalawatta,POINT (80.157362 6.5423445),POINT (80.157362 6.542344)
1093751366,1003,village,5000,Thalagaha,POINT (80.2484115 6.0780651),POINT (80.248412 6.078065)
1093774247,1003,village,10000,Yatalamatta,POINT (80.2798995 6.1631946),POINT (80.2799 6.163195)
1093799347,1002,town,5000,Pitabeddara,POINT (80.4740497 6.2011428),POINT (80.47405 6.201143)
1135422214,1002,town,10000,Siyambalanduwa,POINT (81.5592089 6.9064021),POINT (81.559209 6.906402)
1135433343,1001,city,110000,Moneragala,POINT (81.3507069 6.8725497),POINT (81.350707 6.87255)
1135479950,1003,village,5000,Dambagalla,POINT (81.3684596 6.9521479),POINT (81.36846 6.952148)
1150415971,1003,village,5000,Labugama,POINT (80.174194 6.8584184),POINT (80.174194 6.858418)
1150497671,1002,town,5000,Kithulgala,POINT (80.4084927 6.9978725),POINT (80.408493 6.997872)
1150550162,1003,village,5000,Kalpitiya,POINT (79.7661508 8.2368062),POINT (79.766151 8.236806)
1156534098,1002,town,15000,Wattegama,POINT (80.6825933 7.3513246),POINT (80.682593 7.351325)
1157624885,1003,village,1000,Elkaduwa,POINT (80.6831227 7.4168658),POINT (80.683123 7.416866)
1157658023,1003,village,5000,Kandenuwara,POINT (80.6823547 7.4539936),POINT (80.682355 7.453994)
1164665767,1004,hamlet,500,Hunasgiriya,POINT (80.692797 7.4002621),POINT (80.692797 7.400262)
1175899378,1002,town,5000,Ukuwela,POINT (80.6331832 7.4212501),POINT (80.633183 7.42125)
1175900715,1003,village,5000,Hindagala,POINT (80.6012335 7.2386673),POINT (80.601234 7.238667)
1181395633,1003,village,5000,Denipitiya,POINT (80.4523557 5.983201),POINT (80.452356 5.983201)
1183726317,1002,town,5000,Sooriyawewa,POINT (81.0021826 6.3081836),POINT (81.002183 6.308184)
