osm_id,code,fclass,population,name,geometry,geometry_wkt
4883891585,1004,hamlet,0,Bonavista Place,POINT (80.7752046 6.9554773),POINT (80.775205 6.955477)
4883891586,1050,locality,0,Kalapura,POINT (80.7522121 6.9558814),POINT (80.752212 6.955881)
4883891587,1050,locality,0,Kikiliyamana Mountain Range,POINT (80.728145 6.9884743),POINT (80.728145 6.988474)
4883891588,1004,hamlet,0,Saman Eliya,POINT (80.7222443 6.9954045),POINT (80.722244 6.995404)
4883891589,1002,town,0,Pundaluoya,POINT (80.6667904 7.0137826),POINT (80.66679 7.013783)
4884223376,1002,town,0,Makandura,POINT (80.5571194 6.1402341),POINT (80.557119 6.140234)
4884289148,1003,village,0,Andaluwa,POINT (80.6044728 6.2298946),POINT (80.604473 6.229895)
4885451924,1004,hamlet,2000,Erabadda,POINT (80.8769488 6.8854738),POINT (80.876949 6.885474)
4885452076,1002,town,2000,Bogahakumbura,POINT (80.8756681 6.8613782),POINT (80.875668 6.861378)
4885452564,1004,hamlet,0,Udubadana,POINT (80.850985 6.8694857),POINT (80.850985 6.869486)
4885452781,1003,village,0,Hewanakumbura,POINT (80.8459747 6.8761643),POINT (80.845975 6.876164)
4885453247,1004,hamlet,0,Thennakoonwela,POINT (80.8630764 6.8788272),POINT (80.863076 6.878827)
4885453248,1004,hamlet,0,Paalugama,POINT (80.8534419 6.8865922),POINT (80.853442 6.886592)
4885453252,1004,hamlet,0,Dimithugama,POINT (80.8728504 6.9003856),POINT (80.87285 6.900386)
4885453449,1004,hamlet,0,Mudunpitagama,POINT (80.8694172 6.905349),POINT (80.869417 6.905349)
4885453450,1004,hamlet,0,Radakanduruwela,POINT (80.8571005 6.9005241),POINT (80.8571 6.900524)
4885454554,1050,locality,0,Lower Albion,POINT (80.8524012 6.8975843),POINT (80.852401 6.897584)
4885454555,1050,locality,0,Abergelle,POINT (80.8488178 6.9018448),POINT (80.848818 6.901845)
4885454556,1050,locality,0,Chilhampton,POINT (80.8427346 6.8999755),POINT (80.842735 6.899976)
4885454557,1004,hamlet,0,Harakgama Kanda,POINT (80.8423644 6.9022655),POINT (80.842364 6.902266)
4885454558,1004,hamlet,0,Silmiyapura,POINT (80.83987 6.9153502),POINT (80.83987 6.91535)
4885454560,1050,locality,0,Hulankapolla,POINT (80.8281326 6.9202602),POINT (80.828133 6.92026)
4885454563,1004,hamlet,0,Sandatenna,POINT (80.7956994 6.9559599),POINT (80.795699 6.95596)
4885454564,1050,locality,0,Magasthota State,POINT (80.7883716 6.9417634),POINT (80.788372 6.941763)
4885454566,1050,locality,0,Baker's,POINT (80.7800192 6.9514549),POINT (80.780019 6.951455)
4885454567,1003,village,0,Magasthota,POINT (80.7872236 6.9522191),POINT (80.787224 6.952219)
4885968643,1004,hamlet,0,Lunuatugama,POINT (80.8795666 6.9426154),POINT (80.879567 6.942615)
4885968644,1004,hamlet,0,Idama,POINT (80.8867979 6.946769),POINT (80.886798 6.946769)
4885968645,1004,hamlet,0,Busdulla,POINT (80.895338 6.9479298),POINT (80.895338 6.94793)
4885968646,1004,hamlet,0,Kurundugolla,POINT (80.8951664 6.9388665),POINT (80.895166 6.938866)
4885968648,1004,hamlet,0,Daragala,POINT (80.9012711 6.9195679),POINT (80.901271 6.919568)
4885968649,1004,hamlet,0,Balagala,POINT (80.911721 6.9296327),POINT (80.911721 6.929633)
4885968651,1004,hamlet,0,Katugalla,POINT (80.9035134 6.9236364),POINT (80.903513 6.923636)
4885968652,1050,locality,0,Ambagaha Kumbura,POINT (80.8981275 6.9071277),POINT (80.898128 6.907128)
4885968705,1004,hamlet,0,Girambe,POINT (80.8841479 6.9077827),POINT (80.884148 6.907783)
4886158580,1004,hamlet,0,Malapolagama,POINT (80.8424771 6.9655979),POINT (80.842477 6.965598)
4886158581,1050,locality,0,Coneygar,POINT (80.8710909 6.9935843),POINT (80.871091 6.993584)
4886158582,1050,locality,0,Graeelyn,POINT (80.8620357 6.9837872),POINT (80.862036 6.983787)
4886158586,1004,hamlet,0,Korandekumbura,POINT (80.8619177 6.9591016),POINT (80.861918 6.959102)
4886159027,1003,village,0,Ranhawadigama,POINT (80.8805966 6.9506669),POINT (80.880597 6.950667)
4886159028,1004,hamlet,0,Sapugolla,POINT (80.9028643 6.9534864),POINT (80.902864 6.953486)
4886159029,1004,hamlet,0,Thawalampola,POINT (80.8726734 6.960321),POINT (80.872673 6.960321)
4886159107,1004,hamlet,0,Hangunnawa,POINT (80.8726573 6.9526691),POINT (80.872657 6.952669)
4887500216,1004,hamlet,0,Welamandagama,POINT (80.8545577 6.95547),POINT (80.854558 6.95547)
4887500219,1050,locality,0,Denmark Hill,POINT (80.8422732 6.983851),POINT (80.842273 6.983851)
4887500220,1050,locality,0,Hethersett,POINT (80.8322525 6.9918592),POINT (80.832252 6.991859)
4887500921,1050,locality,0,Goatfell,POINT (80.8334756 6.9979291),POINT (80.833476 6.997929)
4887500922,1004,hamlet,0,Ekanagapura,POINT (80.8424234 6.999569),POINT (80.842423 6.999569)
4887500923,1050,locality,0,Ragala Group,POINT (80.8498049 7.0023378),POINT (80.849805 7.002338)
4887501799,1050,locality,0,Delmar,POINT (80.8779144 6.9997181),POINT (80.877914 6.999718)
4887501800,1050,locality,0,Kadawaththa,POINT (80.8739662 6.9819342),POINT (80.873966 6.981934)
4887501801,1004,hamlet,0,Weldamar Group,POINT (80.899243 6.9724473),POINT (80.899243 6.972447)
4887501804,1004,hamlet,0,Moodanawa,POINT (80.8881819 6.9601985),POINT (80.888182 6.960198)
4887501806,1050,locality,0,Amherst,POINT (80.8837294 6.9801664),POINT (80.883729 6.980166)
4887501807,1004,hamlet,0,Sooriyagahapathana (Upper),POINT (80.8787942 6.9836807),POINT (80.878794 6.983681)
4887501808,1004,hamlet,0,Senarathgama,POINT (80.8917331 7.0016349),POINT (80.891733 7.001635)
4887501809,1050,locality,0,Dulton,POINT (80.8917331 6.987131),POINT (80.891733 6.987131)
4887696832,1050,locality,0,Red Hill,POINT (80.8982348 6.7883812),POINT (80.898235 6.788381)
4887696833,1004,hamlet,0,Maligatenna,POINT (80.8959181 6.7980777),POINT (80.895918 6.798078)
4887696834,1050,locality,0,Idulgashena,POINT (80.8877957 6.7909647),POINT (80.887796 6.790965)
4887696835,1004,hamlet,0,Nordwood Group,POINT (80.8903277 6.7751971),POINT (80.890328 6.775197)
4887696836,1004,hamlet,0,Hinnarangolla,POINT (80.891937 6.820048),POINT (80.891937 6.820048)
4887698349,1004,hamlet,0,Ellethota,POINT (80.8834183 6.807243),POINT (80.883418 6.807243)
4887698350,1050,locality,0,Pitapola,POINT (80.866971 6.8090861),POINT (80.866971 6.809086)
4887698351,1004,hamlet,0,Kirimetiya,POINT (80.8547616 6.7736736),POINT (80.854762 6.773674)
4887698352,1050,locality,0,Ohiya Group,POINT (80.8645892 6.7913802),POINT (80.864589 6.79138)
4887698353,1050,locality,0,Lower Ohiya,POINT (80.8577657 6.7885676),POINT (80.857766 6.788568)
4887698354,1050,locality,0,Upper Ohiya,POINT (80.8686447 6.7919129),POINT (80.868645 6.791913)
4887698355,1050,locality,0,Bray,POINT (80.859332 6.8010748),POINT (80.859332 6.801075)
4887698356,1003,village,0,West Haputale,POINT (80.8309365 6.7820669),POINT (80.830936 6.782067)
4887698411,1050,locality,0,Bambarangala,POINT (80.8331644 6.7762679),POINT (80.833164 6.776268)
4887699555,1050,locality,0,Lyburn,POINT (80.8404922 6.8026515),POINT (80.840492 6.802652)
4888267999,1004,hamlet,0,Yahalabedda,POINT (80.9464288 6.7801512),POINT (80.946429 6.780151)
4888268001,1003,village,0,Haputalegama,POINT (80.9318161 6.784711),POINT (80.931816 6.784711)
4888268002,1004,hamlet,0,Kadurugamuwa,POINT (80.9459782 6.7961103),POINT (80.945978 6.79611)
4888268003,1003,village,0,Horadorowwa,POINT (80.9193412 6.7951972),POINT (80.919341 6.795197)
4890099203,1004,hamlet,0,Glenanore State,POINT (80.9220961 6.7808506),POINT (80.922096 6.780851)
4892364712,1004,hamlet,0,Godagama,POINT (80.5205047 6.6418185),POINT (80.520505 6.641818)
4892364713,1004,hamlet,0,Ganegama,POINT (80.5302036 6.6345025),POINT (80.530204 6.634502)
4892365940,1004,hamlet,0,Udathula,POINT (80.5566931 6.6274582),POINT (80.556693 6.627458)
4892365941,1004,hamlet,0,Bodhimalgoda,POINT (80.552533 6.6302237),POINT (80.552533 6.630224)
4892365942,1004,hamlet,0,Galpoththawela,POINT (80.5380464 6.6303782),POINT (80.538046 6.630378)
4892365943,1004,hamlet,0,Palmadullagama,POINT (80.5541182 6.6228116),POINT (80.554118 6.622812)
4893731245,1004,hamlet,0,Borala,POINT (80.5680871 6.6069108),POINT (80.568087 6.606911)
4893731246,1003,village,0,Rilhena,POINT (80.5284118 6.6257318),POINT (80.528412 6.625732)
4893732569,1004,hamlet,0,Ihala Bopitiya,POINT (80.5371022 6.615586),POINT (80.537102 6.615586)
4893732570,1004,hamlet,0,Pahala Bopitiya,POINT (80.5372417 6.6214688),POINT (80.537242 6.621469)
4894241543,1003,village,0,Kuttapitiya,POINT (80.5697608 6.6470776),POINT (80.569761 6.647078)
4894242477,1003,village,0,Hettikanda,POINT (80.5392372 6.6753384),POINT (80.539237 6.675338)
4894242479,1004,hamlet,0,Koselpola,POINT (80.5327356 6.67033),POINT (80.532736 6.67033)
4894243605,1004,hamlet,0,Budulenagama,POINT (80.4996157 6.6649805),POINT (80.499616 6.66498)
4894243606,1003,village,0,Baranduwa,POINT (80.4990631 6.6687262),POINT (80.499063 6.668726)
4894390786,1004,hamlet,0,Maduwanwela Colony,POINT (80.7972979 6.3992793),POINT (80.797298 6.399279)
4894390787,1003,village,0,Timbolketiya,POINT (80.7960887 6.4117516),POINT (80.796089 6.411752)
4894390817,1003,village,0,Sankhapala,POINT (80.7570862 6.4406247),POINT (80.757086 6.440625)
4894391034,1004,hamlet,0,Ethabandiyaya,POINT (80.7589531 6.4278419),POINT (80.758953 6.427842)
4897028795,1004,hamlet,0,City Junction,POINT (80.7757705 6.9725214),POINT (80.77577 6.972521)
4897135401,1004,hamlet,0,Malpotha,POINT (80.9184694 6.8607511),POINT (80.918469 6.860751)
4897349781,1002,town,0,Ballaketuwa,POINT (81.0953236 6.860112),POINT (81.095324 6.860112)
4897351057,1050,locality,0,Walasgala,POINT (81.1785793 6.661091),POINT (81.178579 6.661091)
4897351182,1004,hamlet,0,Kukurampola,POINT (81.1775708 6.7033738),POINT (81.177571 6.703374)
4897351183,1050,locality,0,Komarikagala,POINT (81.1800384 6.6841722),POINT (81.180038 6.684172)
4897851583,1003,village,0,Aliyawatta,POINT (81.3655665 6.8563545),POINT (81.365566 6.856354)
4901574642,1004,hamlet,0,Ambathalawa,POINT (80.6757724 7.0541334),POINT (80.675772 7.054133)
4901574644,1004,hamlet,0,,POINT (80.663917 7.0179486),POINT (80.663917 7.017949)
4903042622,1003,village,1000,Bandarapola,POINT (80.6482985 7.4614574),POINT (80.648298 7.461457)
4903510840,1003,village,0,Ellepola,POINT (80.6859752 6.6317659),POINT (80.685975 6.631766)
4904905420,1004,hamlet,0,Mankadawala,POINT (80.6115603 8.0597608),POINT (80.61156 8.059761)
4904910621,1004,hamlet,0,Thibbatuwewa,POINT (80.5990505 8.0225153),POINT (80.59905 8.022515)
4904911267,1004,hamlet,0,Nelliyagama,POINT (80.6335437 8.0638293),POINT (80.633544 8.063829)
4904911377,1004,hamlet,0,Hiththaragama,POINT (80.6044418 8.0807404),POINT (80.604442 8.08074)
4904911378,1004,hamlet,0,Olukaranda,POINT (80.590961 8.0755673),POINT (80.590961 8.075567)
4904980441,1002,town,0,Galenbindunuwewa,POINT (80.7189721 8.2924454),POINT (80.718972 8.292445)
4905585406,1010,suburb,0,Koonwewa,POINT (80.749265 8.4100869),POINT (80.749265 8.410087)
4905585407,1003,village,0,Dutuwewa,POINT (80.7635879 8.3381316),POINT (80.763588 8.338132)
4905585408,1003,village,0,Getalewa,POINT (80.752666 8.302271),POINT (80.752666 8.302271)
4905585409,1004,hamlet,0,Ellewewa,POINT (80.7280165 8.3273461),POINT (80.728016 8.327346)
4905585410,1004,hamlet,0,Hinguruwewa,POINT (80.7144928 8.3255202),POINT (80.714493 8.32552)
4905585636,1004,hamlet,0,Galapitagala,POINT (80.7101583 8.2766634),POINT (80.710158 8.276663)
4905585637,1004,hamlet,0,Gomariyankella,POINT (80.7193208 8.2737119),POINT (80.719321 8.273712)
4905585841,1003,village,0,Kurunnankulama,POINT (80.7236123 8.311762),POINT (80.723612 8.311762)
4905585842,1004,hamlet,0,Indigollewa,POINT (80.7215524 8.3129085),POINT (80.721552 8.312908)
4905585843,1004,hamlet,0,21 Colony,POINT (80.7179797 8.3085559),POINT (80.71798 8.308556)
4906233169,1003,village,0,Nikawewa,POINT (80.7601546 8.2640714),POINT (80.760155 8.264071)
4908075109,1003,village,0,Avusadapitiya,POINT (80.4637384 8.6999053),POINT (80.463738 8.699905)
4908075112,1004,hamlet,0,Weragama,POINT (80.4851103 8.6957055),POINT (80.48511 8.695706)
4908075114,1003,village,0,Irataiperiyakulama,POINT (80.4828787 8.7084319),POINT (80.482879 8.708432)
4908075431,1004,hamlet,0,Kudagama,POINT (80.4849279 8.6150525),POINT (80.484928 8.615052)
4909150422,1003,village,0,Tholangamuwa,POINT (80.2243873 7.2364829),POINT (80.224387 7.236483)
4910608812,1004,hamlet,0,Unagaswewa,POINT (80.5858111 8.5543287),POINT (80.585811 8.554329)
4910608813,1004,hamlet,0,Mailagaswewa,POINT (80.5550516 8.5423292),POINT (80.555052 8.542329)
4910608814,1003,village,0,Kirigalwewa,POINT (80.564053 8.5353161),POINT (80.564053 8.535316)
4910609226,1003,village,0,Hirallugama,POINT (80.6007242 8.6085181),POINT (80.600724 8.608518)
4910609236,1003,village,0,Gallellagama,POINT (80.5784941 8.5672296),POINT (80.578494 8.56723)
4910609444,1003,village,0,Kidagalegama,POINT (80.5575513 8.5765656),POINT (80.557551 8.576566)
4910609455,1003,village,0,Etaweeragollewa,POINT (80.5318022 8.6074891),POINT (80.531802 8.607489)
4910609506,1004,hamlet,0,Kuratiyawa,POINT (80.5685806 8.6117853),POINT (80.568581 8.611785)
4910609583,1003,village,0,Ethakada,POINT (80.5672502 8.6163043),POINT (80.56725 8.616304)
4911273918,1003,village,0,Padeniya,POINT (80.654583 7.8545286),POINT (80.654583 7.854529)
4913676317,1003,village,2000,Avukana,POINT (80.5123293 8.008396),POINT (80.512329 8.008396)
4913676318,1002,town,0,Madagalla,POINT (80.3975469 7.842306),POINT (80.397547 7.842306)
4914139249,1003,village,1500,Oraliyadda,POINT (80.3077697 7.327661),POINT (80.30777 7.327661)
4914547218,1004,hamlet,0,Weheragama,POINT (80.5203008 7.9321602),POINT (80.520301 7.93216)
4914548525,1003,village,0,Thonigala,POINT (80.5746316 8.0949422),POINT (80.574632 8.094942)
4914548550,1003,village,0,Dhathusenapura,POINT (80.5429387 8.0331815),POINT (80.542939 8.033182)
4914548551,1003,village,0,Vijithapura,POINT (80.5355787 8.024672),POINT (80.535579 8.024672)
4914548552,1003,village,0,Kalawewa,POINT (80.5336261 7.9996522),POINT (80.533626 7.999652)
4914548553,1003,village,0,Balaluwewa,POINT (80.5311687 7.9798208),POINT (80.531169 7.979821)
4914871973,1003,village,1500,Talakiriyagama,POINT (80.6123113 7.8100008),POINT (80.612311 7.810001)
4914871974,1003,village,1500,Dewahuwa,POINT (80.5737567 7.8456614),POINT (80.573757 7.845661)
4914871975,1003,village,2000,Bulanawewa,POINT (80.5707933 7.8286227),POINT (80.570793 7.828623)
4914871977,1003,village,1500,Ranwediyawa,POINT (80.5579679 7.7474002),POINT (80.557968 7.7474)
4917728558,1003,village,0,Ethiliwewa,POINT (81.1135196 6.615181),POINT (81.11352 6.615181)
4920389453,1003,village,0,Pahalagama,POINT (81.3061023 6.7367457),POINT (81.306102 6.736746)
4922637645,1003,village,0,Medakanda,POINT (80.9603548 7.6283957),POINT (80.960355 7.628396)
4922637646,1003,village,0,Hebarawa,POINT (80.9828424 7.5218522),POINT (80.982842 7.521852)
4922637647,1003,village,0,Handungamuwa,POINT (80.9264839 7.629491),POINT (80.926484 7.629491)
4922637667,1004,hamlet,0,Bathgampola,POINT (80.9146714 7.526745),POINT (80.914671 7.526745)
4922637668,1003,village,0,Sonuththa,POINT (80.9451198 7.4976641),POINT (80.94512 7.497664)
4922637679,1003,village,0,Nugagolla,POINT (80.9276104 7.4980683),POINT (80.92761 7.498068)
4922637680,1003,village,800,Wilgamuwa,POINT (80.9204886 7.5158806),POINT (80.920489 7.515881)
4926780613,1004,hamlet,200,Tholambugolla,POINT (80.5854922 7.7770964),POINT (80.585492 7.777096)
4933880452,1003,village,2000,Polgahangoḍa,POINT (80.508568 7.7373959),POINT (80.508568 7.737396)
4933880453,1003,village,2500,Madahapola,POINT (80.4993832 7.7061709),POINT (80.499383 7.706171)
4934024341,1003,village,0,Kandalama (WP),POINT (80.1389122 7.2728871),POINT (80.138912 7.272887)
4936764751,1003,village,1000,Palliyadda,POINT (80.538715 7.6869117),POINT (80.538715 7.686912)
4939118117,1003,village,0,Sea Fourth,POINT (80.4293525 7.0677595),POINT (80.429352 7.06776)
4941021314,1003,village,0,Alupotha,POINT (81.2111789 6.8965831),POINT (81.211179 6.896583)
4945392986,1003,village,1500,Madawala ulpatha,POINT (80.6367484 7.6112413),POINT (80.636748 7.611241)
4946244225,1003,village,1000,Korathota,POINT (80.0010348 6.9145374),POINT (80.001035 6.914537)
4946778919,1003,village,0,Puwakpitiya,POINT (80.7432193 7.5768235),POINT (80.743219 7.576824)
4946778920,1004,hamlet,0,Kahagala,POINT (80.7679868 7.5589189),POINT (80.767987 7.558919)
4948397896,1003,village,1000,Nalanda,POINT (80.6365641 7.6663756),POINT (80.636564 7.666376)
4948397897,1003,village,1000,Arangala,POINT (80.6498276 7.6914206),POINT (80.649828 7.691421)
4949054921,1004,hamlet,0,Agelawatta,POINT (80.7008876 7.2205946),POINT (80.700888 7.220595)
4953843188,1004,hamlet,400,Henawatte,POINT (80.0457802 6.8605252),POINT (80.04578 6.860525)
4954462851,1003,village,0,Teldeniyaya,POINT (81.0117245 7.5411251),POINT (81.011724 7.541125)
4954462866,1003,village,0,Aluyatawela,POINT (80.9891188 7.5446137),POINT (80.989119 7.544614)
4954470257,1003,village,0,Pahala Rathkinda,POINT (81.0535025 7.4875481),POINT (81.053502 7.487548)
4954470269,1003,village,0,Belaganwewa,POINT (81.0198783 7.5087903),POINT (81.019878 7.50879)
4954470270,1003,village,0,Millaththawa,POINT (81.0035705 7.4670707),POINT (81.00357 7.467071)
4954470271,1003,village,0,Galporuyaya,POINT (81.0258436 7.4253896),POINT (81.025844 7.42539)
4958096747,1003,village,0,Wewmedagama,POINT (81.0459065 7.5348286),POINT (81.045906 7.534829)
4958492455,1004,hamlet,0,John Keels Housing Scheme,POINT (79.9474059 6.8962505),POINT (79.947406 6.89625)
4958533749,1004,hamlet,0,Henanigala South,POINT (81.064564 7.5778179),POINT (81.064564 7.577818)
4959610621,1003,village,0,Bakkiella,POINT (81.6379505 7.4937922),POINT (81.63795 7.493792)
4959610622,1003,village,0,Nugelanda,POINT (81.648159 7.4936645),POINT (81.648159 7.493664)
4959610623,1003,village,0,Galapitagala,POINT (81.6447687 7.4354964),POINT (81.644769 7.435496)
4959610624,1002,town,0,Gonagolla,POINT (81.629051 7.4356347),POINT (81.629051 7.435635)
4959610625,1003,village,0,Rajagalathenna,POINT (81.6308641 7.4709163),POINT (81.630864 7.470916)
4959610626,1003,village,0,Mangalagama,POINT (81.5392801 7.525099),POINT (81.53928 7.525099)
4959610627,1003,village,0,Nuwaragalathenna,POINT (81.493755 7.5224478),POINT (81.493755 7.522448)
4959610628,1003,village,0,Aranthalawa,POINT (81.465176 7.5314489),POINT (81.465176 7.531449)
4959610629,1003,village,0,Samagipura,POINT (81.3798952 7.5315951),POINT (81.379895 7.531595)
4959610634,1003,village,0,Borapola,POINT (81.3967609 7.5401679),POINT (81.396761 7.540168)
4959610709,1003,village,0,Poolawala,POINT (81.421861 7.5774563),POINT (81.421861 7.577456)
4959960617,1004,hamlet,0,Henanigala North,POINT (81.0732805 7.5977339),POINT (81.07328 7.597734)
4961511412,1003,village,500,Wattarama,POINT (80.3186772 7.3062999),POINT (80.318677 7.3063)
4961881686,1003,village,1000,Lenadora,POINT (80.6621477 7.7553433),POINT (80.662148 7.755343)
4965097196,1004,hamlet,0,Hekitta Watte,POINT (79.8819723 6.9829018),POINT (79.881972 6.982902)
4966800445,1004,hamlet,0,Nayabedde State,POINT (81.0014892 6.8058315),POINT (81.001489 6.805832)
4966800462,1003,village,0,Bandara Eliya,POINT (81.021265 6.7891003),POINT (81.021265 6.7891)
4966800463,1050,locality,0,Dambethenne State,POINT (81.0136986 6.7916145),POINT (81.013699 6.791614)
4966800464,1003,village,0,Dambetenne,POINT (81.0041177 6.7826974),POINT (81.004118 6.782697)
4966800465,1003,village,0,Nayabedde State,POINT (81.00209 6.8005634),POINT (81.00209 6.800563)
4966801150,1004,hamlet,0,St. Catharine's,POINT (81.0134947 6.7965684),POINT (81.013495 6.796568)
4966802821,1003,village,0,Kebillawela,POINT (80.9935391 6.8181838),POINT (80.993539 6.818184)
4966803745,1004,hamlet,0,Obada Ella,POINT (80.986501 6.8132621),POINT (80.986501 6.813262)
4968157982,1004,hamlet,0,Kebillawela North,POINT (80.9915704 6.8364639),POINT (80.99157 6.836464)
4968157983,1050,locality,0,Kebillawela South,POINT (80.9899235 6.8201013),POINT (80.989924 6.820101)
4968157984,1004,hamlet,0,Janaudanagama,POINT (80.9892583 6.8247353),POINT (80.989258 6.824735)
4968157985,1003,village,0,Mahaulpatha,POINT (80.993067 6.8255769),POINT (80.993067 6.825577)
4968353483,1004,hamlet,0,Roseland,POINT (81.0515606 6.8234143),POINT (81.051561 6.823414)
4968353484,1004,hamlet,0,Ambadandegama,POINT (81.0438037 6.816426),POINT (81.043804 6.816426)
4968353485,1004,hamlet,0,Bambaragama,POINT (81.0327369 6.8091819),POINT (81.032737 6.809182)
4968353486,1003,village,0,Liyangahawela,POINT (81.0283541 6.8136243),POINT (81.028354 6.813624)
4968353488,1003,village,0,Poonagala,POINT (81.0453755 6.7836643),POINT (81.045376 6.783664)
4970283196,1003,village,0,Makulella,POINT (81.0307359 6.8340138),POINT (81.030736 6.834014)
4970283197,1003,village,0,Kinigama,POINT (81.0122234 6.8276275),POINT (81.012223 6.827628)
4970283198,1004,hamlet,0,Sewanagama,POINT (81.0133109 6.8261618),POINT (81.013311 6.826162)
4971878753,1050,locality,0,Galheeriya,POINT (80.6991398 7.4306877),POINT (80.69914 7.430688)
4971878754,1004,hamlet,0,Wegalawaththa,POINT (80.6909322 7.4103035),POINT (80.690932 7.410304)
4971878755,1004,hamlet,0,Elkaduwa State,POINT (80.6984624 7.4323101),POINT (80.698462 7.43231)
4977367270,1003,village,0,Hewagama,POINT (79.9695887 6.9359025),POINT (79.969589 6.935902)
4978895843,1004,hamlet,0,Dowa,POINT (81.010437 6.8519951),POINT (81.010437 6.851995)
4978895844,1003,village,0,Kahagolla,POINT (80.9667679 6.8172649),POINT (80.966768 6.817265)
4978895845,1004,hamlet,0,Karagahawela,POINT (80.9774566 6.8141143),POINT (80.977457 6.814114)
4978895846,1004,hamlet,0,Hope,POINT (80.9820485 6.8185779),POINT (80.982048 6.818578)
4978895847,1004,hamlet,0,Inikambedda,POINT (80.9831214 6.8229137),POINT (80.983121 6.822914)
4978895848,1004,hamlet,0,Kahattewela,POINT (80.973916 6.8275796),POINT (80.973916 6.82758)
4978895849,1004,hamlet,0,Erenawela,POINT (80.9730148 6.8368474),POINT (80.973015 6.836847)
4978895850,1004,hamlet,0,Ambegoda,POINT (80.9666204 6.8447835),POINT (80.96662 6.844784)
4978895851,1003,village,0,Diganathenna,POINT (80.9679508 6.8565303),POINT (80.967951 6.85653)
4978895852,1003,village,0,Ettalapitiya,POINT (80.9940219 6.8556168),POINT (80.994022 6.855617)
4978895853,1003,village,0,Bindunuwewa,POINT (80.9965083 6.8458087),POINT (80.996508 6.845809)
4978895854,1004,hamlet,0,Wewathenna,POINT (80.9777999 6.8502588),POINT (80.9778 6.850259)
4981932628,1003,village,0,Kiththampahuva,POINT (79.8986307 6.9469474),POINT (79.898631 6.946947)
4986171020,1003,village,1000,Thambilideniya,POINT (80.6118629 7.5967266),POINT (80.611863 7.596727)
4986498803,1004,hamlet,0,Diwithotawela,POINT (80.9147894 6.9031229),POINT (80.914789 6.903123)
4986498804,1004,hamlet,0,Yalpathwela,POINT (80.9249926 6.8882751),POINT (80.924993 6.888275)
4986498805,1004,hamlet,0,Ketakella,POINT (80.9172785 6.8956405),POINT (80.917278 6.89564)
4986498806,1003,village,0,Dambawinna,POINT (80.9162593 6.892312),POINT (80.916259 6.892312)
4986498807,1004,hamlet,0,Nawela,POINT (80.9233779 6.8776129),POINT (80.923378 6.877613)
4986498808,1004,hamlet,0,Pahala Yalkumbura,POINT (80.9363007 6.8825233),POINT (80.936301 6.882523)
4986498809,1004,hamlet,0,Yalkumbura,POINT (80.9337902 6.875472),POINT (80.93379 6.875472)
4986498810,1050,locality,0,Dayaraba State,POINT (80.9433818 6.892067),POINT (80.943382 6.892067)
4986498811,1003,village,0,Dayaraba,POINT (80.9374273 6.8895),POINT (80.937427 6.8895)
4986498868,1004,hamlet,0,Idamegama,POINT (80.9317839 6.898266),POINT (80.931784 6.898266)
4986498869,1004,hamlet,0,Koskanuwela,POINT (80.9461659 6.8991181),POINT (80.946166 6.899118)
4986498870,1004,hamlet,0,Dikkapitiya,POINT (80.9386396 6.9028566),POINT (80.93864 6.902857)
4986498871,1004,hamlet,0,Puhulpola,POINT (80.9334201 6.9110739),POINT (80.93342 6.911074)
4986498920,1003,village,0,Downside State,POINT (80.9225196 6.9310811),POINT (80.92252 6.931081)
4986498921,1004,hamlet,0,Ihala Kotawara,POINT (80.92731 6.9213359),POINT (80.92731 6.921336)
4986498922,1004,hamlet,0,Moragolla,POINT (80.9199178 6.9206968),POINT (80.919918 6.920697)
4986498923,1004,hamlet,0,Pahala Kotawara,POINT (80.9242201 6.9123679),POINT (80.92422 6.912368)
4986498924,1004,hamlet,0,Kebilidowa,POINT (80.9520936 6.9212933),POINT (80.952094 6.921293)
4986498925,1004,hamlet,0,Hangiliella,POINT (80.9443259 6.9150307),POINT (80.944326 6.915031)
4986499020,1004,hamlet,0,Metiwalalanda,POINT (80.9416061 6.9444739),POINT (80.941606 6.944474)
4986499059,1003,village,0,Yahala Arawa,POINT (80.9484458 6.9393404),POINT (80.948446 6.93934)
4986499060,1004,hamlet,0,Kendagolla,POINT (80.9315264 6.9267783),POINT (80.931526 6.926778)
4986935687,1004,hamlet,0,Unapana,POINT (80.9171176 6.9407516),POINT (80.917118 6.940752)
4986935703,1004,hamlet,0,Pattiyakumbura,POINT (80.9301263 6.9568811),POINT (80.930126 6.956881)
4986935704,1004,hamlet,0,Pannalawela,POINT (80.9324974 6.9669291),POINT (80.932497 6.966929)
4986936949,1004,hamlet,0,Hela Alagolla,POINT (80.9230185 6.9689738),POINT (80.923018 6.968974)
4986937424,1004,hamlet,0,Kirawanagama,POINT (80.9124318 6.9675468),POINT (80.912432 6.967547)
4986937455,1003,village,0,Loonuwaththa,POINT (80.9259796 6.9553102),POINT (80.92598 6.95531)
4986937456,1004,hamlet,0,Beraliyapola,POINT (80.923394 6.9624775),POINT (80.923394 6.962478)
4986937881,1004,hamlet,0,Pallewela,POINT (80.9111094 6.9431053),POINT (80.911109 6.943105)
4986938028,1004,hamlet,0,Kumarapattiya,POINT (80.9057879 6.9341165),POINT (80.905788 6.934116)
