osm_id,code,fclass,name,layer,bridge,tunnel,geometry,geometry_wkt
6504048,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.2175191 6.0419411, 80.2174403 6.0418898, 80.2170448 6.0417149, 80.2160728 6.0411408, 80.2154349 6.0407481, 80.2151873 6.040591, 80.2150861 6.0404898, 80.2149622 6.0403693, 80.2148215 6.0402002, 80.2146405 6.0399307, 80.214529 6.0397278, 80.214433 6.039473)","LINESTRING (80.217519 6.041941, 80.21744 6.04189, 80.217045 6.041715, 80.216073 6.041141, 80.215435 6.040748, 80.215187 6.040591, 80.215086 6.04049, 80.214962 6.040369, 80.214822 6.0402, 80.21464 6.039931, 80.214529 6.039728, 80.214433 6.039473)"
6504056,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.2143332 6.0334776, 80.214293 6.0337403, 80.2142474 6.0340457, 80.2141964 6.0344072, 80.2141428 6.0348726, 80.2141216 6.0352624, 80.2141106 6.0354661, 80.2141074 6.0356529, 80.2141052 6.0357835, 80.2141334 6.0360569, 80.2142104 6.0364009, 80.2142581 6.0365717, 80.2143349 6.0369127, 80.2144231 6.0372699, 80.214462 6.0374904, 80.2144553 6.0376993, 80.2144258 6.0378718, 80.2143654 6.0381034, 80.2142633 6.0384309, 80.2141005 6.0389376, 80.2139758 6.0393377)","LINESTRING (80.214333 6.033478, 80.214293 6.03374, 80.214247 6.034046, 80.214196 6.034407, 80.214143 6.034873, 80.214122 6.035262, 80.214111 6.035466, 80.214107 6.035653, 80.214105 6.035784, 80.214133 6.036057, 80.21421 6.036401, 80.214258 6.036572, 80.214335 6.036913, 80.214423 6.03727, 80.214462 6.03749, 80.214455 6.037699, 80.214426 6.037872, 80.214365 6.038103, 80.214263 6.038431, 80.2141 6.038938, 80.213976 6.039338)"
8072149,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.2390141 6.0342178, 80.2387993 6.0344869, 80.2383979 6.0349837, 80.2380522 6.0353937, 80.237722 6.035808, 80.2374675 6.0361018, 80.237204 6.0364558, 80.2369878 6.0367303, 80.2367708 6.0370127, 80.2364495 6.0373902, 80.2363389 6.0375386, 80.2362248 6.0376723, 80.2360317 6.0378846, 80.2357827 6.0381, 80.2356511 6.0382104, 80.2354169 6.0383591, 80.234939 6.0385741, 80.2348499 6.0386037, 80.2346203 6.0386816, 80.234393 6.0387384, 80.2338937 6.0388642, 80.2331374 6.0390307, 80.232346 6.039208, 80.2321451 6.0392527, 80.2318983 6.0392952)","LINESTRING (80.239014 6.034218, 80.238799 6.034487, 80.238398 6.034984, 80.238052 6.035394, 80.237722 6.035808, 80.237468 6.036102, 80.237204 6.036456, 80.236988 6.03673, 80.236771 6.037013, 80.23645 6.03739, 80.236339 6.037539, 80.236225 6.037672, 80.236032 6.037885, 80.235783 6.0381, 80.235651 6.03821, 80.235417 6.038359, 80.234939 6.038574, 80.23485 6.038604, 80.23462 6.038682, 80.234393 6.038738, 80.233894 6.038864, 80.233137 6.039031, 80.232346 6.039208, 80.232145 6.039253, 80.231898 6.039295)"
8072150,6101,rail,Coastal Line,-1,F,T,"LINESTRING (80.2184464 6.0421605, 80.2182523 6.0421481, 80.2180642 6.0421117, 80.2175191 6.0419411)","LINESTRING (80.218446 6.04216, 80.218252 6.042148, 80.218064 6.042112, 80.217519 6.041941)"
8873168,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.1950688 6.0538425, 80.1946243 6.0536804, 80.1943165 6.0535906, 80.1940342 6.0535351, 80.193714 6.0534911, 80.1933315 6.0534937, 80.1929408 6.0535174, 80.1928146 6.0535269, 80.1924462 6.0535596, 80.1923642 6.0535677, 80.190995 6.0536844, 80.1894902 6.0538127, 80.1889568 6.0538565, 80.1884957 6.0539061, 80.1881613 6.053968, 80.1878624 6.0540512, 80.1876151 6.0541475, 80.187343 6.0542748, 80.18708 6.0544175, 80.186866 6.0545633, 80.1866321 6.0547604, 80.1863831 6.0549947, 80.1856061 6.0559388, 80.185009 6.0567071, 80.1848637 6.0568491, 80.1846706 6.0570025, 80.1838834 6.0575986, 80.1836312 6.0577953, 80.1833931 6.0579605, 80.1831243 6.0581127, 80.1829055 6.058216, 80.1827314 6.0582774, 80.1824831 6.0583473, 80.1824377 6.0583588, 80.1821761 6.0584341, 80.1818341 6.0585618, 80.1814922 6.0587168, 80.181138 6.0589332, 80.180835 6.0591636, 80.1804847 6.0595046, 80.179911 6.0601831, 80.1794464 6.0607181, 80.1790058 6.0612254, 80.1788051 6.0614163, 80.1783416 6.0618145)","LINESTRING (80.195069 6.053842, 80.194624 6.05368, 80.194316 6.053591, 80.194034 6.053535, 80.193714 6.053491, 80.193332 6.053494, 80.192941 6.053517, 80.192815 6.053527, 80.192446 6.05356, 80.192364 6.053568, 80.190995 6.053684, 80.18949 6.053813, 80.188957 6.053856, 80.188496 6.053906, 80.188161 6.053968, 80.187862 6.054051, 80.187615 6.054148, 80.187343 6.054275, 80.18708 6.054418, 80.186866 6.054563, 80.186632 6.05476, 80.186383 6.054995, 80.185606 6.055939, 80.185009 6.056707, 80.184864 6.056849, 80.184671 6.057002, 80.183883 6.057599, 80.183631 6.057795, 80.183393 6.05796, 80.183124 6.058113, 80.182906 6.058216, 80.182731 6.058277, 80.182483 6.058347, 80.182438 6.058359, 80.182176 6.058434, 80.181834 6.058562, 80.181492 6.058717, 80.181138 6.058933, 80.180835 6.059164, 80.180485 6.059505, 80.179911 6.060183, 80.179446 6.060718, 80.179006 6.061225, 80.178805 6.061416, 80.178342 6.061814)"
8873169,6101,rail,Coastal Line,1,T,F,"LINESTRING (80.1953004 6.0539289, 80.1952037 6.0538948, 80.1950688 6.0538425)","LINESTRING (80.1953 6.053929, 80.195204 6.053895, 80.195069 6.053842)"
10548401,6101,rail,,0,F,F,"LINESTRING (79.8539164 6.932833, 79.8537478 6.9328874, 79.8536102 6.9329321, 79.8531357 6.9330806, 79.852597 6.933181, 79.8523196 6.9332293, 79.8522932 6.9332339)","LINESTRING (79.853916 6.932833, 79.853748 6.932887, 79.85361 6.932932, 79.853136 6.933081, 79.852597 6.933181, 79.85232 6.933229, 79.852293 6.933234)"
19314656,6101,rail,Coastal Line,1,T,F,"LINESTRING (80.2140008 6.0393446, 80.2139632 6.0394578)","LINESTRING (80.214001 6.039345, 80.213963 6.039458)"
19314659,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.2143995 6.0381458, 80.2144633 6.03787, 80.2144874 6.0377007, 80.2144928 6.0374873, 80.2144553 6.0372619, 80.2143686 6.0369067, 80.2143369 6.0367719, 80.2142755 6.0365117, 80.2142085 6.0362743, 80.214159 6.0360492, 80.2141361 6.0357862, 80.2141414 6.0354728, 80.2141843 6.0347699, 80.2142286 6.0344165, 80.2142849 6.0340564, 80.2143307 6.0337519, 80.2143753 6.0334858)","LINESTRING (80.2144 6.038146, 80.214463 6.03787, 80.214487 6.037701, 80.214493 6.037487, 80.214455 6.037262, 80.214369 6.036907, 80.214337 6.036772, 80.214276 6.036512, 80.214208 6.036274, 80.214159 6.036049, 80.214136 6.035786, 80.214141 6.035473, 80.214184 6.03477, 80.214229 6.034416, 80.214285 6.034056, 80.214331 6.033752, 80.214375 6.033486)"
19314680,6101,rail,Coastal Line,1,T,F,"LINESTRING (80.214433 6.039473, 80.2143863 6.0393341)","LINESTRING (80.214433 6.039473, 80.214386 6.039334)"
19314715,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.2139632 6.0394578, 80.2138337 6.0398419, 80.2137297 6.0401059, 80.2137101 6.0401585, 80.2132697 6.0410515, 80.2129249 6.041804, 80.212763 6.0421441, 80.2120817 6.0435323, 80.2116382 6.0444633, 80.2113787 6.0450651, 80.2112204 6.0453652, 80.211093 6.0455853, 80.2109241 6.0458453, 80.2106525 6.046301, 80.2101236 6.0471789, 80.2098941 6.0475764, 80.2097157 6.0479311, 80.209471 6.0484691, 80.2092584 6.0489407, 80.2089768 6.0495222, 80.2087702 6.0499823, 80.2086066 6.0502717, 80.2084198 6.0505727, 80.2081735 6.0509158, 80.2078784 6.0512772, 80.2075696 6.0516186, 80.2067729 6.0525115, 80.2061747 6.0531378, 80.2058292 6.0533977, 80.2055197 6.0536153, 80.2052431 6.0537218, 80.2050195 6.0538018, 80.2047899 6.0538708, 80.2045082 6.0539391, 80.2042223 6.0539892, 80.203835 6.0540378, 80.2034422 6.0540511, 80.2026494 6.0540378, 80.2022485 6.0540338, 80.2019565 6.0540463, 80.2014921 6.0541032, 80.200902 6.0541912, 80.1999718 6.0543583, 80.1994446 6.0544444, 80.1989597 6.0545217, 80.198146 6.0546181, 80.197804 6.0546166, 80.1974606 6.0545988, 80.1971536 6.0545446, 80.1968387 6.0544634, 80.1964307 6.0543179, 80.1959636 6.0541559, 80.1953004 6.0539289)","LINESTRING (80.213963 6.039458, 80.213834 6.039842, 80.21373 6.040106, 80.21371 6.040158, 80.21327 6.041052, 80.212925 6.041804, 80.212763 6.042144, 80.212082 6.043532, 80.211638 6.044463, 80.211379 6.045065, 80.21122 6.045365, 80.211093 6.045585, 80.210924 6.045845, 80.210652 6.046301, 80.210124 6.047179, 80.209894 6.047576, 80.209716 6.047931, 80.209471 6.048469, 80.209258 6.048941, 80.208977 6.049522, 80.20877 6.049982, 80.208607 6.050272, 80.20842 6.050573, 80.208174 6.050916, 80.207878 6.051277, 80.20757 6.051619, 80.206773 6.052512, 80.206175 6.053138, 80.205829 6.053398, 80.20552 6.053615, 80.205243 6.053722, 80.20502 6.053802, 80.20479 6.053871, 80.204508 6.053939, 80.204222 6.053989, 80.203835 6.054038, 80.203442 6.054051, 80.202649 6.054038, 80.202248 6.054034, 80.201956 6.054046, 80.201492 6.054103, 80.200902 6.054191, 80.199972 6.054358, 80.199445 6.054444, 80.19896 6.054522, 80.198146 6.054618, 80.197804 6.054617, 80.197461 6.054599, 80.197154 6.054545, 80.196839 6.054463, 80.196431 6.054318, 80.195964 6.054156, 80.1953 6.053929)"
19315509,6101,rail,Coastal Line,1,T,F,"LINESTRING (79.9592901 6.587396, 79.9591379 6.5891367)","LINESTRING (79.95929 6.587396, 79.959138 6.589137)"
19325164,6101,rail,Coastal Line,1,T,F,"LINESTRING (79.9034096 6.7155201, 79.9024146 6.7170158)","LINESTRING (79.90341 6.71552, 79.902415 6.717016)"
19325167,6101,rail,Coastal Line,0,F,F,"LINESTRING (79.9024146 6.7170158, 79.9019572 6.7177137, 79.9015944 6.7183291, 79.9008508 6.7196117, 79.9001234 6.7208632, 79.8996988 6.7216321, 79.8994341 6.7221551, 79.8992182 6.7226866, 79.8982472 6.7252331, 79.8976243 6.7268946, 79.8970166 6.7285326, 79.896306 6.7303894, 79.8956245 6.7322152, 79.8939912 6.7365306, 79.8923286 6.74093, 79.8920389 6.7417051, 79.8915809 6.7429002)","LINESTRING (79.902415 6.717016, 79.901957 6.717714, 79.901594 6.718329, 79.900851 6.719612, 79.900123 6.720863, 79.899699 6.721632, 79.899434 6.722155, 79.899218 6.722687, 79.898247 6.725233, 79.897624 6.726895, 79.897017 6.728533, 79.896306 6.730389, 79.895624 6.732215, 79.893991 6.736531, 79.892329 6.74093, 79.892039 6.741705, 79.891581 6.7429)"
23553596,6101,rail,Main Line,0,F,F,"LINESTRING (79.8539273 6.9328676, 79.8536226 6.932963, 79.8534031 6.933036, 79.8531323 6.9331179, 79.852615 6.9332798, 79.8523283 6.9333439, 79.8523031 6.9333495, 79.8501412 6.9335444, 79.8494563 6.9336029, 79.849334 6.9336121, 79.8488385 6.9336493, 79.8486122 6.9336731, 79.8481495 6.9336645)","LINESTRING (79.853927 6.932868, 79.853623 6.932963, 79.853403 6.933036, 79.853132 6.933118, 79.852615 6.93328, 79.852328 6.933344, 79.852303 6.93335, 79.850141 6.933544, 79.849456 6.933603, 79.849334 6.933612, 79.848838 6.933649, 79.848612 6.933673, 79.84815 6.933664)"
23570034,6101,rail,Coastal Line,0,F,F,"LINESTRING (79.8476858 6.933601, 79.8474465 6.9335506, 79.8472602 6.9334946, 79.8471279 6.9334449, 79.8470075 6.9333856, 79.8469014 6.9333275, 79.8466825 6.9331683, 79.8465695 6.9330614, 79.8464254 6.9328981, 79.8462399 6.9325907, 79.8460932 6.9321856, 79.8460181 6.9317702, 79.8459992 6.9314515, 79.8460373 6.9311206, 79.8461131 6.9308133)","LINESTRING (79.847686 6.933601, 79.847446 6.933551, 79.84726 6.933495, 79.847128 6.933445, 79.847008 6.933386, 79.846901 6.933328, 79.846682 6.933168, 79.84657 6.933061, 79.846425 6.932898, 79.84624 6.932591, 79.846093 6.932186, 79.846018 6.93177, 79.845999 6.931452, 79.846037 6.931121, 79.846113 6.930813)"
24254017,6101,rail,,0,F,F,"LINESTRING (79.8555154 6.932455, 79.8557514 6.9323698, 79.8561148 6.9322114, 79.8562838 6.9321155, 79.8565131 6.9319504, 79.8572899 6.9312827, 79.8575067 6.931006, 79.8577359 6.9305276, 79.8581023 6.9299793, 79.8585876 6.929486, 79.8590504 6.9291296)","LINESTRING (79.855515 6.932455, 79.855751 6.93237, 79.856115 6.932211, 79.856284 6.932116, 79.856513 6.93195, 79.85729 6.931283, 79.857507 6.931006, 79.857736 6.930528, 79.858102 6.929979, 79.858588 6.929486, 79.85905 6.92913)"
27713217,6101,rail,Puttalam Line,0,F,F,"LINESTRING (79.8844907 7.1233104, 79.8845431 7.1231644, 79.8854526 7.1206303, 79.8859149 7.1193687, 79.8869414 7.1163435, 79.8870741 7.1159617, 79.8874515 7.1148756, 79.8875979 7.1143217, 79.8876822 7.1137817, 79.8877537 7.1130692, 79.8878789 7.1117989, 79.8880451 7.110618, 79.888319 7.1094449, 79.8886108 7.1081946, 79.8887847 7.1074667, 79.8890354 7.1064176, 79.8893569 7.1052146, 79.8895557 7.1043309, 79.8897193 7.1038647, 79.8898818 7.1034016, 79.890465 7.1017393, 79.8905707 7.101276, 79.8906172 7.100811, 79.8906291 7.099657, 79.8906579 7.0978391, 79.890695 7.0954946, 79.8907204 7.0947458, 79.8908509 7.0938593)","LINESTRING (79.884491 7.12331, 79.884543 7.123164, 79.885453 7.12063, 79.885915 7.119369, 79.886941 7.116344, 79.887074 7.115962, 79.887452 7.114876, 79.887598 7.114322, 79.887682 7.113782, 79.887754 7.113069, 79.887879 7.111799, 79.888045 7.110618, 79.888319 7.109445, 79.888611 7.108195, 79.888785 7.107467, 79.889035 7.106418, 79.889357 7.105215, 79.889556 7.104331, 79.889719 7.103865, 79.889882 7.103402, 79.890465 7.101739, 79.890571 7.101276, 79.890617 7.100811, 79.890629 7.099657, 79.890658 7.097839, 79.890695 7.095495, 79.89072 7.094746, 79.890851 7.093859)"
28307403,6101,rail,Coastal Line,0,F,F,"LINESTRING (80.2390141 6.0342178, 80.239654 6.0334363, 80.2402088 6.0327569, 80.2404665 6.0324305, 80.2405761 6.0322933, 80.2407526 6.0320655, 80.2413838 6.031278, 80.2415161 6.031113, 80.2423532 6.0301086, 80.2424106 6.0300293, 80.2428377 6.0294876, 80.2431992 6.0290514)","LINESTRING (80.239014 6.034218, 80.239654 6.033436, 80.240209 6.032757, 80.240466 6.03243, 80.240576 6.032293, 80.240753 6.032066, 80.241384 6.031278, 80.241516 6.031113, 80.242353 6.030109, 80.242411 6.030029, 80.242838 6.029488, 80.243199 6.029051)"
28530378,6101,rail,Airport Branch,0,F,F,"LINESTRING (79.8831128 7.1691603, 79.8825142 7.1681887, 79.8820209 7.1675253, 79.8809466 7.16611, 79.8804484 7.1655402, 79.8797188 7.1646765, 79.8785595 7.1633544, 79.8763191 7.1607993, 79.87568 7.1599877, 79.875611 7.1598472, 79.8755303 7.1597034, 79.875469 7.1595427, 79.8753377 7.1590039, 79.8752989 7.1585579, 79.8753003 7.1582405, 79.8753909 7.1577432)","LINESTRING (79.883113 7.16916, 79.882514 7.168189, 79.882021 7.167525, 79.880947 7.16611, 79.880448 7.16554, 79.879719 7.164676, 79.87856 7.163354, 79.876319 7.160799, 79.87568 7.159988, 79.875611 7.159847, 79.87553 7.159703, 79.875469 7.159543, 79.875338 7.159004, 79.875299 7.158558, 79.8753 7.15824, 79.875391 7.157743)"
29476220,6101,rail,Coastal Line,0,F,F,"LINESTRING (79.9589716 6.5919702, 79.9589267 6.5923751, 79.958861 6.5927602, 79.9587488 6.5931348, 79.9586798 6.5933009, 79.958472 6.5937072, 79.9580003 6.594563, 79.9571612 6.5962365, 79.9568744 6.5968182, 79.9564298 6.5976467, 79.9553607 6.59938, 79.954835 6.6002713, 79.9542714 6.6011889, 79.9538646 6.6019243, 79.953415 6.6026911, 79.9532102 6.603028, 79.9530898 6.6032272, 79.9529814 6.6034164, 79.9521546 6.6047604, 79.9512651 6.6063683, 79.9505132 6.6077514, 79.9502437 6.6082451, 79.9494846 6.6095718, 79.9492607 6.6100196, 79.9490796 6.6104473, 79.9488775 6.6109544, 79.9486961 6.6114315, 79.9481703 6.6129331, 79.9478129 6.6139723, 79.9476417 6.6144621, 79.9474593 6.6149616, 79.9473067 6.6153457, 79.9471789 6.6156133, 79.9463652 6.6170735, 79.9454912 6.6186674, 79.9447975 6.6198972, 79.9440149 6.6213659, 79.9438933 6.6216513, 79.9437945 6.6218997, 79.9437059 6.6221689, 79.9435873 6.6225206, 79.9433648 6.623201, 79.9427551 6.6250846, 79.9423593 6.6262044, 79.9419106 6.6275962, 79.9413093 6.6294732, 79.940915 6.6306331, 79.9406468 6.6314741, 79.9402918 6.6325318, 79.9401613 6.6329208, 79.939927 6.6336658, 79.939513 6.6348477, 79.9393231 6.6354414, 79.9393135 6.6354696, 79.9388979 6.6366727, 79.9385737 6.6377293, 79.938129 6.6390416, 79.9374183 6.6408536, 79.9369912 6.6419431, 79.9367295 6.6426277, 79.9364988 6.643234, 79.9362023 6.6440652, 79.93585 6.6451651, 79.9355679 6.6461474, 79.9352379 6.6473049, 79.9347692 6.6489063, 79.9345819 6.6495654, 79.93435 6.6502276, 79.934108 6.650777, 79.93389 6.6512363, 79.9336358 6.6517718, 79.9329409 6.6532045, 79.9324382 6.6542246, 79.9323022 6.6545124, 79.9318903 6.6553819, 79.9314731 6.656267, 79.931233 6.6568757, 79.9309884 6.657504, 79.9308227 6.6579348, 79.9306144 6.6584819, 79.9303641 6.6590622, 79.9300648 6.6597355, 79.9298331 6.6602989, 79.9295223 6.660952, 79.9293126 6.6614413, 79.9292528 6.6615994, 79.9281166 6.6641891, 79.9279597 6.6645797, 79.9276917 6.6652709, 79.9274617 6.6658659, 79.9267398 6.6672743, 79.9259728 6.6690818, 79.9248933 6.671551, 79.9246938 6.6719586, 79.924133 6.6731441, 79.923569 6.6743688, 79.9222507 6.6768915, 79.9219283 6.6774753, 79.9215091 6.6780576, 79.9213164 6.6783177, 79.9210542 6.6786196, 79.9206459 6.6790226, 79.9198032 6.6797772, 79.9189988 6.6805701, 79.918662 6.6808668, 79.9183848 6.681181, 79.9181397 6.6815684, 79.9180039 6.6818537, 79.9179343 6.6819974, 79.9179062 6.6821381, 79.9178351 6.6823475)","LINESTRING (79.958972 6.59197, 79.958927 6.592375, 79.958861 6.59276, 79.958749 6.593135, 79.95868 6.593301, 79.958472 6.593707, 79.958 6.594563, 79.957161 6.596236, 79.956874 6.596818, 79.95643 6.597647, 79.955361 6.59938, 79.954835 6.600271, 79.954271 6.601189, 79.953865 6.601924, 79.953415 6.602691, 79.95321 6.603028, 79.95309 6.603227, 79.952981 6.603416, 79.952155 6.60476, 79.951265 6.606368, 79.950513 6.607751, 79.950244 6.608245, 79.949485 6.609572, 79.949261 6.61002, 79.94908 6.610447, 79.948878 6.610954, 79.948696 6.611432, 79.94817 6.612933, 79.947813 6.613972, 79.947642 6.614462, 79.947459 6.614962, 79.947307 6.615346, 79.947179 6.615613, 79.946365 6.617074, 79.945491 6.618667, 79.944798 6.619897, 79.944015 6.621366, 79.943893 6.621651, 79.943794 6.6219, 79.943706 6.622169, 79.943587 6.622521, 79.943365 6.623201, 79.942755 6.625085, 79.942359 6.626204, 79.941911 6.627596, 79.941309 6.629473, 79.940915 6.630633, 79.940647 6.631474, 79.940292 6.632532, 79.940161 6.632921, 79.939927 6.633666, 79.939513 6.634848, 79.939323 6.635441, 79.939314 6.63547, 79.938898 6.636673, 79.938574 6.637729, 79.938129 6.639042, 79.937418 6.640854, 79.936991 6.641943, 79.93673 6.642628, 79.936499 6.643234, 79.936202 6.644065, 79.93585 6.645165, 79.935568 6.646147, 79.935238 6.647305, 79.934769 6.648906, 79.934582 6.649565, 79.93435 6.650228, 79.934108 6.650777, 79.93389 6.651236, 79.933636 6.651772, 79.932941 6.653204, 79.932438 6.654225, 79.932302 6.654512, 79.93189 6.655382, 79.931473 6.656267, 79.931233 6.656876, 79.930988 6.657504, 79.930823 6.657935, 79.930614 6.658482, 79.930364 6.659062, 79.930065 6.659736, 79.929833 6.660299, 79.929522 6.660952, 79.929313 6.661441, 79.929253 6.661599, 79.928117 6.664189, 79.92796 6.66458, 79.927692 6.665271, 79.927462 6.665866, 79.92674 6.667274, 79.925973 6.669082, 79.924893 6.671551, 79.924694 6.671959, 79.924133 6.673144, 79.923569 6.674369, 79.922251 6.676892, 79.921928 6.677475, 79.921509 6.678058, 79.921316 6.678318, 79.921054 6.67862, 79.920646 6.679023, 79.919803 6.679777, 79.918999 6.68057, 79.918662 6.680867, 79.918385 6.681181, 79.91814 6.681568, 79.918004 6.681854, 79.917934 6.681997, 79.917906 6.682138, 79.917835 6.682348)"
29481994,6101,rail,Main Line,0,F,F,"LINESTRING (79.8897901 6.9534357, 79.8898316 6.9531712, 79.8898522 6.9528169, 79.889814 6.9525104, 79.8896982 6.9520929, 79.8894313 6.9514986, 79.885412 6.9449702, 79.884816 6.9439408)","LINESTRING (79.88979 6.953436, 79.889832 6.953171, 79.889852 6.952817, 79.889814 6.95251, 79.889698 6.952093, 79.889431 6.951499, 79.885412 6.94497, 79.884816 6.943941)"
29481996,6101,rail,Kelani Railway Bridge,1,T,F,"LINESTRING (79.8895496 6.9558735, 79.8895559 6.9555813, 79.88957 6.9553624, 79.8897901 6.9534357)","LINESTRING (79.88955 6.955874, 79.889556 6.955581, 79.88957 6.955362, 79.88979 6.953436)"
