osm_id,code,fclass,name,layer,bridge,tunnel,geometry,geometry_wkt
258337420,6101,rail,,0,F,F,"LINESTRING (80.7433504 6.9413145, 80.7434145 6.9417146, 80.7436197 6.942919)","LINESTRING (80.74335 6.941314, 80.743414 6.941715, 80.74362 6.942919)"
258337421,6101,rail,,0,F,F,"LINESTRING (80.7433468 6.9415182, 80.7433785 6.9417218, 80.7435837 6.9429262)","LINESTRING (80.743347 6.941518, 80.743378 6.941722, 80.743584 6.942926)"
258337422,6101,rail,,0,F,F,"LINESTRING (80.743352 6.9408648, 80.7434263 6.9413025, 80.7434904 6.9417023, 80.7436369 6.9425588, 80.7436584 6.9426808)","LINESTRING (80.743352 6.940865, 80.743426 6.941302, 80.74349 6.941702, 80.743637 6.942559, 80.743658 6.942681)"
258337423,6101,rail,Main Line,0,F,F,"LINESTRING (80.7437125 6.9439095, 80.7437475 6.9438524, 80.7437811 6.943768, 80.7438115 6.9436482, 80.7438458 6.9434912, 80.7438681 6.9432723, 80.7438754 6.9431862, 80.7438723 6.9430871, 80.7436944 6.9420041)","LINESTRING (80.743712 6.94391, 80.743748 6.943852, 80.743781 6.943768, 80.743812 6.943648, 80.743846 6.943491, 80.743868 6.943272, 80.743875 6.943186, 80.743872 6.943087, 80.743694 6.942004)"
258337424,6101,rail,,0,F,F,"LINESTRING (80.7433066 6.9417547, 80.7432771 6.9415565, 80.7432292 6.9413873, 80.7431493 6.9412473, 80.7430282 6.9410729, 80.7429909 6.940987, 80.7429603 6.9409262)","LINESTRING (80.743307 6.941755, 80.743277 6.941556, 80.743229 6.941387, 80.743149 6.941247, 80.743028 6.941073, 80.742991 6.940987, 80.74296 6.940926)"
258337425,6101,rail,,0,F,F,"LINESTRING (80.743355 6.9410523, 80.7433906 6.9413082, 80.7434546 6.9417081, 80.7435746 6.9424234, 80.7436584 6.9426808, 80.7436682 6.9427106, 80.7437464 6.9429505)","LINESTRING (80.743355 6.941052, 80.743391 6.941308, 80.743455 6.941708, 80.743575 6.942423, 80.743658 6.942681, 80.743668 6.942711, 80.743746 6.94295)"
258337426,6101,rail,,0,F,F,"LINESTRING (80.7425676 6.939711, 80.7426941 6.9398173, 80.7429324 6.9400076, 80.7430096 6.9401054, 80.7430788 6.9402389, 80.7431254 6.9404054, 80.7433091 6.9414955)","LINESTRING (80.742568 6.939711, 80.742694 6.939817, 80.742932 6.940008, 80.74301 6.940105, 80.743079 6.940239, 80.743125 6.940405, 80.743309 6.941496)"
258337427,6101,rail,,0,F,F,"LINESTRING (80.7429324 6.9400076, 80.7430618 6.9401443, 80.7432199 6.940419, 80.7433028 6.9406947, 80.7433216 6.94096, 80.7433091 6.9414955, 80.7433066 6.9417547, 80.7433412 6.9419938, 80.7435076 6.9428858)","LINESTRING (80.742932 6.940008, 80.743062 6.940144, 80.74322 6.940419, 80.743303 6.940695, 80.743322 6.94096, 80.743309 6.941496, 80.743307 6.941755, 80.743341 6.941994, 80.743508 6.942886)"
258445947,6101,rail,Main Line,0,F,F,"LINESTRING (81.0160361 6.8317198, 81.0162105 6.8318947, 81.0171104 6.8333765, 81.0173386 6.8337183, 81.0176284 6.8343617, 81.0177638 6.8346319, 81.0178666 6.8348276, 81.017981 6.8349702, 81.0182202 6.8351661, 81.0183737 6.8352373, 81.0185579 6.8352942, 81.0188441 6.83532, 81.0189877 6.8353016, 81.0191683 6.8352575, 81.0193757 6.8351734, 81.0195029 6.835091, 81.019714 6.8349001, 81.0199438 6.8345456, 81.0200575 6.8344, 81.0201501 6.8343124, 81.0202375 6.8342366, 81.0204958 6.8341148, 81.0223054 6.8334991, 81.0225963 6.8334676, 81.0228462 6.8334956, 81.0230719 6.8335745, 81.023183 6.8336314, 81.0233741 6.8337831, 81.0234408 6.8338571, 81.0235875 6.8340839, 81.0236721 6.834301, 81.0237064 6.8344431, 81.0237237 6.8346732, 81.0237045 6.8348223, 81.023601 6.8351046, 81.0234132 6.8353702, 81.0231727 6.8355542, 81.0230282 6.8356256, 81.021624 6.8361464, 81.0214155 6.8362808, 81.0212481 6.836455, 81.0211843 6.8365402, 81.0211385 6.8366269, 81.0210797 6.8367384, 81.0210327 6.8368979, 81.0210095 6.8370698, 81.0210289 6.8374104, 81.0211205 6.8379839, 81.0211825 6.8381663, 81.021299 6.8383419, 81.021438 6.8385131, 81.0215834 6.8386595, 81.0217706 6.8387801, 81.0224475 6.8390766, 81.0226124 6.8391684, 81.0227841 6.8392943, 81.0228763 6.8393915, 81.0229786 6.8395393, 81.0230698 6.8397613, 81.0231551 6.8401829, 81.0232126 6.8403837, 81.023291 6.8405254, 81.0233856 6.8406601, 81.023508 6.8407776, 81.0236337 6.8408696, 81.023788 6.8409381, 81.0239668 6.8409884, 81.024219 6.8410326, 81.0244213 6.8410725, 81.0246147 6.8411361, 81.0247516 6.8412091, 81.0248785 6.8413064, 81.0249846 6.8414206, 81.0250754 6.841555, 81.0251566 6.8417126, 81.0252202 6.8418774, 81.0252559 6.8419944, 81.0252909 6.8421261, 81.0253202 6.8422536, 81.0256536 6.8437781, 81.025766 6.8442279, 81.0258523 6.8445471, 81.0258968 6.8447062, 81.0259325 6.8448201, 81.0259638 6.8449067, 81.0260137 6.8450146, 81.0260657 6.845109, 81.0261371 6.8452182, 81.0262341 6.8453402, 81.026349 6.8454591, 81.026451 6.8455469, 81.0265812 6.8456407, 81.0267336 6.8457254, 81.0268851 6.8457861, 81.0270275 6.8458236, 81.0271736 6.8458437, 81.0273212 6.8458514, 81.0274813 6.8458406, 81.0276494 6.8458093, 81.0278188 6.8457625, 81.0280129 6.8456863, 81.0296647 6.8449189, 81.0298696 6.844839, 81.0317405 6.8442774, 81.0320245 6.8441921)","LINESTRING (81.016036 6.83172, 81.01621 6.831895, 81.01711 6.833376, 81.017339 6.833718, 81.017628 6.834362, 81.017764 6.834632, 81.017867 6.834828, 81.017981 6.83497, 81.01822 6.835166, 81.018374 6.835237, 81.018558 6.835294, 81.018844 6.83532, 81.018988 6.835302, 81.019168 6.835258, 81.019376 6.835173, 81.019503 6.835091, 81.019714 6.8349, 81.019944 6.834546, 81.020058 6.8344, 81.02015 6.834312, 81.020238 6.834237, 81.020496 6.834115, 81.022305 6.833499, 81.022596 6.833468, 81.022846 6.833496, 81.023072 6.833574, 81.023183 6.833631, 81.023374 6.833783, 81.023441 6.833857, 81.023588 6.834084, 81.023672 6.834301, 81.023706 6.834443, 81.023724 6.834673, 81.023704 6.834822, 81.023601 6.835105, 81.023413 6.83537, 81.023173 6.835554, 81.023028 6.835626, 81.021624 6.836146, 81.021416 6.836281, 81.021248 6.836455, 81.021184 6.83654, 81.021138 6.836627, 81.02108 6.836738, 81.021033 6.836898, 81.02101 6.83707, 81.021029 6.83741, 81.02112 6.837984, 81.021182 6.838166, 81.021299 6.838342, 81.021438 6.838513, 81.021583 6.83866, 81.021771 6.83878, 81.022448 6.839077, 81.022612 6.839168, 81.022784 6.839294, 81.022876 6.839392, 81.022979 6.839539, 81.02307 6.839761, 81.023155 6.840183, 81.023213 6.840384, 81.023291 6.840525, 81.023386 6.84066, 81.023508 6.840778, 81.023634 6.84087, 81.023788 6.840938, 81.023967 6.840988, 81.024219 6.841033, 81.024421 6.841072, 81.024615 6.841136, 81.024752 6.841209, 81.024878 6.841306, 81.024985 6.841421, 81.025075 6.841555, 81.025157 6.841713, 81.02522 6.841877, 81.025256 6.841994, 81.025291 6.842126, 81.02532 6.842254, 81.025654 6.843778, 81.025766 6.844228, 81.025852 6.844547, 81.025897 6.844706, 81.025932 6.84482, 81.025964 6.844907, 81.026014 6.845015, 81.026066 6.845109, 81.026137 6.845218, 81.026234 6.84534, 81.026349 6.845459, 81.026451 6.845547, 81.026581 6.845641, 81.026734 6.845725, 81.026885 6.845786, 81.027028 6.845824, 81.027174 6.845844, 81.027321 6.845851, 81.027481 6.845841, 81.027649 6.845809, 81.027819 6.845762, 81.028013 6.845686, 81.029665 6.844919, 81.02987 6.844839, 81.03174 6.844277, 81.032024 6.844192)"
258445948,6101,rail,Main Line,-1,F,T,"LINESTRING (81.0034573 6.8297958, 81.0036585 6.8298321, 81.003892 6.8298313, 81.0041418 6.8298173)","LINESTRING (81.003457 6.829796, 81.003658 6.829832, 81.003892 6.829831, 81.004142 6.829817)"
258445953,6101,rail,,0,F,F,"LINESTRING (80.9884601 6.8294234, 80.9889007 6.8297623)","LINESTRING (80.98846 6.829423, 80.988901 6.829762)"
258445954,6101,rail,,0,F,F,"LINESTRING (80.9882008 6.829335, 80.9884979 6.8293874, 80.9886725 6.8294376, 80.9888048 6.8294756, 80.9889233 6.8295096)","LINESTRING (80.988201 6.829335, 80.988498 6.829387, 80.988672 6.829438, 80.988805 6.829476, 80.988923 6.82951)"
258445955,6101,rail,,0,F,F,"LINESTRING (81.0474864 6.8764086, 81.0469767 6.8755619, 81.0467234 6.8751135, 81.0467112 6.875091, 81.0465507 6.8747984)","LINESTRING (81.047486 6.876409, 81.046977 6.875562, 81.046723 6.875114, 81.046711 6.875091, 81.046551 6.874798)"
258445956,6101,rail,,0,F,F,"LINESTRING (80.9586988 6.7685847, 80.958373 6.7685404, 80.9582081 6.7685188, 80.9580813 6.7684792)","LINESTRING (80.958699 6.768585, 80.958373 6.76854, 80.958208 6.768519, 80.958081 6.768479)"
258445957,6101,rail,,0,F,F,"LINESTRING (80.9546136 6.7672432, 80.9548981 6.7672954, 80.9571845 6.7679934, 80.9574488 6.768117)","LINESTRING (80.954614 6.767243, 80.954898 6.767295, 80.957184 6.767993, 80.957449 6.768117)"
258445958,6101,rail,,0,F,F,"LINESTRING (80.9882215 6.8293711, 80.988475 6.8295497, 80.9891225 6.8300897, 80.989266 6.8302094)","LINESTRING (80.988222 6.829371, 80.988475 6.82955, 80.989122 6.83009, 80.989266 6.830209)"
258445959,6101,rail,,0,F,F,"LINESTRING (80.9543284 6.767195, 80.9544674 6.7672186, 80.9546136 6.7672432, 80.9574488 6.768117, 80.9578677 6.7682879)","LINESTRING (80.954328 6.767195, 80.954467 6.767219, 80.954614 6.767243, 80.957449 6.768117, 80.957868 6.768288)"
258445960,6101,rail,,0,F,F,"LINESTRING (80.9877703 6.8292083, 80.9880919 6.8293315, 80.9883081 6.8294642, 80.9892355 6.830229)","LINESTRING (80.98777 6.829208, 80.988092 6.829332, 80.988308 6.829464, 80.989236 6.830229)"
258445961,6101,rail,,0,F,F,"LINESTRING (80.9544674 6.7672186, 80.9576442 6.7682176, 80.9578677 6.7682879, 80.9583259 6.7684774)","LINESTRING (80.954467 6.767219, 80.957644 6.768218, 80.957868 6.768288, 80.958326 6.768477)"
258445962,6101,rail,,0,F,F,"LINESTRING (80.9870671 6.8288149, 80.9875382 6.8290785, 80.9877703 6.8292083, 80.9879407 6.8293036, 80.9882167 6.829438, 80.9890024 6.830082)","LINESTRING (80.987067 6.828815, 80.987538 6.829078, 80.98777 6.829208, 80.987941 6.829304, 80.988217 6.829438, 80.989002 6.830082)"
258445964,6101,rail,,0,F,F,"LINESTRING (80.9860968 6.8276522, 80.9863007 6.8281308, 80.9864171 6.8283259, 80.9865485 6.8284938, 80.9866924 6.8286088, 80.9867686 6.8286601, 80.9870671 6.8288149)","LINESTRING (80.986097 6.827652, 80.986301 6.828131, 80.986417 6.828326, 80.986548 6.828494, 80.986692 6.828609, 80.986769 6.82866, 80.987067 6.828815)"
258445966,6101,rail,,0,F,F,"LINESTRING (81.0465664 6.874716, 81.0466612 6.8749384, 81.0467015 6.875015, 81.0467513 6.875101, 81.0472113 6.8759012, 81.0474441 6.8762875, 81.0474864 6.8764086, 81.0475313 6.8764951, 81.047593 6.8766289, 81.0476185 6.8767195, 81.0476379 6.8768453, 81.0476529 6.8769599, 81.0476701 6.877364)","LINESTRING (81.046566 6.874716, 81.046661 6.874938, 81.046702 6.875015, 81.046751 6.875101, 81.047211 6.875901, 81.047444 6.876288, 81.047486 6.876409, 81.047531 6.876495, 81.047593 6.876629, 81.047618 6.87672, 81.047638 6.876845, 81.047653 6.87696, 81.04767 6.877364)"
258445971,6101,rail,,0,F,F,"LINESTRING (80.9880792 6.8292923, 80.9882215 6.8293711, 80.9884838 6.8295165, 80.9886157 6.8296143, 80.9889549 6.8299005, 80.9890375 6.8299825, 80.9891225 6.8300897)","LINESTRING (80.988079 6.829292, 80.988222 6.829371, 80.988484 6.829516, 80.988616 6.829614, 80.988955 6.8299, 80.989038 6.829982, 80.989122 6.83009)"
258445973,6101,rail,,0,F,F,"LINESTRING (80.9875382 6.8290785, 80.9877785 6.8291713, 80.9879323 6.8292294, 80.9880792 6.8292923, 80.9882008 6.829335, 80.9884601 6.8294234, 80.9885489 6.8294537, 80.9886631 6.82952, 80.9889269 6.8297301)","LINESTRING (80.987538 6.829078, 80.987778 6.829171, 80.987932 6.829229, 80.988079 6.829292, 80.988201 6.829335, 80.98846 6.829423, 80.988549 6.829454, 80.988663 6.82952, 80.988927 6.82973)"
258465655,6101,rail,,0,F,F,"LINESTRING (80.5896762 7.2570738, 80.5895858 7.2570222, 80.5894847 7.2569524, 80.5893924 7.2568858, 80.5892835 7.2568011, 80.5891671 7.2567114, 80.5890872 7.2566477, 80.5890189 7.2565901, 80.5889261 7.2565003, 80.5888185 7.2564071)","LINESTRING (80.589676 7.257074, 80.589586 7.257022, 80.589485 7.256952, 80.589392 7.256886, 80.589284 7.256801, 80.589167 7.256711, 80.589087 7.256648, 80.589019 7.25659, 80.588926 7.2565, 80.588818 7.256407)"
258465656,6101,rail,,0,F,F,"LINESTRING (80.5889353 7.2566585, 80.5890097 7.2567535, 80.5890781 7.2568448, 80.5891369 7.2569161, 80.5891957 7.2569718, 80.5892659 7.2570317, 80.5893488 7.2570895, 80.5894344 7.2571491, 80.5895174 7.2572037, 80.5896032 7.257254, 80.5896902 7.2572985, 80.589813 7.2573526, 80.5899673 7.257417, 80.5901674 7.2574921, 80.5903693 7.2575629, 80.5908234 7.2577271)","LINESTRING (80.588935 7.256658, 80.58901 7.256754, 80.589078 7.256845, 80.589137 7.256916, 80.589196 7.256972, 80.589266 7.257032, 80.589349 7.25709, 80.589434 7.257149, 80.589517 7.257204, 80.589603 7.257254, 80.58969 7.257298, 80.589813 7.257353, 80.589967 7.257417, 80.590167 7.257492, 80.590369 7.257563, 80.590823 7.257727)"
258465657,6101,rail,,0,F,F,"LINESTRING (80.5900049 7.2563802, 80.590074 7.2565297, 80.5901254 7.2566549, 80.5901902 7.2567906, 80.5902681 7.2569411, 80.5903771 7.2571159, 80.5904781 7.2572413, 80.5905551 7.2573238, 80.5906117 7.2573771, 80.5906701 7.2574252, 80.5907488 7.2574834, 80.5908381 7.2575432, 80.5910562 7.2576894, 80.5913298 7.257841, 80.5914773 7.2579075, 80.591661 7.257982, 80.5919266 7.2580725)","LINESTRING (80.590005 7.25638, 80.590074 7.25653, 80.590125 7.256655, 80.59019 7.256791, 80.590268 7.256941, 80.590377 7.257116, 80.590478 7.257241, 80.590555 7.257324, 80.590612 7.257377, 80.59067 7.257425, 80.590749 7.257483, 80.590838 7.257543, 80.591056 7.257689, 80.59133 7.257841, 80.591477 7.257908, 80.591661 7.257982, 80.591927 7.258072)"
258496239,6101,rail,,0,F,F,"LINESTRING (80.6295374 7.2878542, 80.6296921 7.2879806, 80.6315449 7.2893596)","LINESTRING (80.629537 7.287854, 80.629692 7.287981, 80.631545 7.28936)"
258496242,6101,rail,,0,F,F,"LINESTRING (80.6293382 7.2876304, 80.6298758 7.2880724, 80.6315739 7.2893238)","LINESTRING (80.629338 7.28763, 80.629876 7.288072, 80.631574 7.289324)"
258496244,6101,rail,,0,F,F,"LINESTRING (80.6315136 7.288626, 80.6316204 7.288734, 80.6316779 7.2887876, 80.6320404 7.2890605)","LINESTRING (80.631514 7.288626, 80.63162 7.288734, 80.631678 7.288788, 80.63204 7.28906)"
258496246,6101,rail,,0,F,F,"LINESTRING (80.6291638 7.2874401, 80.6297842 7.2879511, 80.6299908 7.2881138, 80.6316105 7.289291, 80.6319131 7.289499)","LINESTRING (80.629164 7.28744, 80.629784 7.287951, 80.629991 7.288114, 80.63161 7.289291, 80.631913 7.289499)"
258496248,6101,rail,,0,F,F,"LINESTRING (80.630914 7.2884405, 80.6317848 7.2891048, 80.6318994 7.2891923, 80.6322652 7.2894813)","LINESTRING (80.630914 7.28844, 80.631785 7.289105, 80.631899 7.289192, 80.632265 7.289481)"
258496250,6101,rail,,0,F,F,"LINESTRING (80.62799 7.2864657, 80.6284527 7.2868548, 80.6287724 7.2871156, 80.6289266 7.2872398, 80.6290662 7.2873246, 80.6292228 7.2874353)","LINESTRING (80.62799 7.286466, 80.628453 7.286855, 80.628772 7.287116, 80.628927 7.28724, 80.629066 7.287325, 80.629223 7.287435)"
258496253,6101,rail,,0,F,F,"LINESTRING (80.6303616 7.2880952, 80.6307148 7.2882376, 80.6309903 7.2883411, 80.6311002 7.288381, 80.6312005 7.2884269, 80.6313456 7.2885044, 80.6315136 7.288626, 80.6316761 7.2887378, 80.6320555 7.2890263)","LINESTRING (80.630362 7.288095, 80.630715 7.288238, 80.63099 7.288341, 80.6311 7.288381, 80.6312 7.288427, 80.631346 7.288504, 80.631514 7.288626, 80.631676 7.288738, 80.632056 7.289026)"
258496255,6101,rail,,0,F,F,"LINESTRING (80.6303616 7.2880952, 80.6306287 7.2882444, 80.6308696 7.2883664, 80.6309791 7.2884271, 80.6310773 7.288485, 80.6311695 7.2885474, 80.6318308 7.2890514, 80.6319422 7.2891363, 80.6321126 7.2892679, 80.6323144 7.2894172)","LINESTRING (80.630362 7.288095, 80.630629 7.288244, 80.63087 7.288366, 80.630979 7.288427, 80.631077 7.288485, 80.63117 7.288547, 80.631831 7.289051, 80.631942 7.289136, 80.632113 7.289268, 80.632314 7.289417)"
258496257,6101,rail,,0,F,F,"LINESTRING (80.6289266 7.2872398, 80.6290771 7.2873666, 80.6291638 7.2874401, 80.6293382 7.2876304, 80.6294635 7.2877757, 80.6295374 7.2878542, 80.6297586 7.2881029, 80.6298887 7.2882371, 80.6300086 7.2883411, 80.6305459 7.2887379, 80.6310034 7.2890864)","LINESTRING (80.628927 7.28724, 80.629077 7.287367, 80.629164 7.28744, 80.629338 7.28763, 80.629464 7.287776, 80.629537 7.287854, 80.629759 7.288103, 80.629889 7.288237, 80.630009 7.288341, 80.630546 7.288738, 80.631003 7.289086)"
258496259,6101,rail,,0,F,F,"LINESTRING (80.6299867 7.2879443, 80.630089 7.2880059, 80.6301762 7.2880538, 80.6304029 7.2881602, 80.6305812 7.2882573, 80.6307399 7.2883589, 80.6308923 7.2884652, 80.6317682 7.2891259, 80.6318848 7.2892138, 80.6322437 7.2895088)","LINESTRING (80.629987 7.287944, 80.630089 7.288006, 80.630176 7.288054, 80.630403 7.28816, 80.630581 7.288257, 80.63074 7.288359, 80.630892 7.288465, 80.631768 7.289126, 80.631885 7.289214, 80.632244 7.289509)"
259451372,6101,rail,Kelani Valley Railway,0,F,F,"LINESTRING (79.869031 6.9305935, 79.8694776 6.930735, 79.870069 6.9309759, 79.8716354 6.931595, 79.8732045 6.9322793, 79.8734449 6.9323624, 79.8736667 6.9324064, 79.8739261 6.9324151, 79.8741299 6.9324044, 79.8744242 6.9323371, 79.8746328 6.9322527, 79.8748284 6.932134, 79.8763739 6.9309199, 79.8765309 6.9307222, 79.8768038 6.9303025, 79.8769887 6.929888, 79.877442 6.9287239, 79.8775437 6.9283785, 79.8777156 6.927444, 79.877818 6.9272307, 79.8778873 6.9270865)","LINESTRING (79.869031 6.930594, 79.869478 6.930735, 79.870069 6.930976, 79.871635 6.931595, 79.873204 6.932279, 79.873445 6.932362, 79.873667 6.932406, 79.873926 6.932415, 79.87413 6.932404, 79.874424 6.932337, 79.874633 6.932253, 79.874828 6.932134, 79.876374 6.93092, 79.876531 6.930722, 79.876804 6.930302, 79.876989 6.929888, 79.877442 6.928724, 79.877544 6.928378, 79.877716 6.927444, 79.877818 6.927231, 79.877887 6.927086)"
259451384,6101,rail,Main Line,0,F,F,"LINESTRING (79.8894791 6.9558776, 79.889524 6.9562025, 79.8895933 6.9565095, 79.889707 6.9568388, 79.8898986 6.9571713, 79.89016 6.9575293, 79.8906127 6.9580116, 79.8910564 6.9583314, 79.8915659 6.9586596, 79.8923065 6.959239, 79.8927772 6.9596661, 79.8933238 6.960141, 79.8943892 6.9611077, 79.8946096 6.9613085, 79.8948212 6.9615044, 79.8949532 6.9616202, 79.895837 6.9624323, 79.8962447 6.962825, 79.8965827 6.9632177, 79.8967677 6.9634879, 79.8969639 6.9638121, 79.897097 6.9641261, 79.8972034 6.9644809, 79.8972814 6.9648105, 79.8973582 6.9651625, 79.8973813 6.9652783, 79.8980343 6.9688488, 79.8981982 6.9698344, 79.8987701 6.9727501, 79.899207 6.9751981, 79.8992749 6.9755691, 79.9000361 6.9797257, 79.9000539 6.9800468, 79.9000515 6.9803557, 79.9000384 6.9806488, 79.899991 6.9809632, 79.8999275 6.9814485, 79.8995684 6.9831846, 79.8994825 6.9841558, 79.8994793 6.9846511, 79.8995169 6.9850269, 79.8997893 6.9862769, 79.8999717 6.9868029, 79.9001348 6.9871329, 79.9004604 6.9877918, 79.9005339 6.9879405, 79.9006576 6.988125, 79.9008004 6.9883382, 79.9014358 6.9891191, 79.9036287 6.9915022, 79.9060936 6.9941341, 79.9064794 6.9946048, 79.9066698 6.9949198, 79.9068195 6.9951783, 79.9069308 6.9954061, 79.9070339 6.99565, 79.9071914 6.996146, 79.907283 6.9964878, 79.9073138 6.9970072, 79.9072934 6.9977265, 79.9069962 6.9995798, 79.9069073 7.0004354, 79.9068825 7.0006746, 79.9068488 7.0009241, 79.9068374 7.0011353, 79.9068294 7.0014539, 79.9068421 7.0018199, 79.9068722 7.002084, 79.9069632 7.0025121, 79.9070634 7.0028409, 79.9071751 7.0031607, 79.9073319 7.0034933, 79.9075275 7.0038127, 79.907745 7.0041104, 79.908203 7.0046391, 79.9086653 7.0049978, 79.9120315 7.0066356, 79.9129 7.0071683, 79.9137325 7.0079094, 79.9140887 7.0082878, 79.9144449 7.0087206, 79.9147375 7.00915, 79.9150208 7.0096203, 79.9181077 7.0162229, 79.9182732 7.0165838, 79.9201077 7.0205845, 79.9206073 7.0216159, 79.9207932 7.0220462, 79.9210511 7.0226879, 79.9211881 7.0231493, 79.9213059 7.0236016, 79.9214189 7.0240681, 79.9214981 7.0245844, 79.921559 7.0251571, 79.9216401 7.0260804, 79.9216691 7.0264187, 79.921674 7.0268622, 79.9216399 7.0273245, 79.9215513 7.0281931)","LINESTRING (79.889479 6.955878, 79.889524 6.956202, 79.889593 6.95651, 79.889707 6.956839, 79.889899 6.957171, 79.89016 6.957529, 79.890613 6.958012, 79.891056 6.958331, 79.891566 6.95866, 79.892306 6.959239, 79.892777 6.959666, 79.893324 6.960141, 79.894389 6.961108, 79.89461 6.961308, 79.894821 6.961504, 79.894953 6.96162, 79.895837 6.962432, 79.896245 6.962825, 79.896583 6.963218, 79.896768 6.963488, 79.896964 6.963812, 79.897097 6.964126, 79.897203 6.964481, 79.897281 6.96481, 79.897358 6.965162, 79.897381 6.965278, 79.898034 6.968849, 79.898198 6.969834, 79.89877 6.97275, 79.899207 6.975198, 79.899275 6.975569, 79.900036 6.979726, 79.900054 6.980047, 79.900052 6.980356, 79.900038 6.980649, 79.899991 6.980963, 79.899928 6.981448, 79.899568 6.983185, 79.899482 6.984156, 79.899479 6.984651, 79.899517 6.985027, 79.899789 6.986277, 79.899972 6.986803, 79.900135 6.987133, 79.90046 6.987792, 79.900534 6.98794, 79.900658 6.988125, 79.9008 6.988338, 79.901436 6.989119, 79.903629 6.991502, 79.906094 6.994134, 79.906479 6.994605, 79.90667 6.99492, 79.90682 6.995178, 79.906931 6.995406, 79.907034 6.99565, 79.907191 6.996146, 79.907283 6.996488, 79.907314 6.997007, 79.907293 6.997726, 79.906996 6.99958, 79.906907 7.000435, 79.906882 7.000675, 79.906849 7.000924, 79.906837 7.001135, 79.906829 7.001454, 79.906842 7.00182, 79.906872 7.002084, 79.906963 7.002512, 79.907063 7.002841, 79.907175 7.003161, 79.907332 7.003493, 79.907528 7.003813, 79.907745 7.00411, 79.908203 7.004639, 79.908665 7.004998, 79.912032 7.006636, 79.9129 7.007168, 79.913732 7.007909, 79.914089 7.008288, 79.914445 7.008721, 79.914738 7.00915, 79.915021 7.00962, 79.918108 7.016223, 79.918273 7.016584, 79.920108 7.020584, 79.920607 7.021616, 79.920793 7.022046, 79.921051 7.022688, 79.921188 7.023149, 79.921306 7.023602, 79.921419 7.024068, 79.921498 7.024584, 79.921559 7.025157, 79.92164 7.02608, 79.921669 7.026419, 79.921674 7.026862, 79.92164 7.027324, 79.921551 7.028193)"
259451385,6101,rail,,0,F,F,"LINESTRING (79.8823381 6.9404048, 79.8826832 6.9407627, 79.882956 6.9410944, 79.8832668 6.9415424, 79.8835544 6.9419987, 79.8846702 6.9437868)","LINESTRING (79.882338 6.940405, 79.882683 6.940763, 79.882956 6.941094, 79.883267 6.941542, 79.883554 6.941999, 79.88467 6.943787)"
