osm_id,name,name_en,name_si,name_ta,type,operator,lat,lon
12633612271,Polgahawela Junction,Polgahawela Junction,,,stop,,7.3307917,80.3010805
12633612272,Walakumbura,Walakumbura,,,stop,,7.3139295,80.2690127
12633634241,Thalawattegedara,Thalawattegedara,,,stop,,7.3879485,80.3015962
12633639547,Alawwa,Alawwa,,,stop,,7.2933245,80.2387114
12633646062,Kurunegala,Kurunegala,,,stop,,7.4768983,80.3742022
12633646063,Nailiya,Nailiya,,,stop,,7.4499909,80.3586492
12633646064,Pothuhera,Pothuhera,,,stop,,7.4198777,80.3274318
12633650307,Randenigama,Randenigama,,,stop,,7.8485519,80.2593984
12633654315,Nagollagama,Nagollagama,,,stop,,7.7536443,80.3145271
12633654316,Hiriyala,Hiriyala,,,stop,,7.6975635,80.3399545
12633654317,Ganewatta,Ganewatta,,,stop,,7.6549927,80.3488256
12633659535,Muttetugala,Muttetugala,,,stop,,7.4956742,80.3791581
12641099817,Talawa,Talawa,,,stop,,8.2317684,80.3482359
12641099818,Talawa,Talawa,,,stop,,8.2317838,80.3482004
12641109758,Galgamuwa,Galgamuwa,,,stop,,8.0021589,80.2714505
12641109759,Galgamuwa,Galgamuwa,,,stop,,8.0021595,80.2714939
12641109760,Ambanpola,Ambanpola,,,stop,,7.9189219,80.2459585
12641109761,Ambanpola,Ambanpola,,,stop,,7.9189068,80.2460406
12641117635,Thambuttegama,Thambuttegama,,,stop,,8.154365,80.3038098
12641117636,Senarathgama,Senarathgama,,,stop,,8.0858896,80.27778
12641117637,Senarathgama,Senarathgama,,,stop,,8.0858597,80.2776395
12641138691,Anuradhapura,Anuradhapura,,,stop,,8.3213845,80.399235
12641138692,Srawasthipura,Srawasthipura,,,stop,,8.2987806,80.3770668
12641138693,Srawasthipura,Srawasthipura,,,stop,,8.2988105,80.3769032
12641145019,Madegama,Madegama,,,stop,,8.4750081,80.435203
12641145020,Siyabalagawewa,Siyabalagawewa,,,stop,,8.4626637,80.4332001
12641145021,Parasangahawewa,Parasangahawewa,,,stop,,8.4453654,80.4314383
12641155504,Saliyapura,Saliyapura,,,stop,,8.3899138,80.4222607
12641155505,Mihintale Junction,Mihintale Junction,,,stop,,8.3594006,80.4185573
12641155506,Anuradhapura,Anuradhapura,,,stop,,8.3441372,80.4111365
12641155507,Anuradhapura,Anuradhapura,,,stop,,8.3441477,80.4109869
12641162740,Thiruketheeswaram,Thiruketheeswaram,,,station,,8.9154185,79.9477753
12641163383,Madhu Road,Madhu Road,,,stop,,8.7738973,80.1502149
12641163384,Chettikulam,Chettikulam,,,stop,,8.6690608,80.3059326
12641189878,Neriyakulam,Neriyakulam,,,stop,,8.6166993,80.3569167
12641189879,Medawachchiya,Medawachchiya,,,stop,,8.5545052,80.4582625
12641189880,Medawachchiya,Medawachchiya,,,stop,,8.5545152,80.4580774
12641189881,Medawachchiya,Medawachchiya,,,stop,,8.5545176,80.4580444
12641192176,Talaimannar,Talaimannar,,,stop,,9.1033203,79.7301581
12641192177,Talaimannar,Talaimannar,,,stop,,9.1033418,79.7300114
12641196508,Pesalai,Pesalai,,,stop,,9.0822402,79.8226927
12641196509,Pesalai,Pesalai,,,stop,,9.0822654,79.8227281
12643500145,Iratperiya Kulam,Iratperiya Kulam,,,stop,,8.70961,80.4810075
12643536073,Thandikulam,Thandikulam,,,stop,,8.7782319,80.4848624
12643536074,Thandikulam,Thandikulam,,,stop,,8.7782354,80.4849183
12643550737,Murikandi-Kokavil,Murikandi-Kokavil,,,stop,,9.2063617,80.4174745
12643550738,Mankulam,Mankulam,,,stop,,9.1299386,80.4444666
12643550739,Puliyankulam,Puliyankulam,,,stop,,8.9610465,80.5228536
12643554852,Elephant Pass,Elephant Pass,,,stop,,9.5023881,80.4057617
12643554853,Elephant Pass,Elephant Pass,,,stop,,9.5023888,80.4057866
12643554854,Paranthan,Paranthan,,,stop,,9.4401995,80.4069876
12643554855,Kilinochchi,Kilinochchi,,,stop,,9.3856914,80.4061393
12643554856,Ariviyal Nagar,Ariviyal Nagar,,,stop,,9.3187437,80.4077905
12643556882,Mirusuvil,Mirusuvil,,,stop,,9.6742305,80.2433049
12643556883,Eluthumadduval,Eluthumadduval,,,stop,,9.6610425,80.2656112
12643556884,Eluthumadduval,Eluthumadduval,,,stop,,9.6521931,80.28082
12643586317,Sangathanai,Sangathanai,,,stop,,9.6639997,80.1724096
12643586318,Meesalai,Meesalai,,,stop,,9.673531,80.1890037
12643586319,Kodaikamam,Kodaikamam,,,stop,,9.681195,80.2193962
12643586345,Chunnakam,Chunnakam,,,stop,,9.7458438,80.0332494
12643586346,Kondavil,Kondavil,,,stop,,9.7039715,80.0248446
12643612532,Kokkuvil,Kokkuvil,,,stop,,9.6882104,80.0212578
12643612533,Jaffna,Jaffna,,யாழ்ப்பாணம்,station,,9.6654661,80.0207059
12643612534,Kachcheri,Kachcheri,,கச்சேரி,halt,,9.6625172,80.0287291
12643612535,Punkankulam,Punkankulam,,,stop,,9.6593443,80.0382963
12643612536,Navatkuli,Navatkuli,,,stop,,9.6615722,80.0814418
12643612537,Thachanthoppu,Thachanthoppu,,,stop,,9.6572529,80.1108321
12643612538,Chavakachcheri,Chavakachcheri,,,stop,,9.6570152,80.1585047
12645627769,Galoya Junction,Galoya Junction,,,stop,,8.1377133,80.8657658
12645627770,Hatares Kotuwa,Hatares Kotuwa,,,stop,,8.1452972,80.8390671
12645629352,Horiwiala,Horiwiala,,,stop,,8.067867,80.6785165
12645629353,Kekirawa,Kekirawa,,,stop,,8.0586165,80.5815139
12645629355,Habarana,Habarana,,,stop,,8.0573834,80.7696267
12645629356,Palugaswewa,Palugaswewa,,,stop,,8.0590933,80.7132253
12645649711,Mihintale,Mihintale,,,stop,,8.3586228,80.5016488
12645649712,Asokapura,Asokapura,,,stop,,8.3801894,80.4783395
12645649713,Samagipura,Samagipura,,,stop,,8.3577491,80.4414692
12645673387,Kalawewa,Kalawewa,,,stop,,8.0237158,80.5310726
12645673389,Negama,Negama,,,stop,,7.9799475,80.4835018
12645673390,Moragollagama,Moragollagama,,,stop,,7.9058201,80.4221371
12645695643,Trincomalee,Trincomalee,,,stop,,8.5845352,81.2263351
12645695644,China Bay,China Bay,,,stop,,8.5563274,81.1903738
12645697964,Thampalakamam,Thampalakamam,,,stop,,8.498322,81.0954801
12645697965,Mullipotana,Mullipotana,,,stop,,8.4450987,81.0617559
12645697966,Ganthalawa,Ganthalawa,,,stop,,8.4165642,81.0368798
12645697967,Kantale,Kantale,,,stop,,8.3561957,81.0062587
12645697968,Agbopura,Agbopura,,,stop,,8.3267061,80.9797289
12649506768,Valaichchenai,Valaichchenai,,,stop,,7.9103707,81.5319026
12649562683,Hathamuna,Hathamuna,,,stop,,8.0191299,80.9693145
12649562684,Hingurakgoda,Hingurakgoda,,,stop,,8.0395721,80.9513209
12649562685,Minneriya,Minneriya,,,stop,,8.0653993,80.8947755
12649590615,Polonnaruwa,Polonnaruwa,,,stop,,7.9302334,81.0334797
12649590616,Polonnaruwa,Polonnaruwa,,,stop,,7.9302075,81.0334226
12649590617,Parakum Uyana,Parakum Uyana,,,stop,,7.9735902,81.0178647
12649591939,Laksha Uyana,Laksha Uyana,,,stop,,7.9883229,80.9968921
12649591940,Jayanthipura,Jayanthipura,,,stop,,8.0049389,80.983529
12649600708,Aselapura,Aselapura,,,stop,,7.963053,81.2990662
12649600709,Welikanda,Welikanda,,,stop,,7.9469846,81.2504206
12649600710,Welikanda,Welikanda,,,stop,,7.9470353,81.2503927
12649600711,Sevanapitiya,Sevanapitiya,,,stop,,7.9215337,81.1843194
12649614932,Manampitiya,Manampitiya,,,stop,,7.909744,81.1100869
12649614933,Gallella,Gallella,,,stop,,7.9053233,81.063147
12649650287,Batticaloa,Batticaloa,,,stop,,7.7246868,81.6989577
12649650288,Batticaloa,Batticaloa,,,stop,,7.7246371,81.6989007
12649650289,Batticaloa,Batticaloa,,,stop,,7.7245777,81.6988299
12649650290,Vantharumoolai,Vantharumoolai,,,stop,,7.8019676,81.5836956
12656803974,Panaliya,Panaliya,,,stop,,7.3286478,80.3253257
12656803975,Tismalpola,Tismalpola,,,stop,,7.3216069,80.3431601
12656803976,Tismalpola,Tismalpola,,,stop,,7.321645,80.3431544
12656809851,Kadugannawa,Kadugannawa,,,stop,,7.2578178,80.5207306
12656812980,Pattam Paha,Pattam Paha,,,stop,,7.3807308,80.6621566
12656812981,Udatthawela,Udatthawela,,,stop,,7.4115296,80.6421751
12656812982,Ukuwela,Ukuwela,,,stop,,7.420283,80.6343592
12656812983,Ukuwela,Ukuwela,,,stop,,7.4203162,80.6343873
12656812984,Matale,Matale,,,stop,,7.4679575,80.6249642
12656833012,Ihalakotte,Ihalakotte,,,stop,,7.2887588,80.4692705
12656833013,Balana,Balana,,,stop,,7.2666586,80.4893535
12656833311,Rambukkana,Rambukkana,,,stop,,7.3209601,80.3903427
12656833312,Rambukkana,Rambukkana,,,stop,,7.3210026,80.3903293
12656833313,Rambukkana,Rambukkana,,,stop,,7.3211369,80.3902927
12656833314,Rambukkana,Rambukkana,,,stop,,7.3211702,80.3902766
12656847544,Wattegama,Wattegama,,,stop,,7.3507224,80.6824538
12656856316,Katugastota,Katugastota,,,stop,,7.3303366,80.6330818
12656856317,Katugastota,Katugastota,,,stop,,7.330357,80.6330637
12656863307,Mawilmada,Mawilmada,,,stop,,7.3191345,80.6310694
12656864614,Kandy,Kandy,,,stop,,7.2890514,80.6318308
12656864615,Kandy,Kandy,,,stop,,7.2891048,80.6317848
12656864616,Kandy,Kandy,,,stop,,7.2891259,80.6317682
12656864617,Kandy,Kandy,,,stop,,7.2891787,80.6317249
12656864618,Kandy,Kandy,,,stop,,7.2892615,80.631633
12656864619,Asgiriya,Asgiriya,,,stop,,7.2978222,80.6352933
12660111448,Polgahanga,Polgahanga,,,stop,,7.1965712,80.5982687
12660128064,Bothalapitiya,Bothalapitiya,,,stop,,7.1746904,80.5794741
12660143385,Gelioya,Gelioya,,,stop,,7.2139165,80.5986641
12660143386,Koshinna,Koshinna,,,stop,,7.2335885,80.5950911
12660192915,Gampola,Gampola,,,stop,,7.1621645,80.5669298
12660248305,Tembligala,Tembligala,,,stop,,7.1331599,80.5592962
12660279487,Warakawa,Warakawa,,,stop,,7.0740373,80.5407192
12660288332,Pallegama,Pallegama,,,stop,,7.0837115,80.5526966
12660288333,Ulapane,Ulapane,,,stop,,7.1083425,80.5597132
12660288334,Warakapitiya,Warakapitiya,,,stop,,7.1175452,80.5615059
12660324968,Nawalapitiya,Nawalapitiya,,,stop,,7.0572275,80.5350895
12660324969,Nawalapitiya,Nawalapitiya,,,stop,,7.0572508,80.5350633
12660324970,Nawalapitiya,Nawalapitiya,,,stop,,7.0573041,80.534995
12660357649,Galboda,Galboda,,,stop,,6.9860528,80.5301997
12660357650,Penrose,Penrose,,,stop,,6.994323,80.5395293
12660357651,Inguru Oya,Inguru Oya,,,stop,,7.0181632,80.545789
12660357652,Hightenford,Hightenford,,,stop,,7.0330607,80.530897
12660363422,Ihala Watawala,Ihala Watawala,,,stop,,6.9480393,80.5421834
12660363423,Watawala,Watawala,,,stop,,6.9619941,80.5262381
12660363588,Great Western,Great Western,,,stop,,6.9570931,80.6889992
12660363589,Great Western,Great Western,,,stop,,6.9571226,80.6890055
12660367299,Hatton,Hatton,,,stop,,6.893217,80.5979851
12660367300,Rozelle,Rozelle,,,stop,,6.9348437,80.5586977
12660383062,Talawakele,Talawakele,,,stop,,6.9401245,80.6610353
12660383063,Talawakele,Talawakele,,,stop,,6.9401101,80.6610247
12660383064,Kotagala,Kotagala,,,stop,,6.9282458,80.6087697
12660383065,Kotagala,Kotagala,,,stop,,6.9282671,80.6087389
12660383067,Watagoda,Watagoda,,,stop,,6.9688359,80.6529903
12662892463,Idalgashinna,Idalgashinna,,,stop,,6.7794666,80.8969086
12662892464,Pattipola,Pattipola,,,stop,,6.8559024,80.8307032
12662892465,Pattipola,Pattipola,,,station,,6.8558565,80.8306009
12662908322,Cotta Road,Cotta Road,,,stop,,6.9133478,79.884561
12662908323,Baseline Road,Baseline Road,,,stop,,6.9263177,79.8785723
12662931996,Heeloya,Heeloya,,,stop,,6.8442268,81.0257935
12662931997,Diyatalawa,Diyatalawa,,,stop,,6.8020415,80.9591568
12662931998,Glenanore,Glenanore,,,stop,,6.7711767,80.9366236
12662953562,Pangiriwatta,Pangiriwatta,,,stop,,6.8649715,79.9022906
12662953563,Nugegoda,Nugegoda,,,stop,,6.8721496,79.8906793
12662953564,Kirulapona,Kirulapona,,,stop,,6.8830439,79.882949
12662953565,Narahenpita,Narahenpita,,,stop,,6.8969068,79.8779353
12662970661,Nawinna,Nawinna,,,stop,,6.8528638,79.9178486
12662970662,Udahamulla,Udahamulla,,,stop,,6.8622408,79.9087378
12670285651,Makubura,Makubura,,,stop,,6.8406751,79.9764969
12670315153,Kadugoda,Kadugoda,,,station,,6.9180501,80.1348044
12670315154,Waga,Waga,,,stop,,6.9013934,80.1276027
12670315155,Morakele,Morakele,,,stop,,6.8832236,80.1239854
12670318228,Gammana,Gammana,,,stop,,6.8771102,80.1232196
12670318229,Pinnawala,Pinnawala,,,stop,,6.8692814,80.1173657
12670320171,Angampitya,Angampitya,,,stop,,6.8529866,80.1093691
12670320172,Padukka,Padukka,,,stop,,6.8426953,80.0912315
12670320173,Liyanwala,Liyanwala,,,stop,,6.838362,80.0798245
12670324217,Kosgama,Kosgama,,,stop,,6.9405646,80.1373824
12681169978,Train Halt No. 1,Train Halt No. 1,,,stop,,6.6325318,79.9402918
12681169979,Train Halt No. 1,Train Halt No. 1,,,stop,,6.6325393,79.9403172
12681176198,Dehiwala,Dehiwala,,,stop,,6.8509128,79.8621904
12681176199,Dehiwala,Dehiwala,,,stop,,6.8508911,79.8620445
12681176200,Wellawatta,Wellawatta,,,stop,,6.8750512,79.8573648
12681208897,Bambalapitiya,Bambalapitiya,,,stop,,6.8936983,79.8530546
12681208898,Bambalapitiya,Bambalapitiya,,,stop,,6.8936573,79.8529142
12681208899,Kollupitiya,Kollupitiya,,,stop,,6.9113207,79.8482247
12681208900,Kollupitiya,Kollupitiya,,,stop,,6.9112728,79.8480794
12681234993,Mount Lavinia,Mount Lavinia,,,stop,,6.8316956,79.8625921
12681234994,Mount Lavinia,Mount Lavinia,,,stop,,6.8317099,79.8626919
12681242443,Ratmalana,Ratmalana,,,stop,,6.8151494,79.8666887
12681267603,Pinwatta,Pinwatta,,,stop,,6.6859359,79.9159575
12681267604,Pinwatta,Pinwatta,,,stop,,6.6860024,79.9160555
12681267605,Panadura,Panadura,,,stop,,6.7124707,79.9046747
12681267606,Panadura,Panadura,,,stop,,6.712456,79.9044731
12681270274,Wadduwa,Wadduwa,,,stop,,6.6632311,79.9286429
12681291574,Payagala South,Payagala South,,,stop,,6.5218775,79.9788422
12681291575,Payagala South,Payagala South,,,stop,,6.5218668,79.9787876
12681291576,Payagala North,Payagala North,,,stop,,6.5315479,79.9749903
12681291577,Katukurunda,Katukurunda,,,stop,,6.5601324,79.9660143
12681291578,Kalutara South,Kalutara South,,,stop,,6.5841229,79.958864
12681308701,Beruwala,Beruwala,,,stop,,6.4769552,79.9836887
12681308702,Maggona,Maggona,,,stop,,6.5048731,79.981454
12681309871,Kahawe,Kahawe,,,stop,,6.1832372,80.0740583
12681309872,Akurala,Akurala,,,stop,,6.1921126,80.0648671
12681309873,Madampagama,Madampagama,,,stop,,6.2122367,80.061332
12681319667,Seenigama,Seenigama,,,stop,,6.1586918,80.0948508
12681319668,Telwatte,Telwatte,,,stop,,6.169145,80.0889212
12681331436,Kandegoda,Kandegoda,,,stop,,6.2501997,80.0529758
12681331437,Andadola,Andadola,,,stop,,6.2662169,80.0470159
12681331438,Balapitiya,Balapitiya,,,stop,,6.27641,80.0433675
12681331439,Pathegamgoda,Pathegamgoda,,,stop,,6.2971126,80.041611
12681331864,Piyagama,Piyagama,,,stop,,6.3290662,80.0336125
12681331865,Kosgoda,Kosgoda,,,stop,,6.3386061,80.0295299
12681331866,Maha Induruwa,Maha Induruwa,,,stop,,6.3644187,80.0140795
12681331867,Induruwa,Induruwa,,,stop,,6.3874123,80.0087231
12681331868,Hettimulla,Hettimulla,,,stop,,6.4577016,79.9908283
12681336440,Ahungalla,Ahungalla,,,stop,,6.312771,80.0376779
12681360295,Richmond Hill,Richmond Hill,,,stop,,6.0538708,80.2047899
12681360296,Piyadigama,Piyadigama,,,stop,,6.0536844,80.190995
12681360297,Gintota,Gintota,,,stop,,6.0607352,80.1794796
12681360298,Gintota,Gintota,,,stop,,6.0607181,80.1794464
12681364527,Rathgama,Rathgama,,,stop,,6.0933035,80.1400365
12681364528,Dodanduwa,Dodanduwa,,,stop,,6.0982507,80.1329129
12681364529,Kumarakanda,Kumarakanda,,,stop,,6.1124028,80.1242496
12681364530,Thiranagama,Thiranagama,,,stop,,6.1223748,80.1144277
12684863719,Unawatuna,Unawatuna,,,stop,,6.0220184,80.2491762
12684863720,Katugoda,Katugoda,,,stop,,6.0327569,80.2402088
12684870487,Kekanadura,Kekanadura,,,stop,,5.9603856,80.5991022
12684870488,Kekanadura,Kekanadura,,,stop,,5.9604707,80.5990918
12684873144,Talpe,Talpe,,,stop,,5.9985673,80.2801644
12684885946,Kumbalgama,Kumbalgama,,,stop,,5.9637064,80.4097099
12684885947,Midigama,Midigama,,,stop,,5.9652178,80.3915318
12684892769,Polwathumodara,Polwathumodara,,,stop,,5.9645486,80.4572813
12684895279,Kamburugamuwa,Kamburugamuwa,,,stop,,5.9435565,80.495827
12684895280,Kamburugamuwa,Kamburugamuwa,,,stop,,5.9434997,80.4958155
12684895281,Mirissa,Mirissa,,,stop,,5.9567151,80.4735128
12684904308,Walgama,Walgama,,,stop,,5.9454475,80.5141917
12684909015,Beliatte,Beliatte,,,stop,,6.0422215,80.7371154
12684915644,Wewrukannala,Wewrukannala,,,stop,,5.9792817,80.6974577
12684915645,Bambaranda,Bambaranda,,,stop,,5.9706964,80.6607595
12982392314,Gangoda,Gangoda,,,station,,7.2983135,80.4534106
13116777774,Boralessa,Boralessa,,,halt,,7.319893,79.8630959
13447631673,Colombo Fort,Colombo Fort,,,station,,6.9333986,79.8503417
13683968856,Habaraduwa,Habaraduwa,,,station,Sri Lanka Railways,5.9941093,80.3072789
13917997691,Railway Station Matara,Railway Station Matara,,,station,,5.9517633,80.5433841
