from,to,distance_km,duration_min
avissawella,batapola,121.5,117.1
avissawella,elipitiya,114.1,109.7
avissawella,jaffna,381.2,434.6
avissawella,vavuniya,241.4,271.2
avissawella,mannar,276.6,347.0
avissawella,kilinochchi,318.7,366.4
avissawella,mullaitivu,315.4,374.4
avissawella,point pedro,376.2,433.5
avissawella,chavakachcheri,366.3,418.3
avissawella,kayts,400.3,461.4
avissawella,veldithurai,380.1,440.1
avissawella,nallur,378.3,432.0
avissawella,trincomalee,244.8,269.5
avissawella,batticaloa,269.3,321.5
avissawella,ampara,286.6,314.9
avissawella,kalmunai,310.7,342.0
avissawella,akkaraipattu,305.4,325.0
avissawella,erei,237.8,272.0
avissawella,kattankudy,274.8,328.3
avissawella,mutur,252.5,282.7
avissawella,valachchenai,274.4,304.6
avissawella,kurunegala,81.1,87.1
avissawella,puttalam,169.0,180.8
avissawella,chilaw,115.3,122.9
avissawella,kuliyapitiya,76.6,98.8
avissawella,naththandiya,99.5,112.0
avissawella,wennappuwa,90.4,97.6
avissawella,madurankuliya,155.5,167.9
avissawella,pannala,64.4,85.2
avissawella,anuradhapura,181.3,221.4
avissawella,polonnaruwa,202.9,216.6
avissawella,medawachchiya,217.6,241.5
avissawella,kaduruwela,205.5,222.0
avissawella,kekirawa,165.1,180.8
avissawella,habarana,158.4,168.5
avissawella,galenbindunuwewa,223.3,256.6
avissawella,talawa,164.7,200.5
avissawella,badulla,168.3,181.3
avissawella,bandarawela,140.6,150.0
avissawella,monaragala,193.8,204.1
avissawella,welimada,133.0,151.5
avissawella,mahiyanganaya,162.0,198.5
avissawella,haputale,123.8,148.1
avissawella,ella,153.8,164.8
avissawella,passara,182.5,208.0
avissawella,wellawaya,146.5,153.7
avissawella,ratnapura,42.7,45.2
avissawella,kegalle,48.6,60.3
avissawella,embilipitiya,114.6,123.5
avissawella,balangoda,86.4,91.4
avissawella,ruwanwella,18.9,25.1
avissawella,deraniyagala,23.4,29.6
avissawella,kitulgala,39.5,45.7
avissawella,rakkula,72.2,77.3
wattala,homagama,29.3,31.2
wattala,maharagama,19.8,28.4
wattala,boralesgamuwa,20.4,28.4
wattala,kandy,108.2,123.3
wattala,matale,138.4,147.8
wattala,nuwara eliya,158.2,181.7
wattala,gampola,105.8,128.5
wattala,hatton,119.9,139.0
wattala,dambulla,144.3,149.6
wattala,katugastota,111.6,128.7
wattala,peradeniya,102.3,116.0
wattala,pilimathalawa,95.6,107.5
wattala,galagedara,114.9,121.2
wattala,galle,124.4,109.5
wattala,matara,161.6,134.1
wattala,hambantota,246.4,196.4
wattala,tangalle,188.5,152.5
wattala,ambalangoda,107.7,93.2
wattala,deniyaya,197.9,176.6
wattala,tissamaharama,255.3,208.0
wattala,akuressa,149.8,129.8
wattala,weligama,149.5,123.6
wattala,batapola,106.0,95.3
wattala,elipitiya,98.7,87.9
wattala,jaffna,388.2,438.4
wattala,vavuniya,248.4,275.1
wattala,mannar,282.5,325.5
wattala,kilinochchi,325.7,370.2
wattala,mullaitivu,322.5,378.3
wattala,point pedro,383.2,437.3
wattala,chavakachcheri,373.3,422.2
wattala,kayts,407.3,465.3
wattala,veldithurai,387.1,444.0
wattala,nallur,385.3,435.8
wattala,trincomalee,251.8,273.3
wattala,batticaloa,304.5,329.4
wattala,ampara,295.1,340.9
wattala,kalmunai,310.9,363.6
wattala,akkaraipattu,323.0,376.4
wattala,erei,244.9,275.9
wattala,kattankudy,310.0,336.2
wattala,mutur,259.5,286.6
wattala,valachchenai,281.4,308.5
wattala,kurunegala,88.2,90.9
wattala,puttalam,128.7,134.5
wattala,chilaw,75.0,76.6
wattala,kuliyapitiya,67.7,83.7
wattala,naththandiya,59.2,65.7
wattala,wennappuwa,50.1,51.3
wattala,madurankuliya,115.2,121.6
wattala,pannala,57.2,63.3
wattala,anuradhapura,202.4,215.5
wattala,polonnaruwa,209.9,220.5
wattala,medawachchiya,224.7,245.3
wattala,kaduruwela,212.6,225.9
wattala,kekirawa,172.2,184.7
wattala,habarana,165.4,172.4
wattala,galenbindunuwewa,230.4,260.5
wattala,talawa,183.9,197.3
wattala,badulla,220.9,236.1
wattala,bandarawela,193.1,204.9
wattala,monaragala,246.3,259.0
wattala,welimada,179.0,207.7
wattala,mahiyanganaya,184.2,217.1
wattala,haputale,176.3,202.9
wattala,ella,206.3,219.7
wattala,passara,235.0,262.8
wattala,wellawaya,199.0,208.5
wattala,ratnapura,95.3,100.0
wattala,kegalle,70.8,78.9
wattala,embilipitiya,167.2,178.4
wattala,balangoda,139.0,146.2
wattala,ruwanwella,60.9,74.2
wattala,deraniyagala,69.4,85.8
wattala,kitulgala,85.5,101.9
wattala,rakkula,124.7,132.1
homagama,maharagama,9.9,14.5
homagama,boralesgamuwa,12.3,17.4
homagama,kandy,121.4,132.3
homagama,matale,151.6,156.8
homagama,nuwara eliya,145.5,169.4
homagama,gampola,119.0,137.6
homagama,hatton,107.2,126.7
homagama,dambulla,157.5,158.7
homagama,katugastota,124.8,137.7
homagama,peradeniya,115.6,125.0
homagama,pilimathalawa,108.8,116.5
homagama,galagedara,128.2,130.2
homagama,galle,102.3,89.7
homagama,matara,139.4,114.3
homagama,hambantota,224.3,176.5
homagama,tangalle,166.4,132.6
homagama,ambalangoda,85.6,73.4
homagama,deniyaya,175.8,156.7
homagama,tissamaharama,233.2,188.2
homagama,akuressa,127.7,109.9
homagama,weligama,127.4,103.7
homagama,batapola,83.9,75.4
homagama,elipitiya,76.6,68.1
homagama,jaffna,401.4,447.5
homagama,vavuniya,261.6,284.1
homagama,mannar,306.4,346.1
homagama,kilinochchi,338.9,379.3
homagama,mullaitivu,335.7,387.3
homagama,point pedro,396.4,446.4
homagama,chavakachcheri,386.6,431.2
homagama,kayts,420.5,474.3
homagama,veldithurai,400.3,453.0
homagama,nallur,398.5,444.9
homagama,trincomalee,265.0,282.4
homagama,batticaloa,317.8,338.4
homagama,ampara,308.2,349.4
homagama,kalmunai,324.1,372.7
homagama,akkaraipattu,327.0,359.5
homagama,erei,258.1,284.9
homagama,kattankudy,323.2,345.2
homagama,mutur,272.8,295.6
homagama,valachchenai,294.7,317.5
homagama,kurunegala,101.4,100.0
homagama,puttalam,152.7,155.1
homagama,chilaw,99.0,97.2
homagama,kuliyapitiya,91.0,103.3
homagama,naththandiya,83.1,86.3
homagama,wennappuwa,74.1,71.9
homagama,madurankuliya,139.2,142.2
homagama,pannala,81.2,83.9
homagama,anuradhapura,201.5,234.3
homagama,polonnaruwa,223.2,229.5
homagama,medawachchiya,237.9,254.4
homagama,kaduruwela,225.8,234.9
homagama,kekirawa,185.4,193.7
homagama,habarana,178.6,181.4
homagama,galenbindunuwewa,243.6,269.5
homagama,talawa,185.0,213.4
homagama,badulla,189.9,215.8
homagama,bandarawela,162.2,184.6
homagama,monaragala,215.4,238.7
homagama,welimada,166.3,195.4
homagama,mahiyanganaya,197.4,226.1
homagama,haputale,145.4,182.6
homagama,ella,175.4,199.3
homagama,passara,204.1,242.5
homagama,wellawaya,168.1,188.2
homagama,ratnapura,64.4,79.7
homagama,kegalle,84.1,87.9
homagama,embilipitiya,136.2,158.0
homagama,balangoda,108.0,125.9
homagama,ruwanwella,52.3,69.0
homagama,deraniyagala,56.7,73.5
homagama,kitulgala,72.8,89.6
homagama,rakkula,93.8,111.8
maharagama,boralesgamuwa,4.2,7.7
maharagama,kandy,125.1,137.1
maharagama,matale,155.3,161.6
maharagama,nuwara eliya,153.0,180.5
maharagama,gampola,122.7,142.4
maharagama,hatton,114.7,137.8
maharagama,dambulla,161.2,163.5
maharagama,katugastota,128.5,142.5
maharagama,peradeniya,119.3,129.8
maharagama,pilimathalawa,112.5,121.3
maharagama,galagedara,131.9,135.0
maharagama,galle,106.0,94.5
maharagama,matara,143.1,119.1
maharagama,hambantota,228.0,181.3
maharagama,tangalle,170.1,137.4
maharagama,ambalangoda,89.3,78.2
maharagama,deniyaya,179.5,161.5
maharagama,tissamaharama,236.9,193.0
maharagama,akuressa,131.4,114.7
maharagama,weligama,131.1,108.5
maharagama,batapola,87.6,80.2
maharagama,elipitiya,80.3,72.9
maharagama,jaffna,405.1,452.3
maharagama,vavuniya,265.3,288.9
maharagama,mannar,299.7,348.0
maharagama,kilinochchi,342.6,384.1
maharagama,mullaitivu,339.4,392.1
maharagama,point pedro,400.1,451.2
maharagama,chavakachcheri,390.3,436.0
maharagama,kayts,424.2,479.1
maharagama,veldithurai,404.0,457.8
maharagama,nallur,402.2,449.7
maharagama,trincomalee,268.7,287.2
maharagama,batticaloa,321.5,343.2
maharagama,ampara,320.7,354.6
maharagama,kalmunai,327.8,377.4
maharagama,akkaraipattu,339.5,364.8
maharagama,erei,261.8,289.7
maharagama,kattankudy,326.9,350.0
maharagama,mutur,276.5,300.4
maharagama,valachchenai,298.4,322.3
maharagama,kurunegala,105.1,104.8
maharagama,puttalam,146.0,157.0
maharagama,chilaw,92.3,99.1
maharagama,kuliyapitiya,90.2,106.6
maharagama,naththandiya,76.5,88.2
maharagama,wennappuwa,67.4,73.8
maharagama,madurankuliya,132.5,144.1
maharagama,pannala,74.5,85.8
maharagama,anuradhapura,219.7,238.0
maharagama,polonnaruwa,226.9,234.3
maharagama,medawachchiya,241.6,259.2
maharagama,kaduruwela,229.5,239.7
maharagama,kekirawa,189.1,198.5
maharagama,habarana,182.3,186.2
maharagama,galenbindunuwewa,247.3,274.3
maharagama,talawa,188.7,218.2
maharagama,badulla,202.4,221.1
maharagama,bandarawela,174.7,189.8
maharagama,monaragala,227.9,243.9
maharagama,welimada,173.8,206.5
maharagama,mahiyanganaya,201.1,230.9
maharagama,haputale,157.9,187.9
maharagama,ella,187.9,204.6
maharagama,passara,216.6,247.7
maharagama,wellawaya,180.6,193.5
maharagama,ratnapura,76.9,85.0
maharagama,kegalle,87.8,92.7
maharagama,embilipitiya,148.8,163.3
maharagama,balangoda,120.6,131.1
maharagama,ruwanwella,59.8,80.2
maharagama,deraniyagala,64.2,84.7
maharagama,kitulgala,80.3,100.8
maharagama,rakkula,106.3,117.0
boralesgamuwa,kandy,127.3,140.5
boralesgamuwa,matale,157.4,165.0
boralesgamuwa,nuwara eliya,155.1,183.9
boralesgamuwa,gampola,124.8,145.8
boralesgamuwa,hatton,116.8,141.3
boralesgamuwa,dambulla,163.3,166.9
boralesgamuwa,katugastota,130.6,145.9
boralesgamuwa,peradeniya,121.4,133.3
boralesgamuwa,pilimathalawa,114.6,124.7
boralesgamuwa,galagedara,134.0,138.5
boralesgamuwa,galle,102.8,92.0
boralesgamuwa,matara,140.0,116.6
boralesgamuwa,hambantota,224.9,178.9
boralesgamuwa,tangalle,167.0,134.9
boralesgamuwa,ambalangoda,86.2,75.7
boralesgamuwa,deniyaya,176.3,159.0
boralesgamuwa,tissamaharama,233.8,190.5
boralesgamuwa,akuressa,128.3,112.2
boralesgamuwa,weligama,127.9,106.0
boralesgamuwa,batapola,84.5,77.7
boralesgamuwa,elipitiya,77.1,70.4
boralesgamuwa,jaffna,407.3,455.7
boralesgamuwa,vavuniya,267.4,292.3
boralesgamuwa,mannar,299.2,346.8
boralesgamuwa,kilinochchi,344.8,387.5
boralesgamuwa,mullaitivu,341.5,395.5
boralesgamuwa,point pedro,402.2,454.6
boralesgamuwa,chavakachcheri,392.4,439.4
boralesgamuwa,kayts,426.4,482.6
boralesgamuwa,veldithurai,406.1,461.2
boralesgamuwa,nallur,404.4,453.1
boralesgamuwa,trincomalee,270.8,290.6
boralesgamuwa,batticaloa,323.6,346.6
boralesgamuwa,ampara,317.6,351.1
boralesgamuwa,kalmunai,341.7,378.2
boralesgamuwa,akkaraipattu,336.4,361.2
boralesgamuwa,erei,263.9,293.2
boralesgamuwa,kattankudy,329.0,353.5
boralesgamuwa,mutur,278.6,303.8
boralesgamuwa,valachchenai,300.5,325.8
boralesgamuwa,kurunegala,107.2,108.2
boralesgamuwa,puttalam,145.5,155.8
boralesgamuwa,chilaw,91.8,97.8
boralesgamuwa,kuliyapitiya,89.7,105.4
boralesgamuwa,naththandiya,75.9,87.0
boralesgamuwa,wennappuwa,66.9,72.5
boralesgamuwa,madurankuliya,132.0,142.8
boralesgamuwa,pannala,74.0,84.6
boralesgamuwa,anuradhapura,219.2,236.8
boralesgamuwa,polonnaruwa,229.0,237.7
boralesgamuwa,medawachchiya,243.7,262.6
boralesgamuwa,kaduruwela,231.6,243.1
boralesgamuwa,kekirawa,191.2,201.9
boralesgamuwa,habarana,184.5,189.7
boralesgamuwa,galenbindunuwewa,249.4,277.8
boralesgamuwa,talawa,200.6,218.6
boralesgamuwa,badulla,199.3,217.5
boralesgamuwa,bandarawela,171.6,186.2
boralesgamuwa,monaragala,224.8,240.3
boralesgamuwa,welimada,186.6,205.3
boralesgamuwa,mahiyanganaya,203.2,234.4
boralesgamuwa,haputale,154.8,184.3
boralesgamuwa,ella,184.8,201.0
boralesgamuwa,passara,213.5,244.2
boralesgamuwa,wellawaya,177.5,189.9
boralesgamuwa,ratnapura,73.7,81.4
boralesgamuwa,kegalle,89.9,96.2
boralesgamuwa,embilipitiya,145.6,159.7
boralesgamuwa,balangoda,117.4,127.6
boralesgamuwa,ruwanwella,61.9,83.6
boralesgamuwa,deraniyagala,66.3,88.1
boralesgamuwa,kitulgala,82.4,104.2
boralesgamuwa,rakkula,103.2,113.5
kandy,matale,25.5,35.2
kandy,nuwara eliya,76.1,95.4
kandy,gampola,19.2,23.8
kandy,hatton,68.3,82.6
kandy,dambulla,72.1,86.0
kandy,katugastota,6.5,9.5
kandy,peradeniya,5.7,7.3
kandy,pilimathalawa,12.4,15.4
kandy,galagedara,17.3,21.1
kandy,galle,215.3,209.2
kandy,matara,252.5,233.8
kandy,hambantota,240.9,277.2
kandy,tangalle,279.4,252.1
kandy,ambalangoda,198.6,192.9
kandy,deniyaya,223.8,254.7
kandy,tissamaharama,221.4,256.6
kandy,akuressa,240.7,229.4
kandy,weligama,240.4,223.2
kandy,batapola,196.9,194.9
kandy,elipitiya,189.6,187.6
kandy,jaffna,316.8,375.5
kandy,vavuniya,177.0,212.2
kandy,mannar,237.8,288.4
kandy,kilinochchi,254.3,307.3
kandy,mullaitivu,251.0,315.4
kandy,point pedro,311.7,374.4
kandy,chavakachcheri,301.9,359.3
kandy,kayts,335.9,402.4
kandy,veldithurai,315.6,381.1
kandy,nallur,313.9,372.9
kandy,trincomalee,180.4,210.4
kandy,batticaloa,184.0,217.8
kandy,ampara,187.5,218.7
kandy,kalmunai,203.3,241.4
kandy,akkaraipattu,215.4,254.2
kandy,erei,173.4,213.0
kandy,kattankudy,189.5,224.6
kandy,mutur,188.1,223.7
kandy,valachchenai,190.7,233.0
kandy,kurunegala,42.8,47.9
kandy,puttalam,129.9,157.0
kandy,chilaw,122.4,134.1
kandy,kuliyapitiya,88.6,96.9
kandy,naththandiya,112.6,127.5
kandy,wennappuwa,120.6,137.2
kandy,madurankuliya,136.1,164.3
kandy,pannala,96.8,109.0
kandy,anuradhapura,135.6,164.5
kandy,polonnaruwa,138.5,157.6
kandy,medawachchiya,153.2,182.4
kandy,kaduruwela,141.1,163.0
kandy,kekirawa,100.7,121.8
kandy,habarana,94.0,109.5
kandy,galenbindunuwewa,158.9,197.6
kandy,talawa,134.4,162.9
kandy,badulla,115.0,136.2
kandy,bandarawela,117.9,149.4
kandy,monaragala,158.3,188.3
kandy,welimada,96.9,121.5
kandy,mahiyanganaya,76.6,94.8
kandy,haputale,129.5,176.9
kandy,ella,130.7,163.7
kandy,passara,129.7,163.4
kandy,wellawaya,147.0,176.6
kandy,ratnapura,129.2,152.4
kandy,kegalle,37.6,45.2
kandy,embilipitiya,201.1,230.8
kandy,balangoda,128.0,167.9
kandy,ruwanwella,72.0,90.4
kandy,deraniyagala,95.1,118.2
kandy,kitulgala,62.6,76.5
kandy,rakkula,158.6,184.5
matale,nuwara eliya,99.7,127.9
matale,gampola,42.8,56.3
matale,hatton,91.9,115.1
matale,dambulla,47.1,51.6
matale,katugastota,21.6,30.3
matale,peradeniya,29.3,39.8
matale,pilimathalawa,36.0,47.9
matale,galagedara,25.7,39.5
matale,galle,245.4,234.2
matale,matara,282.6,258.8
matale,hambantota,264.5,309.7
matale,tangalle,309.6,277.2
matale,ambalangoda,228.8,217.9
matale,deniyaya,247.4,287.2
matale,tissamaharama,245.0,289.1
matale,akuressa,270.9,254.5
matale,weligama,270.5,248.3
matale,batapola,227.1,220.0
matale,elipitiya,219.7,212.7
matale,jaffna,291.8,341.1
matale,vavuniya,151.9,177.8
matale,mannar,212.8,254.0
matale,kilinochchi,229.3,272.9
matale,mullaitivu,226.0,281.0
matale,point pedro,286.7,340.0
matale,chavakachcheri,276.9,324.9
matale,kayts,310.9,368.0
matale,veldithurai,290.6,346.7
matale,nallur,288.9,338.5
matale,trincomalee,155.3,176.0
matale,batticaloa,208.1,232.1
matale,ampara,194.6,239.2
matale,kalmunai,210.4,261.9
matale,akkaraipattu,222.5,274.7
matale,erei,148.4,178.6
matale,kattankudy,213.6,238.9
matale,mutur,163.1,189.3
matale,valachchenai,185.0,211.2
matale,kurunegala,50.9,60.5
matale,puttalam,137.7,169.5
matale,chilaw,124.0,147.2
matale,kuliyapitiya,90.2,110.0
matale,naththandiya,114.2,140.6
matale,wennappuwa,130.0,151.1
matale,madurankuliya,143.9,176.8
matale,pannala,106.2,123.0
matale,anuradhapura,110.6,130.1
matale,polonnaruwa,113.5,123.2
matale,medawachchiya,128.2,148.0
matale,kaduruwela,116.1,128.6
matale,kekirawa,75.7,87.4
matale,habarana,69.0,75.1
matale,galenbindunuwewa,133.9,163.2
matale,talawa,113.3,134.4
matale,badulla,136.8,165.6
matale,bandarawela,141.5,181.9
matale,monaragala,168.1,214.2
matale,welimada,120.5,154.0
matale,mahiyanganaya,87.8,115.4
matale,haputale,153.1,209.4
matale,ella,158.7,194.1
matale,passara,151.4,192.8
matale,wellawaya,170.5,209.1
matale,ratnapura,152.8,184.9
matale,kegalle,61.2,77.7
matale,embilipitiya,224.7,263.2
matale,balangoda,151.6,200.4
matale,ruwanwella,95.6,122.9
matale,deraniyagala,118.7,150.7
matale,kitulgala,86.2,109.0
matale,rakkula,182.2,217.0
nuwara eliya,gampola,57.3,72.5
nuwara eliya,hatton,40.8,46.5
nuwara eliya,dambulla,146.6,179.2
nuwara eliya,katugastota,79.8,101.3
nuwara eliya,peradeniya,70.6,88.7
nuwara eliya,pilimathalawa,74.2,96.9
nuwara eliya,galagedara,86.9,110.5
nuwara eliya,galle,254.9,247.7
nuwara eliya,matara,227.3,226.5
nuwara eliya,hambantota,164.9,181.8
nuwara eliya,tangalle,193.9,204.6
nuwara eliya,ambalangoda,235.2,239.9
nuwara eliya,deniyaya,178.2,198.9
nuwara eliya,tissamaharama,145.3,161.2
nuwara eliya,akuressa,230.3,230.7
nuwara eliya,weligama,233.0,231.6
nuwara eliya,batapola,233.5,241.9
nuwara eliya,elipitiya,226.2,234.6
nuwara eliya,jaffna,391.3,468.7
nuwara eliya,vavuniya,251.5,305.3
nuwara eliya,mannar,312.3,381.6
nuwara eliya,kilinochchi,328.8,400.5
nuwara eliya,mullaitivu,325.5,408.5
nuwara eliya,point pedro,386.3,467.6
nuwara eliya,chavakachcheri,376.4,452.5
nuwara eliya,kayts,410.4,495.6
nuwara eliya,veldithurai,390.2,474.3
nuwara eliya,nallur,388.4,466.1
nuwara eliya,trincomalee,254.9,303.6
nuwara eliya,batticaloa,197.6,236.9
nuwara eliya,ampara,187.0,225.7
nuwara eliya,kalmunai,213.9,257.1
nuwara eliya,akkaraipattu,221.3,249.8
nuwara eliya,erei,186.7,249.6
nuwara eliya,kattankudy,203.1,243.7
nuwara eliya,mutur,262.6,316.9
nuwara eliya,valachchenai,204.4,252.1
nuwara eliya,kurunegala,112.4,137.3
nuwara eliya,puttalam,199.5,246.4
nuwara eliya,chilaw,176.9,222.7
nuwara eliya,kuliyapitiya,143.1,185.5
nuwara eliya,naththandiya,167.1,216.1
nuwara eliya,wennappuwa,177.9,207.5
nuwara eliya,madurankuliya,205.7,253.7
nuwara eliya,pannala,144.7,188.1
nuwara eliya,anuradhapura,210.2,257.7
nuwara eliya,polonnaruwa,189.2,231.2
nuwara eliya,medawachchiya,227.7,275.6
nuwara eliya,kaduruwela,188.6,232.5
nuwara eliya,kekirawa,175.2,215.0
nuwara eliya,habarana,168.5,202.7
nuwara eliya,galenbindunuwewa,233.4,290.8
nuwara eliya,talawa,204.0,252.4
nuwara eliya,badulla,51.6,65.1
nuwara eliya,bandarawela,41.9,54.0
nuwara eliya,monaragala,109.7,128.9
nuwara eliya,welimada,20.8,26.0
nuwara eliya,mahiyanganaya,94.0,118.5
nuwara eliya,haputale,53.5,81.5
nuwara eliya,ella,54.6,68.3
nuwara eliya,passara,65.8,91.8
nuwara eliya,wellawaya,70.9,81.1
nuwara eliya,ratnapura,129.1,142.5
nuwara eliya,kegalle,92.7,123.4
nuwara eliya,embilipitiya,139.1,161.7
nuwara eliya,balangoda,85.7,96.8
nuwara eliya,ruwanwella,102.1,113.9
nuwara eliya,deraniyagala,100.5,127.5
nuwara eliya,kitulgala,73.6,81.8
nuwara eliya,rakkula,113.0,128.6
gampola,hatton,49.1,58.9
gampola,dambulla,89.7,107.5
gampola,katugastota,22.9,29.6
gampola,peradeniya,13.6,17.0
gampola,pilimathalawa,17.3,25.2
gampola,galagedara,29.9,38.9
gampola,galle,213.3,215.1
gampola,matara,250.4,239.7
gampola,hambantota,222.3,254.4
gampola,tangalle,210.2,257.0
gampola,ambalangoda,196.6,198.8
gampola,deniyaya,217.8,241.9
gampola,tissamaharama,202.8,233.7
gampola,akuressa,238.7,235.4
gampola,weligama,238.4,229.2
gampola,batapola,194.9,200.8
gampola,elipitiya,187.6,193.5
gampola,jaffna,334.4,397.0
gampola,vavuniya,194.5,233.6
gampola,mannar,255.4,309.9
gampola,kilinochchi,271.9,328.8
gampola,mullaitivu,268.6,336.9
gampola,point pedro,329.3,395.9
gampola,chavakachcheri,319.5,380.8
gampola,kayts,353.5,423.9
gampola,veldithurai,333.2,402.6
gampola,nallur,331.5,394.4
gampola,trincomalee,197.9,231.9
gampola,batticaloa,202.9,241.0
gampola,ampara,206.4,241.9
gampola,kalmunai,222.2,264.6
gampola,akkaraipattu,234.3,277.4
gampola,erei,191.0,234.5
gampola,kattankudy,208.3,247.8
gampola,mutur,205.7,245.2
gampola,valachchenai,209.6,256.2
gampola,kurunegala,55.5,65.6
gampola,puttalam,142.6,174.7
gampola,chilaw,119.8,150.5
gampola,kuliyapitiya,86.0,113.3
gampola,naththandiya,110.0,143.9
gampola,wennappuwa,111.4,144.0
gampola,madurankuliya,148.8,182.0
gampola,pannala,87.6,115.8
gampola,anuradhapura,153.2,186.0
gampola,polonnaruwa,156.1,179.1
gampola,medawachchiya,170.8,203.9
gampola,kaduruwela,158.7,184.4
gampola,kekirawa,118.3,143.3
gampola,habarana,111.6,131.0
gampola,galenbindunuwewa,176.5,219.1
gampola,talawa,147.1,180.7
gampola,badulla,109.1,137.7
gampola,bandarawela,99.3,126.6
gampola,monaragala,167.1,201.5
gampola,welimada,78.2,98.6
gampola,mahiyanganaya,95.5,118.1
gampola,haputale,110.9,154.1
gampola,ella,112.0,140.9
gampola,passara,123.2,164.4
gampola,wellawaya,128.3,153.7
gampola,ratnapura,123.2,139.6
gampola,kegalle,35.6,51.1
gampola,embilipitiya,162.2,209.1
gampola,balangoda,108.7,144.2
gampola,ruwanwella,71.8,84.9
gampola,deraniyagala,70.2,98.4
gampola,kitulgala,43.4,52.8
gampola,rakkula,152.6,171.7
hatton,dambulla,138.3,165.5
hatton,katugastota,71.6,87.6
hatton,peradeniya,62.3,75.0
hatton,pilimathalawa,65.9,83.1
hatton,galagedara,78.6,96.8
hatton,galle,213.5,213.7
hatton,matara,195.2,221.8
hatton,hambantota,169.0,202.0
hatton,tangalle,161.7,200.0
hatton,ambalangoda,196.8,197.4
hatton,deniyaya,152.8,189.3
hatton,tissamaharama,168.0,201.7
hatton,akuressa,198.1,226.1
hatton,weligama,200.8,227.0
hatton,batapola,195.1,199.4
hatton,elipitiya,187.8,192.1
hatton,jaffna,383.0,455.0
hatton,vavuniya,243.2,291.6
hatton,mannar,304.1,367.9
hatton,kilinochchi,320.5,386.8
hatton,mullaitivu,317.3,394.8
hatton,point pedro,378.0,453.9
hatton,chavakachcheri,368.1,438.8
hatton,kayts,402.1,481.9
hatton,veldithurai,381.9,460.5
hatton,nallur,380.1,452.4
hatton,trincomalee,246.6,289.9
hatton,batticaloa,233.2,277.2
hatton,ampara,227.8,272.5
hatton,kalmunai,252.5,300.8
hatton,akkaraipattu,252.5,293.0
hatton,erei,222.3,289.9
hatton,kattankudy,238.7,284.1
hatton,mutur,254.4,303.2
hatton,valachchenai,240.0,292.5
hatton,kurunegala,104.1,123.6
hatton,puttalam,191.3,232.7
hatton,chilaw,164.5,190.3
hatton,kuliyapitiya,133.4,160.4
hatton,naththandiya,148.6,179.4
hatton,wennappuwa,139.6,165.0
hatton,madurankuliya,204.6,235.3
hatton,pannala,124.7,150.4
hatton,anuradhapura,201.9,244.0
hatton,polonnaruwa,204.7,237.0
hatton,medawachchiya,219.5,261.9
hatton,kaduruwela,207.4,242.4
hatton,kekirawa,167.0,201.3
hatton,habarana,160.2,189.0
hatton,galenbindunuwewa,225.2,277.1
hatton,talawa,195.7,238.7
hatton,badulla,92.4,111.9
hatton,bandarawela,82.7,100.8
hatton,monaragala,140.9,172.1
hatton,welimada,61.6,72.8
hatton,mahiyanganaya,129.6,158.9
hatton,haputale,70.9,116.1
hatton,ella,95.4,115.1
hatton,passara,106.6,138.6
hatton,wellawaya,93.6,121.7
hatton,ratnapura,115.1,126.2
hatton,kegalle,88.8,104.2
hatton,embilipitiya,113.8,152.1
hatton,balangoda,60.3,87.2
hatton,ruwanwella,63.8,71.4
hatton,deraniyagala,62.1,85.0
hatton,kitulgala,35.3,39.3
hatton,rakkula,87.7,119.0
dambulla,katugastota,68.5,81.4
dambulla,peradeniya,76.2,90.9
dambulla,pilimathalawa,82.9,99.0
dambulla,galagedara,72.6,90.6
dambulla,galle,251.2,235.6
dambulla,matara,288.4,260.2
dambulla,hambantota,305.1,316.7
dambulla,tangalle,315.3,278.5
dambulla,ambalangoda,234.5,219.3
dambulla,deniyaya,272.6,290.8
dambulla,tissamaharama,252.1,302.9
dambulla,akuressa,276.6,255.8
dambulla,weligama,276.3,249.6
dambulla,batapola,232.8,221.3
dambulla,elipitiya,225.5,214.0
dambulla,jaffna,244.9,290.7
dambulla,vavuniya,105.1,127.4
dambulla,mannar,166.0,203.6
dambulla,kilinochchi,182.4,222.5
dambulla,mullaitivu,179.2,230.6
dambulla,point pedro,239.9,289.7
dambulla,chavakachcheri,230.0,274.5
dambulla,kayts,264.0,317.6
dambulla,veldithurai,243.8,296.3
dambulla,nallur,242.0,288.2
dambulla,trincomalee,108.5,125.7
dambulla,batticaloa,161.2,181.7
dambulla,ampara,199.3,225.6
dambulla,kalmunai,202.8,229.5
dambulla,akkaraipattu,225.5,256.9
dambulla,erei,101.6,128.2
dambulla,kattankudy,166.7,188.5
dambulla,mutur,116.2,138.9
dambulla,valachchenai,138.1,160.8
dambulla,kurunegala,56.7,61.9
dambulla,puttalam,124.5,149.6
dambulla,chilaw,129.8,148.6
dambulla,kuliyapitiya,95.9,111.4
dambulla,naththandiya,119.9,142.0
dambulla,wennappuwa,135.7,152.4
dambulla,madurankuliya,140.8,169.2
dambulla,pannala,112.0,124.3
dambulla,anuradhapura,63.8,79.7
dambulla,polonnaruwa,66.6,72.8
dambulla,medawachchiya,81.4,97.6
dambulla,kaduruwela,69.2,78.2
dambulla,kekirawa,28.9,37.0
dambulla,habarana,22.1,24.7
dambulla,galenbindunuwewa,87.1,112.8
