from,to,distance_km,duration_min
akuressa,ella,165.2,162.2
akuressa,passara,183.6,205.0
akuressa,wellawaya,152.8,143.9
akuressa,ratnapura,149.6,147.0
akuressa,kegalle,204.1,182.8
akuressa,embilipitiya,77.9,71.7
akuressa,balangoda,131.3,134.1
akuressa,ruwanwella,184.3,174.0
akuressa,deraniyagala,188.7,178.5
akuressa,kitulgala,204.8,194.6
akuressa,rakkula,120.0,114.3
weligama,batapola,60.3,59.1
weligama,elipitiya,60.1,57.4
weligama,jaffna,521.1,538.5
weligama,vavuniya,381.2,375.1
weligama,mannar,426.0,437.1
weligama,kilinochchi,458.6,470.3
weligama,mullaitivu,455.3,478.3
weligama,point pedro,516.0,537.4
weligama,chavakachcheri,506.2,522.2
weligama,kayts,540.2,565.3
weligama,veldithurai,519.9,544.0
weligama,nallur,518.2,535.9
weligama,trincomalee,384.6,373.4
weligama,batticaloa,325.9,338.2
weligama,ampara,279.1,286.0
weligama,kalmunai,303.2,313.2
weligama,akkaraipattu,297.9,296.1
weligama,erei,377.7,375.9
weligama,kattankudy,331.4,345.0
weligama,mutur,392.4,386.6
weligama,valachchenai,332.7,353.4
weligama,kurunegala,221.0,191.0
weligama,puttalam,272.3,246.1
weligama,chilaw,218.6,188.2
weligama,kuliyapitiya,210.7,194.3
weligama,naththandiya,202.8,177.3
weligama,wennappuwa,193.7,162.9
weligama,madurankuliya,258.8,233.2
weligama,pannala,200.8,174.9
weligama,anuradhapura,321.2,325.3
weligama,polonnaruwa,342.8,320.5
weligama,medawachchiya,357.5,345.4
weligama,kaduruwela,345.4,325.9
weligama,kekirawa,305.0,284.7
weligama,habarana,298.3,272.4
weligama,galenbindunuwewa,363.2,360.5
weligama,talawa,304.6,304.4
weligama,badulla,199.4,199.1
weligama,bandarawela,191.3,186.8
weligama,monaragala,186.3,175.3
weligama,welimada,211.1,212.4
weligama,mahiyanganaya,252.2,266.0
weligama,haputale,180.8,198.6
weligama,ella,177.3,169.9
weligama,passara,195.7,212.7
weligama,wellawaya,164.9,151.6
weligama,ratnapura,167.1,151.4
weligama,kegalle,203.7,178.9
weligama,embilipitiya,90.0,79.5
weligama,balangoda,143.4,141.8
weligama,ruwanwella,183.9,170.1
weligama,deraniyagala,188.3,174.7
weligama,kitulgala,204.4,190.8
weligama,rakkula,132.1,122.0
batapola,elipitiya,15.5,26.9
batapola,jaffna,476.7,508.8
batapola,vavuniya,336.9,345.4
batapola,mannar,381.7,407.4
batapola,kilinochchi,414.2,440.6
batapola,mullaitivu,410.9,448.6
batapola,point pedro,471.6,507.7
batapola,chavakachcheri,461.8,492.6
batapola,kayts,495.8,535.7
batapola,veldithurai,475.5,514.3
batapola,nallur,473.8,506.2
batapola,trincomalee,340.3,343.7
batapola,batticaloa,369.4,374.8
batapola,ampara,322.6,322.7
batapola,kalmunai,346.7,349.8
batapola,akkaraipattu,341.4,332.8
batapola,erei,333.3,346.3
batapola,kattankudy,374.9,381.6
batapola,mutur,348.0,357.0
batapola,valachchenai,369.9,378.9
batapola,kurunegala,176.6,161.3
batapola,puttalam,227.9,216.4
batapola,chilaw,174.2,158.5
batapola,kuliyapitiya,166.3,164.6
batapola,naththandiya,158.4,147.6
batapola,wennappuwa,149.3,133.2
batapola,madurankuliya,214.4,203.5
batapola,pannala,156.4,145.2
batapola,anuradhapura,276.8,295.6
batapola,polonnaruwa,298.4,290.8
batapola,medawachchiya,313.1,315.7
batapola,kaduruwela,301.0,296.2
batapola,kekirawa,260.6,255.1
batapola,habarana,253.9,242.8
batapola,galenbindunuwewa,318.8,330.9
batapola,talawa,260.2,274.7
batapola,badulla,242.9,235.8
batapola,bandarawela,234.7,223.5
batapola,monaragala,229.8,211.9
batapola,welimada,235.5,245.7
batapola,mahiyanganaya,272.7,287.5
batapola,haputale,203.7,224.7
batapola,ella,220.8,206.5
batapola,passara,239.2,249.3
batapola,wellawaya,208.4,188.2
batapola,ratnapura,122.7,121.8
batapola,kegalle,159.3,149.3
batapola,embilipitiya,133.5,116.1
batapola,balangoda,166.3,167.9
batapola,ruwanwella,139.5,140.5
batapola,deraniyagala,143.9,145.0
batapola,kitulgala,160.0,161.1
batapola,rakkula,126.9,146.8
elipitiya,jaffna,470.3,502.9
elipitiya,vavuniya,330.5,339.6
elipitiya,mannar,375.3,401.6
elipitiya,kilinochchi,407.8,434.7
elipitiya,mullaitivu,404.5,442.8
elipitiya,point pedro,465.2,501.8
elipitiya,chavakachcheri,455.4,486.7
elipitiya,kayts,489.4,529.8
elipitiya,veldithurai,469.1,508.5
elipitiya,nallur,467.4,500.3
elipitiya,trincomalee,333.9,337.8
elipitiya,batticaloa,369.0,372.9
elipitiya,ampara,322.1,320.7
elipitiya,kalmunai,346.3,347.9
elipitiya,akkaraipattu,341.0,330.9
elipitiya,erei,326.9,340.4
elipitiya,kattankudy,374.5,379.7
elipitiya,mutur,341.6,351.1
elipitiya,valachchenai,363.5,373.0
elipitiya,kurunegala,170.2,155.4
elipitiya,puttalam,221.5,210.6
elipitiya,chilaw,167.8,152.6
elipitiya,kuliyapitiya,159.9,158.7
elipitiya,naththandiya,152.0,141.8
elipitiya,wennappuwa,142.9,127.3
elipitiya,madurankuliya,208.0,197.6
elipitiya,pannala,150.0,139.4
elipitiya,anuradhapura,270.4,289.7
elipitiya,polonnaruwa,292.0,285.0
elipitiya,medawachchiya,306.7,309.8
elipitiya,kaduruwela,294.6,290.4
elipitiya,kekirawa,254.2,249.2
elipitiya,habarana,247.5,236.9
elipitiya,galenbindunuwewa,312.4,325.0
elipitiya,talawa,253.8,268.9
elipitiya,badulla,242.4,233.8
elipitiya,bandarawela,214.1,220.7
elipitiya,monaragala,229.4,210.0
elipitiya,welimada,229.1,239.8
elipitiya,mahiyanganaya,266.3,281.6
elipitiya,haputale,197.3,218.8
elipitiya,ella,220.4,204.6
elipitiya,passara,238.7,247.4
elipitiya,wellawaya,207.9,186.3
elipitiya,ratnapura,116.3,115.9
elipitiya,kegalle,152.9,143.4
elipitiya,embilipitiya,133.0,114.2
elipitiya,balangoda,159.9,162.0
elipitiya,ruwanwella,133.1,134.6
elipitiya,deraniyagala,137.5,139.1
elipitiya,kitulgala,153.6,155.2
elipitiya,rakkula,120.5,140.9
jaffna,vavuniya,140.2,163.8
jaffna,mannar,119.1,144.7
jaffna,kilinochchi,64.7,74.6
jaffna,mullaitivu,114.5,131.9
jaffna,point pedro,36.3,50.2
jaffna,chavakachcheri,17.3,22.1
jaffna,kayts,19.1,26.9
jaffna,veldithurai,26.2,39.8
jaffna,nallur,3.7,5.4
jaffna,trincomalee,236.3,276.6
jaffna,batticaloa,363.3,436.1
jaffna,ampara,415.0,482.5
jaffna,kalmunai,404.9,483.8
jaffna,akkaraipattu,427.6,511.2
jaffna,erei,317.3,385.1
jaffna,kattankudy,368.8,442.9
jaffna,mutur,260.0,309.3
jaffna,valachchenai,335.9,414.0
jaffna,kurunegala,300.7,350.4
jaffna,puttalam,277.2,323.2
jaffna,chilaw,327.6,377.4
jaffna,kuliyapitiya,319.3,387.8
jaffna,naththandiya,351.5,407.4
jaffna,wennappuwa,354.2,407.3
jaffna,madurankuliya,293.6,342.8
jaffna,pannala,356.0,412.9
jaffna,anuradhapura,202.9,242.3
jaffna,polonnaruwa,282.4,329.7
jaffna,medawachchiya,167.0,197.4
jaffna,kaduruwela,285.0,335.1
jaffna,kekirawa,222.3,262.5
jaffna,habarana,239.9,284.0
jaffna,galenbindunuwewa,181.5,217.6
jaffna,talawa,228.5,272.8
jaffna,badulla,391.1,475.3
jaffna,bandarawela,419.5,507.7
jaffna,monaragala,425.0,509.6
jaffna,welimada,412.1,494.4
jaffna,mahiyanganaya,340.9,411.9
jaffna,haputale,444.8,549.9
jaffna,ella,413.0,503.8
jaffna,passara,405.8,502.5
jaffna,wellawaya,444.1,547.2
jaffna,ratnapura,422.1,477.1
jaffna,kegalle,331.5,385.9
jaffna,embilipitiya,493.9,555.4
jaffna,balangoda,465.7,523.2
jaffna,ruwanwella,362.2,426.8
jaffna,deraniyagala,385.3,454.6
jaffna,kitulgala,377.9,449.4
jaffna,rakkula,451.5,509.1
vavuniya,mannar,79.8,100.2
vavuniya,kilinochchi,77.8,95.9
vavuniya,mullaitivu,74.5,103.9
vavuniya,point pedro,135.2,163.0
vavuniya,chavakachcheri,125.4,147.8
vavuniya,kayts,159.3,190.9
vavuniya,veldithurai,139.1,169.6
vavuniya,nallur,137.3,161.5
vavuniya,trincomalee,97.6,114.9
vavuniya,batticaloa,224.6,274.3
vavuniya,ampara,274.9,318.7
vavuniya,kalmunai,266.2,322.1
vavuniya,akkaraipattu,288.8,349.5
vavuniya,erei,177.1,221.3
vavuniya,kattankudy,230.0,281.1
vavuniya,mutur,121.3,147.5
vavuniya,valachchenai,197.1,252.3
vavuniya,kurunegala,160.5,186.7
vavuniya,puttalam,137.0,159.4
vavuniya,chilaw,187.4,213.6
vavuniya,kuliyapitiya,179.1,224.0
vavuniya,naththandiya,211.3,243.6
vavuniya,wennappuwa,214.0,243.6
vavuniya,madurankuliya,153.4,179.0
vavuniya,pannala,215.8,249.2
vavuniya,anuradhapura,62.8,78.5
vavuniya,polonnaruwa,142.2,165.9
vavuniya,medawachchiya,26.8,33.6
vavuniya,kaduruwela,144.8,171.3
vavuniya,kekirawa,82.2,98.8
vavuniya,habarana,99.7,120.2
vavuniya,galenbindunuwewa,41.3,53.9
vavuniya,talawa,88.3,109.1
vavuniya,badulla,251.0,311.5
vavuniya,bandarawela,279.3,344.0
vavuniya,monaragala,284.8,345.8
vavuniya,welimada,272.0,330.6
vavuniya,mahiyanganaya,200.8,248.2
vavuniya,haputale,304.6,386.1
vavuniya,ella,272.9,340.0
vavuniya,passara,265.6,338.8
vavuniya,wellawaya,304.0,383.4
vavuniya,ratnapura,281.9,313.3
vavuniya,kegalle,191.3,222.1
vavuniya,embilipitiya,353.8,391.6
vavuniya,balangoda,325.6,359.4
vavuniya,ruwanwella,222.0,263.1
vavuniya,deraniyagala,245.1,290.9
vavuniya,kitulgala,237.7,285.7
vavuniya,rakkula,311.3,345.4
mannar,kilinochchi,106.9,137.4
mannar,mullaitivu,134.2,178.4
mannar,point pedro,125.0,159.5
mannar,chavakachcheri,104.1,128.3
mannar,kayts,138.1,171.4
mannar,veldithurai,126.7,162.8
mannar,nallur,116.1,142.0
mannar,trincomalee,176.2,212.8
mannar,batticaloa,297.9,351.5
mannar,ampara,336.0,395.4
mannar,kalmunai,339.6,399.3
mannar,akkaraipattu,362.2,426.7
mannar,erei,238.3,298.0
mannar,kattankudy,303.4,358.3
mannar,mutur,199.9,245.4
mannar,valachchenai,274.9,330.6
mannar,kurunegala,204.1,262.5
mannar,puttalam,157.3,195.4
mannar,chilaw,207.7,249.6
mannar,kuliyapitiya,214.6,275.8
mannar,naththandiya,231.5,279.7
mannar,wennappuwa,234.3,279.6
mannar,madurankuliya,173.7,215.0
mannar,pannala,238.3,307.3
mannar,anuradhapura,107.4,140.7
mannar,polonnaruwa,203.4,242.6
mannar,medawachchiya,88.0,110.3
mannar,kaduruwela,206.0,248.0
mannar,kekirawa,143.3,175.4
mannar,habarana,160.9,196.9
mannar,galenbindunuwewa,102.5,130.6
mannar,talawa,113.8,150.8
mannar,badulla,312.1,388.2
mannar,bandarawela,340.5,420.6
mannar,monaragala,346.0,422.5
mannar,welimada,333.1,407.3
mannar,mahiyanganaya,261.9,324.9
mannar,haputale,365.8,462.8
mannar,ella,334.0,416.7
mannar,passara,326.8,415.5
mannar,wellawaya,365.1,460.1
mannar,ratnapura,343.1,390.0
mannar,kegalle,234.8,298.0
mannar,embilipitiya,414.9,468.3
mannar,balangoda,386.7,436.1
mannar,ruwanwella,265.5,338.9
mannar,deraniyagala,288.6,366.7
mannar,kitulgala,298.9,362.4
mannar,rakkula,372.5,422.0
kilinochchi,mullaitivu,58.0,71.4
kilinochchi,point pedro,59.5,73.5
kilinochchi,chavakachcheri,49.7,58.4
kilinochchi,kayts,83.7,101.5
kilinochchi,veldithurai,63.4,80.2
kilinochchi,nallur,61.7,72.0
kilinochchi,trincomalee,173.8,208.6
kilinochchi,batticaloa,300.8,368.0
kilinochchi,ampara,352.5,414.4
kilinochchi,kalmunai,342.4,415.8
kilinochchi,akkaraipattu,365.0,443.2
kilinochchi,erei,254.7,317.0
kilinochchi,kattankudy,306.2,374.8
kilinochchi,mutur,197.5,241.2
kilinochchi,valachchenai,273.4,346.0
kilinochchi,kurunegala,238.2,282.4
kilinochchi,puttalam,214.7,255.1
kilinochchi,chilaw,265.0,309.3
kilinochchi,kuliyapitiya,256.7,319.7
kilinochchi,naththandiya,288.9,339.3
kilinochchi,wennappuwa,291.6,339.3
kilinochchi,madurankuliya,231.1,274.7
kilinochchi,pannala,293.5,344.9
kilinochchi,anuradhapura,140.4,174.2
kilinochchi,polonnaruwa,219.8,261.6
kilinochchi,medawachchiya,104.5,129.3
kilinochchi,kaduruwela,222.4,267.0
kilinochchi,kekirawa,159.8,194.5
kilinochchi,habarana,177.3,215.9
kilinochchi,galenbindunuwewa,119.0,149.6
kilinochchi,talawa,166.0,204.8
kilinochchi,badulla,328.6,407.2
kilinochchi,bandarawela,357.0,439.7
kilinochchi,monaragala,362.5,441.5
kilinochchi,welimada,349.6,426.3
kilinochchi,mahiyanganaya,278.4,343.9
kilinochchi,haputale,382.3,481.8
kilinochchi,ella,350.5,435.7
kilinochchi,passara,343.2,434.5
kilinochchi,wellawaya,381.6,479.1
kilinochchi,ratnapura,359.5,409.0
kilinochchi,kegalle,269.0,317.8
kilinochchi,embilipitiya,431.4,487.3
kilinochchi,balangoda,403.2,455.1
kilinochchi,ruwanwella,299.6,358.8
kilinochchi,deraniyagala,322.8,386.6
kilinochchi,kitulgala,315.3,381.4
kilinochchi,rakkula,388.9,441.0
mullaitivu,point pedro,106.3,129.0
mullaitivu,chavakachcheri,99.5,115.7
mullaitivu,kayts,133.5,158.8
mullaitivu,veldithurai,110.2,135.6
mullaitivu,nallur,111.5,129.3
mullaitivu,trincomalee,116.4,175.8
mullaitivu,batticaloa,248.7,341.8
mullaitivu,ampara,316.3,418.0
mullaitivu,kalmunai,290.3,389.6
mullaitivu,akkaraipattu,313.0,417.0
mullaitivu,erei,208.0,323.9
mullaitivu,kattankudy,254.2,348.6
mullaitivu,mutur,145.4,215.0
mullaitivu,valachchenai,221.3,319.8
mullaitivu,kurunegala,234.9,290.2
mullaitivu,puttalam,211.4,263.0
mullaitivu,chilaw,261.7,317.1
mullaitivu,kuliyapitiya,253.4,327.6
mullaitivu,naththandiya,285.6,347.2
mullaitivu,wennappuwa,288.3,347.1
mullaitivu,madurankuliya,227.7,282.5
mullaitivu,pannala,290.2,352.7
mullaitivu,anuradhapura,137.1,182.0
mullaitivu,polonnaruwa,216.5,269.4
mullaitivu,medawachchiya,101.2,137.2
mullaitivu,kaduruwela,219.1,274.8
mullaitivu,kekirawa,156.5,202.3
mullaitivu,habarana,174.0,223.7
mullaitivu,galenbindunuwewa,115.7,157.4
mullaitivu,talawa,162.7,212.6
mullaitivu,badulla,325.3,415.1
mullaitivu,bandarawela,353.7,447.5
mullaitivu,monaragala,359.1,449.3
mullaitivu,welimada,346.3,434.2
mullaitivu,mahiyanganaya,275.1,351.7
mullaitivu,haputale,378.9,489.6
mullaitivu,ella,347.2,443.6
mullaitivu,passara,339.9,442.3
mullaitivu,wellawaya,378.3,487.0
mullaitivu,ratnapura,356.2,416.8
mullaitivu,kegalle,265.7,325.7
mullaitivu,embilipitiya,428.1,495.1
mullaitivu,balangoda,399.9,463.0
mullaitivu,ruwanwella,296.3,366.6
mullaitivu,deraniyagala,319.4,394.4
mullaitivu,kitulgala,312.0,389.2
mullaitivu,rakkula,385.6,448.9
point pedro,chavakachcheri,26.6,40.5
point pedro,kayts,55.4,77.0
point pedro,veldithurai,8.6,13.7
point pedro,nallur,30.6,46.2
point pedro,trincomalee,231.2,275.6
point pedro,batticaloa,358.2,435.0
point pedro,ampara,409.9,481.5
point pedro,kalmunai,399.8,482.8
point pedro,akkaraipattu,422.5,510.2
point pedro,erei,312.2,384.1
point pedro,kattankudy,363.7,441.8
point pedro,mutur,254.9,308.2
point pedro,valachchenai,330.8,413.0
point pedro,kurunegala,295.6,349.4
point pedro,puttalam,272.1,322.1
point pedro,chilaw,322.5,376.3
point pedro,kuliyapitiya,314.2,386.7
point pedro,naththandiya,346.4,406.4
point pedro,wennappuwa,349.1,406.3
point pedro,madurankuliya,288.5,341.7
point pedro,pannala,350.9,411.9
point pedro,anuradhapura,197.8,241.2
point pedro,polonnaruwa,277.3,328.6
point pedro,medawachchiya,161.9,196.4
point pedro,kaduruwela,279.9,334.0
point pedro,kekirawa,217.2,261.5
point pedro,habarana,234.8,282.9
point pedro,galenbindunuwewa,176.4,216.6
point pedro,talawa,223.4,271.8
point pedro,badulla,386.0,474.3
point pedro,bandarawela,414.4,506.7
point pedro,monaragala,419.9,508.5
point pedro,welimada,407.0,493.4
point pedro,mahiyanganaya,335.8,410.9
point pedro,haputale,439.7,548.8
point pedro,ella,407.9,502.7
point pedro,passara,400.7,501.5
point pedro,wellawaya,439.0,546.1
point pedro,ratnapura,417.0,476.0
point pedro,kegalle,326.4,384.8
point pedro,embilipitiya,488.8,554.3
point pedro,balangoda,460.6,522.2
point pedro,ruwanwella,357.1,425.8
point pedro,deraniyagala,380.2,453.6
point pedro,kitulgala,372.8,448.4
point pedro,rakkula,446.4,508.1
chavakachcheri,kayts,36.3,48.9
chavakachcheri,veldithurai,30.1,43.6
chavakachcheri,nallur,14.3,19.4
chavakachcheri,trincomalee,221.4,260.4
chavakachcheri,batticaloa,348.3,419.9
chavakachcheri,ampara,400.1,466.3
chavakachcheri,kalmunai,390.0,467.6
chavakachcheri,akkaraipattu,412.6,495.0
chavakachcheri,erei,302.3,368.9
chavakachcheri,kattankudy,353.8,426.7
chavakachcheri,mutur,245.1,293.1
chavakachcheri,valachchenai,320.9,397.8
chavakachcheri,kurunegala,285.8,334.2
chavakachcheri,puttalam,262.3,307.0
chavakachcheri,chilaw,312.6,361.2
chavakachcheri,kuliyapitiya,304.3,371.6
chavakachcheri,naththandiya,336.5,391.2
chavakachcheri,wennappuwa,339.2,391.1
chavakachcheri,madurankuliya,278.6,326.5
chavakachcheri,pannala,341.1,396.7
chavakachcheri,anuradhapura,188.0,226.0
chavakachcheri,polonnaruwa,267.4,313.5
chavakachcheri,medawachchiya,152.0,181.2
chavakachcheri,kaduruwela,270.0,318.8
chavakachcheri,kekirawa,207.4,246.3
chavakachcheri,habarana,224.9,267.7
chavakachcheri,galenbindunuwewa,166.6,201.4
chavakachcheri,talawa,213.5,256.6
chavakachcheri,badulla,376.2,459.1
chavakachcheri,bandarawela,404.6,491.5
chavakachcheri,monaragala,410.0,493.3
chavakachcheri,welimada,397.2,478.2
chavakachcheri,mahiyanganaya,326.0,395.7
chavakachcheri,haputale,429.8,533.7
chavakachcheri,ella,398.1,487.6
chavakachcheri,passara,390.8,486.3
chavakachcheri,wellawaya,429.2,531.0
chavakachcheri,ratnapura,407.1,460.8
chavakachcheri,kegalle,316.5,369.7
chavakachcheri,embilipitiya,479.0,539.2
chavakachcheri,balangoda,450.8,507.0
chavakachcheri,ruwanwella,347.2,410.6
chavakachcheri,deraniyagala,370.3,438.4
chavakachcheri,kitulgala,362.9,433.2
chavakachcheri,rakkula,436.5,492.9
kayts,veldithurai,45.3,66.6
kayts,nallur,22.8,32.2
kayts,trincomalee,255.4,303.4
kayts,batticaloa,382.4,462.9
kayts,ampara,434.1,509.3
kayts,kalmunai,424.0,510.6
kayts,akkaraipattu,446.7,538.0
kayts,erei,336.4,411.9
kayts,kattankudy,387.9,469.7
kayts,mutur,279.1,336.1
kayts,valachchenai,355.0,440.8
kayts,kurunegala,319.8,377.2
kayts,puttalam,296.3,350.0
kayts,chilaw,346.7,404.2
kayts,kuliyapitiya,338.4,414.6
kayts,naththandiya,370.6,434.2
kayts,wennappuwa,373.3,434.1
kayts,madurankuliya,312.7,369.6
kayts,pannala,375.1,439.7
kayts,anuradhapura,222.0,269.1
kayts,polonnaruwa,301.5,356.5
kayts,medawachchiya,186.1,224.2
kayts,kaduruwela,304.1,361.9
kayts,kekirawa,241.4,289.3
kayts,habarana,259.0,310.8
kayts,galenbindunuwewa,200.6,244.4
kayts,talawa,247.6,299.6
kayts,badulla,410.2,502.1
kayts,bandarawela,438.6,534.5
kayts,monaragala,444.1,536.4
kayts,welimada,431.2,521.2
kayts,mahiyanganaya,360.0,438.8
kayts,haputale,463.9,576.7
kayts,ella,432.2,530.6
kayts,passara,424.9,529.3
kayts,wellawaya,463.2,574.0
kayts,ratnapura,441.2,503.9
kayts,kegalle,350.6,412.7
kayts,embilipitiya,513.0,582.2
kayts,balangoda,484.8,550.0
kayts,ruwanwella,381.3,453.6
kayts,deraniyagala,404.4,481.4
kayts,kitulgala,397.0,476.2
kayts,rakkula,470.6,535.9
veldithurai,nallur,22.9,35.3
veldithurai,trincomalee,235.1,282.2
veldithurai,batticaloa,362.1,441.6
veldithurai,ampara,413.8,488.1
veldithurai,kalmunai,403.7,489.4
veldithurai,akkaraipattu,426.4,516.8
veldithurai,erei,316.1,390.7
veldithurai,kattankudy,367.6,448.4
veldithurai,mutur,258.8,314.8
veldithurai,valachchenai,334.7,419.6
veldithurai,kurunegala,299.5,356.0
veldithurai,puttalam,276.0,328.7
veldithurai,chilaw,326.4,382.9
veldithurai,kuliyapitiya,318.1,393.3
veldithurai,naththandiya,350.3,413.0
veldithurai,wennappuwa,353.0,412.9
veldithurai,madurankuliya,292.4,348.3
veldithurai,pannala,354.8,418.5
veldithurai,anuradhapura,201.7,247.8
veldithurai,polonnaruwa,281.2,335.2
veldithurai,medawachchiya,165.8,203.0
veldithurai,kaduruwela,283.8,340.6
veldithurai,kekirawa,221.1,268.1
veldithurai,habarana,238.7,289.5
veldithurai,galenbindunuwewa,180.3,223.2
veldithurai,talawa,227.3,278.4
veldithurai,badulla,389.9,480.9
veldithurai,bandarawela,418.3,513.3
veldithurai,monaragala,423.8,515.1
veldithurai,welimada,410.9,500.0
veldithurai,mahiyanganaya,339.7,417.5
veldithurai,haputale,443.6,555.4
veldithurai,ella,411.9,509.3
veldithurai,passara,404.6,508.1
veldithurai,wellawaya,442.9,552.7
veldithurai,ratnapura,420.9,482.6
veldithurai,kegalle,330.3,391.4
veldithurai,embilipitiya,492.8,560.9
veldithurai,balangoda,464.6,528.8
veldithurai,ruwanwella,361.0,432.4
veldithurai,deraniyagala,384.1,460.2
veldithurai,kitulgala,376.7,455.0
veldithurai,rakkula,450.3,514.7
nallur,trincomalee,233.4,274.1
nallur,batticaloa,360.4,433.5
nallur,ampara,412.1,480.0
nallur,kalmunai,402.0,481.3
nallur,akkaraipattu,424.6,508.7
nallur,erei,314.3,382.6
nallur,kattankudy,365.8,440.4
nallur,mutur,257.1,306.8
nallur,valachchenai,332.9,411.5
nallur,kurunegala,297.8,347.9
nallur,puttalam,274.3,320.7
nallur,chilaw,324.6,374.9
nallur,kuliyapitiya,316.3,385.3
nallur,naththandiya,348.5,404.9
nallur,wennappuwa,351.2,404.8
nallur,madurankuliya,290.6,340.2
nallur,pannala,353.1,410.4
nallur,anuradhapura,200.0,239.7
nallur,polonnaruwa,279.4,327.1
nallur,medawachchiya,164.0,194.9
nallur,kaduruwela,282.0,332.5
nallur,kekirawa,219.4,260.0
nallur,habarana,236.9,281.4
nallur,galenbindunuwewa,178.6,215.1
nallur,talawa,225.5,270.3
nallur,badulla,388.2,472.8
nallur,bandarawela,416.6,505.2
nallur,monaragala,422.0,507.0
nallur,welimada,409.2,491.9
nallur,mahiyanganaya,338.0,409.4
nallur,haputale,441.8,547.4
nallur,ella,410.1,501.3
nallur,passara,402.8,500.0
nallur,wellawaya,441.2,544.7
nallur,ratnapura,419.1,474.5
nallur,kegalle,328.6,383.4
nallur,embilipitiya,491.0,552.9
nallur,balangoda,462.8,520.7
nallur,ruwanwella,359.2,424.3
nallur,deraniyagala,382.3,452.1
nallur,kitulgala,374.9,446.9
nallur,rakkula,448.5,506.6
trincomalee,batticaloa,135.4,171.3
trincomalee,ampara,203.0,247.6
trincomalee,kalmunai,177.0,219.1
trincomalee,akkaraipattu,199.6,246.5
trincomalee,erei,94.6,153.4
trincomalee,kattankudy,140.9,178.2
trincomalee,mutur,32.1,44.6
trincomalee,valachchenai,108.0,149.3
trincomalee,kurunegala,164.3,185.7
trincomalee,puttalam,185.0,206.0
trincomalee,chilaw,235.4,260.2
trincomalee,kuliyapitiya,203.6,235.3
trincomalee,naththandiya,227.6,265.9
trincomalee,wennappuwa,243.3,276.3
trincomalee,madurankuliya,201.4,225.6
trincomalee,pannala,219.6,248.2
trincomalee,anuradhapura,110.7,125.1
trincomalee,polonnaruwa,107.5,126.6
trincomalee,medawachchiya,88.3,102.7
trincomalee,kaduruwela,110.1,132.0
trincomalee,kekirawa,113.7,138.3
trincomalee,habarana,86.4,101.2
trincomalee,galenbindunuwewa,77.4,91.3
trincomalee,talawa,136.3,155.7
trincomalee,badulla,255.1,306.2
trincomalee,bandarawela,283.4,338.6
trincomalee,monaragala,257.1,305.0
trincomalee,welimada,275.7,329.7
trincomalee,mahiyanganaya,204.3,242.0
trincomalee,haputale,305.0,380.9
trincomalee,ella,285.1,334.5
trincomalee,passara,262.4,321.1
trincomalee,wellawaya,295.1,349.4
trincomalee,ratnapura,285.7,312.4
trincomalee,kegalle,195.1,221.2
trincomalee,embilipitiya,357.5,390.7
trincomalee,balangoda,329.3,358.5
trincomalee,ruwanwella,225.8,262.1
trincomalee,deraniyagala,248.9,289.9
trincomalee,kitulgala,241.5,284.7
trincomalee,rakkula,315.1,344.4
batticaloa,ampara,67.9,77.6
batticaloa,kalmunai,41.9,49.2
batticaloa,akkaraipattu,64.6,76.6
batticaloa,erei,76.4,105.8
batticaloa,kattankudy,5.8,8.2
batticaloa,mutur,107.4,143.0
batticaloa,valachchenai,34.0,50.5
batticaloa,kurunegala,216.9,241.3
batticaloa,puttalam,265.3,308.7
batticaloa,chilaw,290.0,328.0
batticaloa,kuliyapitiya,256.2,290.8
batticaloa,naththandiya,280.2,321.4
batticaloa,wennappuwa,296.0,331.9
batticaloa,madurankuliya,281.7,328.3
batticaloa,pannala,272.2,303.8
batticaloa,anuradhapura,195.8,227.5
batticaloa,polonnaruwa,94.9,109.2
batticaloa,medawachchiya,213.4,245.4
batticaloa,kaduruwela,94.3,110.6
batticaloa,kekirawa,166.3,193.9
batticaloa,habarana,139.1,156.8
batticaloa,galenbindunuwewa,204.7,252.7
batticaloa,talawa,207.3,243.1
batticaloa,badulla,165.0,182.2
batticaloa,bandarawela,187.0,210.0
batticaloa,monaragala,149.0,168.9
batticaloa,welimada,194.9,219.3
batticaloa,mahiyanganaya,129.6,160.6
batticaloa,haputale,208.5,252.3
batticaloa,ella,177.0,198.3
batticaloa,passara,154.2,185.0
batticaloa,wellawaya,186.9,213.2
batticaloa,ratnapura,284.1,313.3
batticaloa,kegalle,247.7,276.7
batticaloa,embilipitiya,246.6,289.2
batticaloa,balangoda,240.7,267.6
batticaloa,ruwanwella,278.4,317.7
batticaloa,deraniyagala,301.5,345.5
batticaloa,kitulgala,270.6,325.4
batticaloa,rakkula,268.1,299.4
ampara,kalmunai,27.8,33.2
ampara,akkaraipattu,27.9,36.0
ampara,erei,130.4,171.8
ampara,kattankudy,62.4,69.9
ampara,mutur,175.0,219.2
ampara,valachchenai,101.6,126.7
ampara,kurunegala,232.4,276.6
ampara,puttalam,303.4,352.9
ampara,chilaw,312.1,362.9
ampara,kuliyapitiya,278.3,325.7
ampara,naththandiya,302.3,356.3
ampara,wennappuwa,310.2,365.9
ampara,madurankuliya,319.8,372.5
ampara,pannala,286.5,337.8
